,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Date: 05/13/22,,,,,CUSTOMER PRICE BOOK,,,,,,,,,,,,,,,
M & M ELECTRICAL SUPPLY,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Item Category Code,Item No.,,UPC Code,Description,,Price/E,List Price/E,Item Multipl. Group,,,Master Qty,Inner Qty,,,,,,,,
BX-FLEX-MC,108M,,751338105805,"3"" FLEX 90DEG CONNECTOR MAL.2-PK",,94.0835,254.2798,FLXCNM90-1,,,2,2,,,,,,,,
BX-FLEX-MC,108MI,,751338105812,"3"" FLEX.90DEG. MAL. INS. CONN.2-PK",,117.6043,317.8494,FLXCNM90,,,2,2,,,,,,,,
BX-FLEX-MC,109,,751338104303,"3-1/2"" FLEX 90DEG CONN 1-PK",,144.4455,577.7819,FLXCN90-1,,,1,1,,,,,,,,
PVC,1090,,751338230996,"4"" PVC END CAP 25-PK",,21.1897,56.5059,PVC,,,25,25,,,,,,,,
PVC,1090A,,751338231023,"5"" PVC END CAP 25-PK",,28.1204,74.9876,PVC,,,25,1,,,,,,,,
PVC,1090B,,751338231016,"6"" PVC END CAP",,36.5832,97.5552,PVC,,,10,1,,,,,,,,
PVC,1091,,751338231146,"1/2"" PVC PULL ELBOW 75-PK",,5.6145,14.9721,PVC,,,75,75,,,,,,,,
PVC,1092,,751338231153,"3/4"" PVC PULL ELBOW 50-PK",,8.0112,21.3633,PVC,,,50,50,,,,,,,,
PVC,1092RB,,751338039032,"1/2“ & 3/4"" PVC PULL ELBOW W/RB-BUSH 25-PK",,7.5667,20.1779,PVC,,,25,0,,,,,,,,
PVC,1094,,751338231160,"1-1/4"" PVC METER OFFSET 15-PK",,7.2795,19.4119,PVC,,,15,1,,,,,,,,
PVC,1096,,751338231177,"2"" PVC METER OFFSET 8-PK",,9.0366,24.0976,PVC,,,8,8,,,,,,,,
RIGID,1097,,751338197114,"2-1/2""SPLIT RING COND.SUPPORT 25PK",,16.2688,43.9696,CS,,,25,25,,,,,,,,
RIGID,1097A,,751338835979,"2"" SPLIT RING CONDUIT SUPPORT-20PK",,21.7925,58.8987,CS,,,20,1,,,,,,,,
RIGID,1098,,751338197121,"3""SPLIT RING COND.SUPPORT - 10PK",,31.6423,85.5196,CS,,,10,10,,,,,,,,
RIGID,1099,,751338197138,"3-1/2""SPLIT RING COND.SUPPORT-10PK",,32.8865,88.8825,CS,,,10,10,,,,,,,,
BX-FLEX-MC,109M,,751338105904,"3-1/2"" FLEX  90 MAL 1-PK",,167.5860,452.9350,FLXCNM90-1,,,1,1,,,,,,,,
BX-FLEX-MC,109MI,,751338105911,"3-1/2""FLEX.90DEG.MAL.INS.CONN.1-PK",,209.4825,566.1690,FLXCNM90,,,1,1,,,,,,,,
ENC,11,,751338333000,"1/2"" RIGID 45 CONDUIT ELBOW 50-PK",,5.3870,12.9807,ELB,,,50,50,,,,,,,,
BX-FLEX-MC,110,,751338104402,"4"" FLEX 90DEG CONN  1-PK",,223.3584,893.4335,FLXCN90-1,,,1,1,,,,,,,,
RIGID,1100,,751338197145,"4""SPLIT RING COND. SUPPORT-10PK",,32.2093,87.0521,CS,,,10,10,,,,,,,,
PVC,1101,,751338231184,"1/2"" PVC OFFSET 25-PK",,6.8109,18.1623,PVC,,,25,25,,,,,,,,
BX-FLEX-MC,1101TC,,751338148680,"1/4"" MINI STRAP 100/1000PK",,0.0489,0.1322,MIC,,,1000,100,,,,,,,,
PVC,1102,,751338231191,"3/4"" PVC OFFSET 25-PK",,5.6844,15.1585,PVC,,,25,25,,,,,,,,
BX-FLEX-MC,1105TC,,751338148727,1/2 1-HOLE TUBE & CABLE STRAP,,0.0788,0.2131,MIC,,,1000,100,,,,,,,,
RIGID,1106,,751338197152,"2""SPLIT RINS LAG SCREW SUPPORT-25PK",,17.0216,46.0043,CS,,,25,25,,,,,,,,
BX-FLEX-MC,1106TC,,751338148710,9/16 1-HOLE TUBE & CABLE STRAP,,0.0855,0.2310,MIC,,,1000,100,,,,,,,,
RIGID,1107,,751338197169,"2-1/2""SPLIT RING LAG SCREW - 35PK",,16.7788,45.3482,CS,,,35,35,,,,,,,,
BX-FLEX-MC,110M,,751338106000,"4"" FLEX 90 MAL 1-PK",,279.3099,754.8916,FLXCNM90-1,,,1,1,,,,,,,,
BX-FLEX-MC,110MI,,751338106017,"4"" FLEX 90DEG.MAL.INS.CONN.1-PK",,349.1374,943.6145,FLXCNM90,,,1,1,,,,,,,,
RIGID,111,,751338106109,"1/2"" RGD OFFSET NIP 10/100-PK",,1.7693,4.7820,RON,,,100,10,,,,,,,,
PVC,1111,,751338231047,"1/2"" PVC SE CAP 10-PK",,5.3352,14.2273,PVC,,,10,10,,,,,,,,
PVC,1112,,751338231054,"3/4"" PVC SE CAP 10-PK",,5.5508,14.8022,PVC,,,10,10,,,,,,,,
PVC,1113,,751338231061,"1"" PVC SE CAP 20-PK",,6.0466,16.1242,PVC,,,20,20,,,,,,,,
PVC,1114,,751338231078,"1-1/4"" PVC SE CAP 20-PK",,9.1685,24.4494,PVC,,,20,20,,,,,,,,
PVC,1115,,751338231085,"1-1/2"" PVC SE CAP 20-PK",,11.9088,31.7567,PVC,,,20,20,,,,,,,,
PVC,1116,,751338231092,"2"" PVC SE CAP 5-PK",,18.4199,49.1198,PVC,,,5,5,,,,,,,,
PVC,1117,,751338234086,"2-1/2"" PVC SE CAP 5-PK",,82.5988,220.2634,PVC,,,5,5,,,,,,,,
PVC,1118,,751338231115,"3"" PVC SE CAP 5-PK",,79.5140,212.0373,PVC,,,5,5,,,,,,,,
PVC,1119,,751338231122,"3-1/2"" PVC SE CAP 5-PK",,207.8618,554.2982,PVC,,,5,0,,,,,,,,
RIGID-HDG,111MHDG,,751338832077,"1/2"" RGD OFFSET NIP MI-HDG 10/100",,6.5274,17.4064,RONH,,,100,10,,,,,,,,
RIGID,112,,751338106208,"3/4"" RGD OFFSET NIP 10/100-PK",,2.4701,6.6759,RON,,,100,10,,,,,,,,
PVC,1120,,751338231139,"4"" PVC SE CAP 1-PK",,259.3512,691.6033,PVC,,,1,1,,,,,,,,
PVC,1121,,751338234093,"1/2"" PVC END BELLS 100-PK",,1.5114,4.0305,PVC,,,100,100,,,,,,,,
PVC,1122,,751338231313,"3/4"" PVC END BELLS 100-PK",,1.6779,4.4745,PVC,,,100,100,,,,,,,,
PVC,1123,,751338231320,"1"" PVC END BELLS 50-PK",,2.1018,5.6047,PVC,,,50,50,,,,,,,,
PVC,1124,,751338231337,"1-1/4"" PVC END BELLS 50-PK",,2.5059,6.6825,PVC,,,50,50,,,,,,,,
PVC,1125,,751338231344,"1-1/2"" PVC END BELLS 50-PK",,2.5464,6.7904,PVC,,,50,50,,,,,,,,
PVC,1126,,751338231351,"2"" PVC END BELLS 40-PK",,3.8802,10.3472,PVC,,,40,40,,,,,,,,
PVC,1127,,751338231368,"2-1/2"" PVC END BELLS 30-PK",,4.0419,10.7784,PVC,,,30,30,,,,,,,,
PVC,1128,,751338231375,"3"" PVC END BELLS 50-PK",,4.5674,12.1796,PVC,,,50,50,,,,,,,,
PVC,1129,,751338231382,"3-1/2"" PVC END BELLS 50-PK",,4.9311,13.1496,PVC,,,50,50,,,,,,,,
RIGID-HDG,112MHDG,,751338832084,"3/4"" RGD OFFSET NIP MI-HDG 10/100",,7.1260,19.0027,RONH,,,100,10,,,,,,,,
RIGID,113,,751338106307,"1"" RIGID OFFSET NIP 10/100-PK",,3.1753,8.5818,RON,,,100,10,,,,,,,,
PVC,1130,,751338231399,"4"" PVC END BELLS 50-PK",,5.4565,14.5507,PVC,,,50,50,,,,,,,,
PVC,1130A,,751338233720,"5"" PVC END BELLS 25-PK",,6.4737,17.2632,PVC,,,25,25,,,,,,,,
PVC,1130B,,751338863224,"6"" PVC END BELLS-15PK",,7.0830,18.8881,PVC,,,15,1,,,,,,,,
PVC,1131,,751338868410,1X1/2 PVC RED BUSH 100PK,,2.8048,7.4794,PVC,,,100,100,,,,,,,,
PVC,1132,,751338230811,"3/4""x1/2"" PVC RED BUSH.100PK",,1.6300,4.3466,PVC,,,100,100,,,,,,,,
PVC,1133,,751338230828,"1x3/4"" PVC RED BUSH.100-PK",,2.4886,6.6363,PVC,,,100,100,,,,,,,,
PVC,1134,,751338230835,"1-1/4""x1"" PVC RED BUSH.50-PK",,3.2966,8.7909,PVC,,,50,50,,,,,,,,
PVC,1135,,751338230842,"1-1/2""x1-1/4""PVC RED BUSH 50PK",,3.2750,8.7333,PVC,,,50,50,,,,,,,,
PVC,1136,,751338230859,"2""x1-1/2"" PVC RED BUSH.25-PK",,4.1056,10.9483,PVC,,,25,25,,,,,,,,
PVC,1137,,751338230866,"2-1/2""x2"" PVC RED BUSH.25-PK",,11.9382,31.8351,PVC,,,25,25,,,,,,,,
PVC,1137A,,751338850132,"3""x2"" PVC RED. BUSH. PK-25",,16.8735,44.9961,PVC,,,25,1,,,,,,,,
PVC,1138,,751338230873,"3""x2-1/2"" PVC RED BUSH.25-PK",,11.4299,30.4796,PVC,,,25,25,,,,,,,,
PVC,1139,,751338230880,"4"" x 3"" PVC RED BUSH. 20-PK",,18.3613,48.9635,PVC,,,20,20,,,,,,,,
RIGID-HDG,113MHDG,,751338832091,"1"" RGD OFFSET NIP MI-HDG 5/50",,10.0161,26.7096,RONH,,,50,5,,,,,,,,
RIGID,114,,751338106406,"1-1/4"" RGD OFFSET NIP 5/50-PK",,4.5694,12.3498,RON,,,50,5,,,,,,,,
PVC,1140,,751338230897,"4""x 3-1/2"" PVC RED BUSH.20PK",,19.5447,52.1193,PVC,,,20,20,,,,,,,,
PVC,1141,,751338233775,"1/2"" PVC ""LB"" 25-PK",,3.0061,8.0163,PVC,,,25,25,,,,,,,,
PVC,1142,,751338232013,"3/4"" PVC ""LB"" 15-PK",,3.8675,10.3132,PVC,,,15,15,,,,,,,,
PVC,1143,,751338232020,"1"" PVC ""LB"" 10-PK",,4.2575,11.3533,PVC,,,10,10,,,,,,,,
PVC,1144,,751338232037,"1-1/4"" PVC ""LB"" 10-PK",,6.4750,17.2667,PVC,,,10,10,,,,,,,,
PVC,1145,,751338232044,"1-1/2"" PVC ""LB"" 10-PK",,7.7835,20.7559,PVC,,,10,10,,,,,,,,
PVC,1146,,751338233782,"2"" PVC ""LB"" 5-PK",,13.7760,36.7359,PVC,,,5,5,,,,,,,,
PVC,1147,,751338232068,"2-1/2"" PVC ""LB"" 5-PK",,51.8433,138.2488,PVC,,,5,0,,,,,,,,
PVC,1148,,751338232075,"3"" PVC ""LB"" 5-PK",,53.5679,142.8476,PVC,,,5,0,,,,,,,,
PVC,1149,,751338232082,"3-1/2"" PVC ""LB"" 4-PK",,55.2923,147.4462,PVC,,,4,0,,,,,,,,
RIGID-HDG,114MHDG,,751338832114,"1-1/4"" RGD OFFSET NIP MI-HDG 5/50",,12.6800,33.8132,RONH,,,50,5,,,,,,,,
RIGID,115,,751338106505,"1-1/2"" RGD OFFSET NIP 5/50-PK",,5.7123,15.4386,RON,,,50,5,,,,,,,,
PVC,1150,,751338232099,"4"" PVC ""LB"" 4-PK",,58.7548,156.6795,PVC,,,4,0,,,,,,,,
PVC,1151,,751338233812,"1/2"" PVC ""LL"" 25-PK",,3.3683,8.9821,PVC,,,25,25,,,,,,,,
PVC,1152,,751338232112,"3/4"" PVC ""LL"" 15-PK",,4.4542,11.8778,PVC,,,15,15,,,,,,,,
PVC,1153,,751338232129,"1"" PVC ""LL"" 10-PK",,4.5807,12.2152,PVC,,,10,10,,,,,,,,
PVC,1154,,751338232136,"1-1/4"" PVC ""LL"" 10-PK",,6.6394,17.7050,PVC,,,10,10,,,,,,,,
PVC,1155,,751338232143,"1-1/2"" PVC ""LL"" 10-PK",,7.7840,20.7574,PVC,,,10,10,,,,,,,,
PVC,1156,,751338232150,"2"" PVC ""LL"" 5-PK",,13.7760,36.7359,PVC,,,5,5,,,,,,,,
PVC,1157,,751338232167,"2-1/2"" PVC ""LL"" 5-PK",,60.4820,161.2854,PVC,,,5,0,,,,,,,,
PVC,1158,,751338232174,"3"" PVC ""LL"" 5-PK",,67.3910,179.7092,PVC,,,5,0,,,,,,,,
PVC,1159,,751338232181,"3-1/2"" PVC ""LL"" 4-PK",,69.1316,184.3510,PVC,,,4,0,,,,,,,,
RIGID-HDG,115MHDG,,751338832138,"1-1/2"" RGD OFFSET NIP MI-HDG 4/40",,13.2561,35.3496,RONH,,,40,4,,,,,,,,
RIGID,116,,751338106604,"2"" RGD OFFSET NIP 2/20-PK",,8.3688,22.6183,RON,,,20,2,,,,,,,,
PVC,1160,,751338232198,"4"" PVC ""LL' 4-PK",,65.9726,175.9269,PVC,,,4,0,,,,,,,,
PVC,1161,,751338233829,"1/2"" PVC ""LR"" 25-PK",,3.4275,9.1400,PVC,,,25,25,,,,,,,,
PVC,1162,,751338232211,"3/4"" PVC ""LR"" 15-PK",,4.0419,10.7783,PVC,,,15,15,,,,,,,,
PVC,1163,,751338232228,"1"" PVC ""LR"" 10-PK",,4.5225,12.0600,PVC,,,10,10,,,,,,,,
PVC,1164,,751338232235,"1-1/4"" PVC ""LR"" 10-PK",,7.0148,18.7061,PVC,,,10,10,,,,,,,,
PVC,1165,,751338232242,"1-1/2"" PVC ""LR"" 10-PK",,7.5663,20.1769,PVC,,,10,10,,,,,,,,
PVC,1166,,751338232259,"2"" PVC 'LR"" 5-PK",,13.7760,36.7359,PVC,,,5,5,,,,,,,,
PVC,1167,,751338232266,"2-1/2"" PVC ""LR"" 5-PK",,60.4820,161.2854,PVC,,,5,0,,,,,,,,
PVC,1168,,751338232273,"3"" PVC "" LR"" 5PK",,67.3910,179.7092,PVC,,,5,0,,,,,,,,
PVC,1169,,751338232280,"3-1/2"" PVC ""LR"" 4-PK",,69.1316,184.3510,PVC,,,4,0,,,,,,,,
RIGID-HDG,116MHDG,,751338832152,"2"" RGD OFFSET NIP MI-HDG 2/20",,14.9076,39.7536,RONH,,,20,2,,,,,,,,
RIGID,117,,751338106703,"2-1/2"" RGD OFFSET NIP 2-PK",,60.2912,162.9492,RON,,,2,2,,,,,,,,
PVC,1170,,751338232297,"4"" PVC ""LR"" 4-PK",,72.5698,193.5195,PVC,,,4,0,,,,,,,,
PVC,1171,,751338233836,"1/2"" PVC ""T' 25-PK",,3.8102,10.1604,PVC,,,25,25,,,,,,,,
PVC,1172,,751338232310,"3/4"" PVC ""T"" 15-PK",,4.7656,12.7083,PVC,,,15,15,,,,,,,,
PVC,1173,,751338232327,"1"" PVC ""T"" 10-PK",,5.3546,14.2788,PVC,,,10,10,,,,,,,,
PVC,1174,,751338232334,"1-1/4"" PVC ""T"" 10-PK",,7.7832,20.7553,PVC,,,10,10,,,,,,,,
PVC,1175,,751338232341,"1-1/2"" PVC ""T"" 10-PK",,10.2529,27.3411,PVC,,,10,10,,,,,,,,
PVC,1176,,751338232358,"2"" PVC ""T"" 5-PK",,14.8444,39.5851,PVC,,,5,5,,,,,,,,
PVC,1177,,751338232365,"2-1/2"" PVC ""T"" 2-PK",,61.8132,164.8351,PVC,,,2,0,,,,,,,,
PVC,1178,,751338232372,"3"" PVC ""T"" 2-PK",,68.8730,183.6612,PVC,,,2,0,,,,,,,,
PVC,1179,,751338232389,"3-1/2"" PVC ""T"" 1-PK",,67.9236,181.1297,PVC,,,1,0,,,,,,,,
RIGID-HDG,117MHDG,,751338832176,"2-1/2"" RGD OFFSET NIP MI-HDG 2PK",,33.2460,88.6559,RONH,,,2,1,,,,,,,,
RIGID,118,,751338106802,"3"" RIGID OFFSET NIPP  2-PK",,79.4063,214.6116,RON,,,2,2,,,,,,,,
PVC,1180,,751338232396,"4"" PVC ""T"" 1-PK",,74.1664,197.7771,PVC,,,1,1,,,,,,,,
PVC,1181,,751338233843,"1/2"" PVC ""C"" 25-PK",,3.3683,8.9821,PVC,,,25,25,,,,,,,,
PVC,1182,,751338232419,"3/4"" PVC ""C"" 15-PK",,4.3841,11.6908,PVC,,,15,15,,,,,,,,
PVC,1183,,751338232426,"1"" PVC ""C"" 10-PK",,4.7656,12.7083,PVC,,,10,10,,,,,,,,
PVC,1184,,751338232433,"1-1/4"" PVC ""C"" 10-PK",,7.2565,19.3507,PVC,,,10,10,,,,,,,,
PVC,1185,,751338232440,"1-1/2"" PVC ""C"" 10-PK",,7.7820,20.7519,PVC,,,10,10,,,,,,,,
PVC,1186,,751338232457,"2"" PVC ""C"" 5-PK",,13.7760,36.7359,PVC,,,5,5,,,,,,,,
PVC,1187,,751338232464,"2-1/2"" PVC ""C"" 5-PK",,65.9046,175.7456,PVC,,,5,0,,,,,,,,
PVC,1188,,751338232471,"3"" PVC ""C"" 5-PK",,67.3855,179.6946,PVC,,,5,0,,,,,,,,
PVC,1189,,751338232488,"3-1/2"" PVC ""C"" 4-PK",,66.4271,177.1388,PVC,,,4,0,,,,,,,,
RIGID-HDG,118MHDG,,751338832190,"3"" RGD OFFSET NIP MI-HDG 2PK",,43.0582,114.8219,RONH,,,2,1,,,,,,,,
PVC,1190,,751338232495,"4"" PVC ""C"" 4-PK",,72.5591,193.4908,PVC,,,4,0,,,,,,,,
PVC,1191,,751338233850,"1/2"" PVC ""E"" 25 PK",,3.0314,8.0838,PVC,,,25,25,,,,,,,,
PVC,1192,,751338232518,"3/4"" PVC ""E"" 15-PK",,4.4191,11.7843,PVC,,,15,15,,,,,,,,
PVC,1193,,751338232525,"1"" PVC ""E"" 10-PK",,5.2113,13.8968,PVC,,,10,10,,,,,,,,
PVC,1194,,751338232532,"1-1/4"" PVC ""E"" 10-PK",,7.0470,18.7920,PVC,,,10,10,,,,,,,,
PVC,1195,,751338232549,"1-1/2"" PVC ""E"" 10-PK",,7.7827,20.7538,PVC,,,10,10,,,,,,,,
PVC,1196,,751338232556,"2"" PVC ""E"" 5PK",,13.7761,36.7362,PVC,,,5,5,,,,,,,,
PVC,1197,,751338232563,"2-1/2"" PVC ""E"" 5-PK",,50.0684,133.5158,PVC,,,5,0,,,,,,,,
PVC,1198,,751338232570,"3"" PVC ""E"" 5-PK",,51.5629,137.5010,PVC,,,5,0,,,,,,,,
PVC,1199,,751338232587,"3-1/2"" PVC ""E"" 4-PK",,58.7352,156.6273,PVC,,,4,0,,,,,,,,
PVC,1199A,,751338232594,"4"" PVC ""E"" 4PK",,60.8337,162.2231,PVC,,,4,0,,,,,,,,
RIGID-HDG,119AMHDG,,751338867246,"4"" RGD OFFSET NIP MI-HDG 1PK",,85.2441,227.3175,RONH,,,1,1,,,,,,,,
RIGID-HDG,119MHDG,,751338832213,"3-1/2"" RGD OFFSET NIP MI-HDG 1PK",,59.9015,159.7373,RONH,,,1,1,,,,,,,,
ENC,11AL,,751338872509,"1/2"" RIGID 45 ALUMINUM ELBOW 50-PK",,6.4765,13.6348,ELBAL,,,50,1,,,,,,,,
ENC,12,,751338333109,"3/4"" RIGID 45 CONDUIT ELBOW 50-PK",,5.6277,13.5608,ELB,,,50,50,,,,,,,,
NM-SE,120,,751338106901,"3/8"" ROMEX CONN NM 100/1000-PK",,0.1970,1.5018,DCHS,,,1000,100,,29.55,,,,,,HD 29.80
GROUNDING,1200,,751338197626,EZ PULL COMPOUND 1QT 12-PK,,8.0940,26.9801,ANTIOX,,,12,1,,,,,,,,
GROUNDING,1201,,751338197633,EZ PULL COMPOUND 1GAL 4-PK,,16.9135,56.3781,ANTIOX,,,4,1,,,,,,,,
GROUNDING,1202,,751338197640,EZ PULL COMPOUND 5GAL 1-PAIL,,73.6394,245.4650,ANTIOX,,,1,1,,,,,,,,
MISC,1203,,751338233867,"2""x1-1/4 OFFSET RED.50PK",,10.2299,27.6483,MIC,,,50,50,,,,,,,,
MISC,1204,,751338197671,"2-1/2 x 2"" OFFSET RED. 25PK",,13.9927,37.8180,MIC,,,25,1,,,,,,,,
PVC,1206,,751338231429,"2"" PVC POLY PLUGS 70PK",,1.3007,3.4685,PVC,,,70,70,,,,,,,,
PVC,1207,,751338231436,"3"" PVC POLY PLUGS 70PK",,1.4323,3.8194,PVC,,,70,70,,,,,,,,
PVC,1208,,751338231443,"4"" PVC POLY PLUGS 90PK",,2.9909,7.9757,PVC,,,90,90,,,,,,,,
PVC,1208A,,751338231450,"5"" PVC POLY PLUGS 45PK",,4.0075,10.6866,PVC,,,45,45,,,,,,,,
PVC,1208B,,751338231467,"6"" PVC POLY PLUGS 30PK",,4.9615,13.2307,PVC,,,30,30,,,,,,,,
GROUNDING,1209,,751338197657,ANTIOX  COMPOUND 4OZ  12-PK,,5.8121,19.3737,ANTIOX,,,12,12,,,,,,,,
BX-FLEX-MC,121,,751338107007,"1/2""SS FLEX CONN 25/250-PK",,1.0958,3.6527,DCS,,,250,25,,,,,,,,
GROUNDING,1210,,751338197664,ANTIOX COMPOUND 8 OZ  12-PK,,9.9637,33.2117,ANTIOX,,,12,1,,,,,,,,
PVC,1211,,751338233713,"1/2"" BOX ADAPTER 100PK",,0.8892,2.3713,PVC,,,100,100,,,,,,,,
PVC,1212,,751338231214,"3/4"" BOX ADAPTER 100PK",,0.9027,2.4071,PVC,,,100,100,,,,,,,,
PVC,1213,,751338231221,"1"" BOX ADAPTER 100PK",,0.9593,2.5580,PVC,,,100,100,,,,,,,,
PVC,1214,,751338231238,"1-1/4"" BOX ADAPTER 50PK",,1.0239,2.7305,PVC,,,50,50,,,,,,,,
PVC,1215,,751338231245,"1-1/2"" BOX ADAPTER 50PK",,1.0496,2.7990,PVC,,,50,50,,,,,,,,
PVC,1216,,751338231252,"2"" BOX ADAPTER 25PK",,1.1721,3.1257,PVC,,,25,25,,,,,,,,
PVC,1217,,751338231269,"2-1/2"" BOX ADAPTER 10PK",,4.7668,12.7115,PVC,,,10,10,,,,,,,,
PVC,1218,,751338231276,"3"" BOX ADAPTER 10PK",,4.9723,13.2595,PVC,,,10,10,,,,,,,,
PVC,1219,,751338231283,"3-1/2"" BOX ADAPTER 10PK",,5.6100,14.9600,PVC,,,10,10,,,,,,,,
BX-FLEX-MC,121A,,751338107014,"3/4"" SS FLEX CONN 25/250-PK",,1.4025,4.6750,DCS,,,250,25,,,,,,,,
RIGID,122,,751338107106,1/4-20 BEAM CLAMP  50-PK,,0.7020,1.8972,BC,,,50,50,,,,,,,,
PVC,1220,,751338231290,"4"" BOX ADAPTER 10PK",,5.9211,15.7897,PVC,,,10,10,,,,,,,,
PVC,1221,,751338233874,4X4X2 JUNCTION BOX-10 PK,,10.9992,29.3313,PVC,,,10,1,,,,,,,,
PVC,1222,,751338232617,4X4X4 JUNCTION BOX 10 PK,,18.1451,48.3870,PVC,,,10,10,,,,,,,,
PVC,1223,,751338232624,4X4X6 JUNCTION BOX 10PK,,20.7804,55.4145,PVC,,,10,10,,,,,,,,
PVC,1224,,751338232631,5X5X2 JUNCTION BOX 10PK,,21.7182,57.9151,PVC,,,10,10,,,,,,,,
PVC,1225,,751338233881,6X6X4 JUNCTION BOX 10 PK,,22.2086,59.2228,PVC,,,10,0,,,,,,,,
PVC,1226,,751338232655,6X6X6 JUNCTION BOX 5PK,,25.9185,69.1159,PVC,,,5,5,,,,,,,,
PVC,1227,,751338232662,8X8X4 JUNCTION BOX-5PK,,41.9058,111.7487,PVC,,,5,5,,,,,,,,
PVC,1228,,751338232679,8X8X6 JUNCTION BOX 4PK,,54.6969,145.8585,PVC,,,4,4,,,,,,,,
PVC,1229,,751338232686,8X8X7 JUNCTION BOX 4 PK,,66.7711,178.0563,PVC,,,4,4,,,,,,,,
RIGID,122S,,751338107403,1/4-20 BEAM CLAMP STEEL 100PK,,0.8241,2.2272,BCSTL,,,100,100,,,,,,,,
RIGID,123,,751338107205,3/8-16 BEAM CLAMP 50-PK,,3.3058,8.9345,BC,,,50,50,,,,,,,,
PVC,1230,,751338232693,12X12X4 JUNCTION BOX 2 PK,,59.6017,158.9379,PVC,,,2,2,,,,,,,,
PVC,1231,,751338233898,12X12X6 JUNCTION BOX 2 PK,,61.5254,164.0677,PVC,,,2,1,,,,,,,,
PVC,1232,,751338232716,16X14X6 JUNCTION BOX 1PK,,105.8153,282.1741,PVC,,,1,1,,,,,,,,
PVC,1233,,751338232723,24X18X8 JUNCTION BOX 1-PK,,809.8186,"2,159.5163",PVC,,,1,1,,,,,,,,
PVC,1234,,751338232730,24X24X8 JUNCTION BOX 1PK,,"1,491.4295","3,977.1454",PVC,,,1,1,,,,,,,,
PVC,1235,,751338232747,36X24X8 JUNCTION BOX 1PK,,"1,711.4764","4,563.9370",PVC,,,1,1,,,,,,,,
PVC,1236,,751338232761,FLOOR BOX BASE 9-PK,,30.9953,82.6540,PVC,,,9,9,,,,,,,,
PVC,1236LR,,751338020009,LEVELING RING FOR 1236,,12.5508,33.4689,PVC,,,1,1,,,,,,,,
PVC,1237,,751338232778,FLOOR BOX BASE  9-PK,,30.3049,80.8130,PVC,,,9,9,,,,,,,,
PVC,1238,,751338232785,DUPLEX COVER BRONZE 10PK,,32.7659,87.3756,PVC,,,10,10,,,,,,,,
PVC,1239,,751338232754,1/2x3/4 ROUND JUNCTION BOX-15PK,,16.7063,44.5501,PVC,,,15,15,,,,,,,,
RIGID,123A,,751338107212,3/8-16 SMALL BODY BEAM CLAMP 50PK,,1.0420,2.8163,BC,,,50,50,,,,,,,,
RIGID,123S,,751338107502,3/8-16 BEAM CLAMP STEEL 50-PK,,2.8031,7.5760,BCSTL,,,50,50,,,,,,,,
RIGID,124,,751338107304,1/2-13 BEAM CLAMP  25-PK,,6.3863,17.2604,BC,,,25,25,,,,,,,,
PVC,1241,,751338231641,"1/2"" 90 ELBOW-BELL END 50PK",,1.6056,4.2817,PVC,,,50,50,,,,,,,,
PVC,1242,,751338231658,"3/4"" 90 ELBOW-BELL END 35PK",,1.8014,4.8036,PVC,,,35,35,,,,,,,,
PVC,1243,,751338231665,"1"" 90 ELBOW-BELL END 20PK",,2.5809,6.8825,PVC,,,20,20,,,,,,,,
PVC,124318,,751338853959,"1""x90x18 ELBOW-BELL END",,15.8199,42.1864,PVC,,,150,150,,,,,,,,
PVC,124324,,751338853980,"1""X90X24 ELBOW-BELL END",,12.3395,32.9054,PVC,,,150,150,,,,,,,,
PVC,1244,,751338231672,"1-1/4"" 90 ELBOW-BELL END 30PK",,3.9423,10.5127,PVC,,,30,30,,,,,,,,
PVC,124422,,751338868434,"1-1/4""X22-1/2  ELBOW BELL END 25PK",,35.5948,94.9195,PVC,,,25,25,,,,,,,,
PVC,124424,,751338853997,"1-1/4""X90X24 ELBOW-BELL END",,12.3395,32.9054,PVC,,,150,150,,,,,,,,
PVC,124436,,751338854048,"1-1/4""X90X36 ELBOW BELL END",,57.5845,153.5587,PVC,,,150,150,,,,,,,,
PVC,1245,,751338231689,"1 1/2""90 ELBOW-BELL END 30PK",,5.8481,15.5949,PVC,,,30,30,,,,,,,,
PVC,124522,,751338868441,"1-1/2X22-1/2"" ELBOW BELL END 20PK",,11.8649,31.6398,PVC,,,20,20,,,,,,,,
PVC,124524,,751338854000,"1 1/2""X90X24  ELBOW-BELL END",,13.8413,36.9100,PVC,,,10,0,,,,,,,,
PVC,124536,,751338033603,"1 1/2""X90X36 ELBOW-BELL END",,40.3091,107.4910,PVC,,,150,1,,,,,,,,
PVC,1246,,751338231696,"2"" 90 ELBOW BELL END 15PK",,6.6818,17.8181,PVC,,,15,15,,,,,,,,
PVC,124618,,751338853973,"2""X90x18 ELBOW BELL END",,25.3211,67.5230,PVC,,,150,150,,,,,,,,
PVC,124624,,751338817319,2x90x24 RAD.BELL END ELBOW,,17.1457,45.7219,PVC,,,1,1,,,,,,,,
