,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Date: 05/13/22,,,,,CUSTOMER PRICE BOOK,,,,,,,,,,,,,,,
M & M ELECTRICAL SUPPLY,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Item Category Code,Item No.,,UPC Code,Description,,Price/E,List Price/E,Item Multipl. Group,,,Master Qty,Inner Qty,,,,,,,,
RIGID-HDG,1565HDG,,751338865556,"1-1/2"" PARALLEL CONDUIT SUPPORT HDG 25PK",,10.0162,29.4595,PCSH,,,25,1,,,,,,,,
RIGID-HDG,1566HDG,,751338865563,"2"" PARALLEL CONDUIT SUPPORT HDG 25PK",,12.5209,36.8262,PCSH,,,25,1,,,,,,,,
RIGID-HDG,1567HDG,,751338865570,"2-1/2"" PARALLEL CONDUIT SUPPORT HDG 10PK",,15.0027,44.1255,PCSH,,,10,1,,,,,,,,
RIGID-HDG,1568HDG,,751338865587,"3"" PARALLEL CONDUIT SUPPORT HDG 10PK",,16.1569,47.5204,PCSH,,,10,1,,,,,,,,
RIGID-HDG,1569HDG,,751338865594,"3-1/2"" PARALLEL CONDUIT SUPPORT HDG 10PK",,20.6611,60.7680,PCSH,,,10,1,,,,,,,,
BX-FLEX-MC,156I,,751338110519,"2"" FLEX STR CONN INS 10/40-PK",,11.1081,30.0220,FLXCN,,,40,10,,,,,,,,
BX-FLEX-MC,156M,,751338111509,"2"" ST SQ CONN MAL 20-PK",,16.3048,44.0671,FLXCNM,,,20,20,,,,,,,,
BX-FLEX-MC,156MI,,751338111516,"2"" ST.SQ. CONNECTOR MAL.INS.20-PK",,20.3810,55.0837,FLXCNM,,,20,20,,,,,,,,
BX-FLEX-MC,157,,751338110601,"2-1/2""FLEX STR CONN  10-PK",,23.0775,62.3715,FLXCN-1,,,10,10,,,,,,,,
RIGID-HDG,1570HDG,,751338865600,"4"" PARALLEL CONDUIT SUPPORT HDG 10PK",,21.3076,62.6693,PCSH,,,10,1,,,,,,,,
RIGID-HDG,1571HDG,,751338865617,"1/2"" EDGE TYPE CONDUIT SUPPORT HDG 50PK",,6.3121,21.0403,ETCSH,,,50,1,,,,,,,,
RIGID-HDG,1572HDG,,751338865624,"3/4"" EDGE TYPE CONDUIT SUPPORT HDG 50 PK",,6.5881,21.9602,ETCSH,,,50,1,,,,,,,,
RIGID-HDG,1573HDG,,751338865631,"1"" EDGE TYPE CONDUIT SUPPORT HDG 50-PK",,7.8512,26.1706,ETCSH,,,50,1,,,,,,,,
RIGID-HDG,1574HDG,,751338865648,"1-1/4"" EDGE TYPE CONDUIT SUPPORT HDG 25P",,10.1799,33.9329,ETCSH,,,25,1,,,,,,,,
RIGID-HDG,1575HDG,,751338865655,"1-1/2"" EDGE TYPE CONDUIT SUPPORT HDG 25P",,10.9495,36.4982,ETCSH,,,25,1,,,,,,,,
RIGID-HDG,1576HDG,,751338865662,"2"" EDGE TYPE CONDUIT SUPPORT HDG 25PK",,13.5062,45.0208,ETCSH,,,25,1,,,,,,,,
RIGID-HDG,1577HDG,,751338865679,"2-1/2"" EDGE TYPE CONDUIT SUPPORT HDG 10PK",,22.4350,74.7832,ETCSH,,,10,1,,,,,,,,
RIGID-HDG,1578HDG,,751338865686,"3"" EDGE TYPE CONDUIT SUPPORT HDG 10PK",,25.8518,86.1726,ETCSH,,,10,1,,,,,,,,
BX-FLEX-MC,157M,,751338111608,"2-1/2"" ST SQ CONN MAL 10PK",,18.4667,49.9101,FLXCNM-1,,,10,10,,,,,,,,
BX-FLEX-MC,157MI,,751338111615,"2-1/2""ST.SQ.CONNECTOR MAL INS.10PK",,23.0834,62.3877,FLXCNM,,,10,10,,,,,,,,
BX-FLEX-MC,158,,751338110700,"3"" FLEX STR. CONN  10-PK",,29.9386,80.9151,FLXCN-1,,,10,10,,,,,,,,
BX-FLEX-MC,158M,,751338111707,"3"" ST SQ CONN MAL 2-PK",,25.5129,68.9537,FLXCNM-1,,,2,2,,,,,,,,
BX-FLEX-MC,158MI,,751338111714,"3"" ST. SQ. CONNECTOR INS. 2-PK",,31.8910,86.1919,FLXCNM,,,2,2,,,,,,,,
BX-FLEX-MC,159,,751338110809,"3-1/2"" FLEX STR. CONN 1-PK",,99.7948,269.7158,FLXCN-1,,,1,1,,,,,,,,
GROUNDING,1590,,751338850286,3x1000 3MIL YELLOW CAU. HIGH VOLT,,19.9311,53.8679,CTAPE,,,8,1,,,,,,,,
GROUNDING,1591,,751338830295,"3""x300'4MIL.YELLOW CAUTION TAPE",,10.3300,27.9190,CTAPE,,,16,16,,,,,,,,
GROUNDING,1592,,751338830301,"3""x1000' 2MIL.YELLOW CAUTION TAPE",,26.8243,72.4981,CTAPE,,,8,8,,,,,,,,
GROUNDING,1593,,751338830318,"3""x200'4MIL.RED",,8.5859,23.2050,CTAPE,,,16,16,,,,,,,,
GROUNDING,1594,,751338830325,"3""x1000'  4 MIL RED",,26.8243,72.4981,CTAPE,,,8,8,,,,,,,,
GROUNDING,1595,,751338830332,"6""x1000'4MIL RED",,53.5977,144.8587,CTAPE,,,4,4,,,,,,,,
GROUNDING,1596,,751338830349,"2""x1000'5MIL RED DETECTABLE",,59.8465,161.7472,CTAPE,,,12,12,,,,,,,,
GROUNDING,1597,,751338830356,"3""x1000' 5MIL. RED DETECTABLE",,85.8578,232.0481,CTAPE,,,8,8,,,,,,,,
GROUNDING,1598,,751338830363,"6""x1000' 5 MIL RED DETECTABLE",,167.8208,453.5696,CTAPE,,,4,4,,,,,,,,
BX-FLEX-MC,159M,,751338111806,"3-1/2"" ST SQ CONN MAL 1-PK",,91.4026,247.0341,FLXCNM-1,,,1,1,,,,,,,,
BX-FLEX-MC,159MI,,751338111813,"3-1/2""ST.SQ.CONNECTOR INS. 1-PK",,114.2591,308.8083,FLXCNM,,,1,1,,,,,,,,
ENC,15AL,,751338872547,"1-1/2"" RIGID 45 ALUMINUM ELBOW 15-PK",,25.0466,52.7296,ELBAL,,,15,1,,,,,,,,
ENC,16,,751338333505,"2"" RIGID 45 CONDUIT ELBOW 15-PK",,22.4107,54.0016,ELB,,,15,15,,,,,,,,
BX-FLEX-MC,160,,751338110908,"4"" FLEX STR. CONN  1-PK",,126.4432,341.7383,FLXCN-1,,,1,1,,,,,,,,
BX-FLEX-MC,160M,,751338111905,"4"" ST SQ CONN MAL 1-PK",,115.7735,312.9013,FLXCNM-1,,,1,1,,,,,,,,
BX-FLEX-MC,160MI,,751338111912,"4"" ST. SQ. CONNECTOR INS. 1-PK",,144.7194,391.1336,FLXCNM,,,1,1,,,,,,,,
EMT FIT,161,,751338113503,"1/2""EMT SS 90DEG CONN.25/250-PK",,2.4043,8.0144,DCS,,,250,25,,,,,,,,
PVC,1611,,751338825345,"1/2""E.N.T.TERM.ADAP.SNAP-IN",,1.7493,4.6647,PVC,,,200,200,,,,,,,,
PVC,1612,,751338825352,"3/4""E.N.T.TERM.ADAP.SNAP-IN",,2.2810,6.0826,PVC,,,200,200,,,,,,,,
PVC,1613,,751338825369,"1"" E.N.T.TERM.ADAPT.SNAP-IN",,2.7062,7.2164,PVC,,,100,100,,,,,,,,
EMT FIT,162,,751338113602,"3/4""EMT 90DEG SS CON20/200",,2.8051,9.3503,DCS,,,200,20,,,,,,,,
PVC,1621,,751338825376,"1/2""GREY E.N.T.CONDUIT 200FT.",,0.5927,1.5804,PVC,,,200,200,,,,,,,,
PVC,1621R,,751338836822,"1/2""GREY E.N.T.CONDUIT 1500FT.",,0.9023,2.4060,PVC,,,1500,1500,,,,,,,,
PVC,1622,,751338825383,"3/4""GREY E.N.T.CONDUIT 100FT.",,0.7985,2.1292,PVC,,,100,100,,,,,,,,
PVC,1622R,,751338836808,"3/4""GREY E.N.T.CONDUIT 1000 FT.",,1.1765,3.1373,PVC,,,1000,1000,,,,,,,,
PVC,1623,,751338825390,"1"" GREY E.N.T.CONDUIT 100FT.",,1.1480,3.0613,PVC,,,100,100,,,,,,,,
PVC,1623R,,751338836815,"1"" GREY E.N.T.CONDUIT 750FT",,1.6391,4.3708,PVC,,,750,1,,,,,,,,
PVC,1624R,,751338869714,"1-1/4 ""GREY E.N.T. CONDUIT 1000FT",,2.5907,6.9085,PVC,,,1000,1,,,,,,,,
PVC,1625R,,751338868496,"1-1/2 ""GREY E.N.T. CONDUIT 750 FT",,4.1679,11.1144,PVC,,,750,1,,,,,,,,
PVC,1626R,,751338869738,"2 ""GREY E.N.T. CONDUIT 500FT",,4.6937,12.5166,PVC,,,500,1,,,,,,,,
PVC,1631,,751338838048,"1/2"" ENT STUBBY",,2.6643,7.1047,PVC,,,150,150,,,,,,,,
PVC,1632,,751338838055,"3/4"" ENT STUBBY",,3.4347,9.1591,PVC,,,150,150,,,,,,,,
PVC,1633,,751338838062,"1"" ENT STUBBY",,3.3912,9.0432,PVC,,,200,200,,,,,,,,
PVC,1637,,751338838017,"4x1/2"" / 4x3/4"" ENT SLAB BOX W/CONN.",,20.2965,54.1240,PVC,,,25,25,,,,,,,,
EMT FIT,1661,,751338184510,"1/2""EMT INSULATING BUSHING",,0.0638,0.1723,EIB,,,1000,100,,,,,,,,
EMT FIT,1662,,751338184527,"3/4""EMT INSULATING BUSHING",,0.0926,0.2503,EIB,,,1000,100,,,,,,,,
EMT FIT,1663,,751338184534,"1""EMT INSULATING BUSHING",,0.3306,0.8935,EIB,,,500,50,,,,,,,,
EMT FIT,1664,,751338184541,"1-1/4""EMT INSULATING BUSHING",,0.5829,1.5754,EIB,,,250,25,,,,,,,,
EMT FIT,1665,,751338184558,"1-1/2""EMT INSULATING BUSHING",,0.7923,2.1413,EIB,,,250,25,,,,,,,,
EMT FIT,1666,,751338184565,"2""EMT INSULATING BUSHING",,1.0577,2.8586,EIB,,,200,20,,,,,,,,
EMT FIT,1667,,751338184572,"2-1/2""EMT INSULATING BUSHING",,2.4019,6.4915,EIB,,,25,25,,,,,,,,
EMT FIT,1668,,751338184589,"3""EMT INSULATING BUSHING",,2.8866,7.8016,EIB,,,25,25,,,,,,,,
EMT FIT,1669,,751338184596,"3-1/2""EMT INSULATING BUSHING",,3.4374,9.2903,EIB,,,25,25,,,,,,,,
EMT FIT,1670,,751338184619,"4""EMT INSULATING BUSHING",,4.3364,11.7200,EIB,,,10,10,,,,,,,,
ENC,16AL,,751338872554,"2"" RIGID 45 ALUMINUM ELBOW 15-PK",,37.6558,79.2754,ELBAL,,,15,1,,,,,,,,
ENC,17,,751338333604,"2-1/2"" RIGID 45 CONDUIT ELBOW 1/50-PK",,38.4873,92.7404,ELB,,,50,1,,,,,,,,
BX-FLEX-MC,170,,751338113800,"3/8"" SADDLE CONN 50/500PK",,0.4484,2.4345,DCHS,,,500,50,,,,,,,,
BX-FLEX-MC,170LP,,751338868946,"3/8"" LOW PROFILE SADDLE BITE CONN. 25/250-PK",,0.9251,3.0837,DCS,,,250,25,,,,,,,,
TEMP LTG,17100LEDP2,,751338031791,"100W LED TEMP HIGH BAY 11,000L, 5000K-1/4PK",,150.8867,627.0834,LEDLTG,,,4,1,,,,,,,,
TEMP LTG,17100LEDP3,,751338037847,100W LED TEMP HIGH BAY 12K LUMENS-120V/277V-1/4PK,,137.1697,570.0755,LEDLTG,,,4,0,,,,,,,,
TEMP LTG,17150LEDP3,,751338037854,150W LED TEMP HIGH BAY 18K LUMENS-120V/277V-1/4PK,,158.8279,621.3130,LEDLTG,,,4,0,,,,,,,,
TEMP LTG,17400CG,,751338869011,STEEL CAGE FOR 17400HB 6-PK,,18.2558,48.6821,TEMPLTG,,,6,1,,,,,,,,
TEMP LTG,17400HB,,751338868984,400W HID TEMP HIGH BAY PLS START 1-PK,,184.9182,493.1151,TEMPLTG,,,1,1,,,,,,,,
STL BX-CV,175,,751338335103,"5"" WHITE COVER PLATE W/8/32 SCREWS",,2.5459,6.8809,MIC,,,100,100,,,,,,,,
NM-SE,1750,,751338839649,KENNY CLAMP #3/0 STRANDED 10/100-PK,,9.2701,25.0543,KC,,,100,10,,,,,,,,
NM-SE,1751,,751338839656,KENNY CLAMP #2/0 STRANDED 10/100-PK,,9.2701,25.0543,KC,,,100,10,,,,,,,,
NM-SE,1752,,751338839663,KENNY CLAMP #1/0 STRANDED 10/100-PK,,9.2701,25.0543,KC,,,100,10,,,,,,,,
NM-SE,1753,,751338839670,KENNY CLAMP #2 STRANDED 10/100-PK,,9.2701,25.0543,KC,,,100,10,,,,,,,,
NM-SE,1754,,751338839687,KENNY CLAMP #4 SOLID 10/100-PK,,9.2701,25.0543,KC,,,100,10,,,,,,,,
NM-SE,1755,,751338839694,KENNY CLAMP#4 STRANDED 10/100-PK,,9.2701,25.0543,KC,,,100,10,,,,,,,,
NM-SE,1756,,751338839700,KENNY CLAMP#6 SOLID 10/100-PK,,9.2701,25.0543,KC,,,100,10,,,,,,,,
NM-SE,1757,,751338839717,KENNY CLAMP#6 STRANDED 10/100-PK,,9.2701,25.0543,KC,,,100,10,,,,,,,,
NM-SE,1758,,751338839724,KENNY CLAMP#8 SOLID 10/100-PK,,9.2701,25.0543,KC,,,100,10,,,,,,,,
NM-SE,1759,,751338839731,KENNY CLAMP#8 STRANDED 10/100-PK,,9.2701,25.0543,KC,,,100,10,,,,,,,,
TEMP LTG,1780,,751338840089,YELLOW LAMP GUARD MOLDED CORD 10/100PK,,1.5881,4.2350,TEMPLTG,,,100,10,,,,,,,,
TEMP LTG,1780S,,751338871267,YELLOW LAMP GUARD FOR TOPAZ 1783 PIN SOCKET-100PK,,1.3573,3.6194,TEMPLTG,,,100,10,,,,,,,,
TEMP LTG,1781,,751338840096,METAL LAMP GUARD-VINYL COATED,,6.2451,16.6537,TEMPLTG,,,20,20,,,,,,,,
TEMP LTG,1782,,751338840102,TEMP LGT YEL CAGE 10' OC 1=100',,183.1910,488.5092,TEMPLTG,,,1,1,,,,,,,,
TEMP LTG,1783,,751338840119,FLAT WIRE TEMP LTG YEL CAGE 10' OC 1=100,,145.7201,388.5869,TEMPLTG,,,1,1,,,,,,,,
ENC,17AL,,751338872561,"2-1/2"" RIGID 45 ALUMINUM ELBOW 1-PK",,65.2816,137.4349,ELBAL,,,50,1,,,,,,,,
TEMP LTG,17P3TRI,,751338037861,GEN 3 LED TEMP LIGHT TRIPOD-1/6PK,,24.7782,66.0752,LEDLTG,,,6,0,,,,,,,,
ENC,18,,751338333703,"3"" RIGID 45 CONDUIT ELBOW 1/40-PK",,54.3983,131.0803,ELB,,,40,1,,,,,,,,
BX-FLEX-MC,180,,751338114104,"1/2 ""EMT3/8"" FLX COUP 50/500",,1.1610,3.8701,DCS,,,500,50,1.56,,,,,,,
BX-FLEX-MC,181,,751338114203,"1/2"" EMT 1/2"" FLX COUP 25/250",,1.8494,6.1646,DCS,,,250,25,,,,,,,,
GROUNDING,1810,,751338182691,ALUM.LUG SINGLE 300MCM 10/100PK,,7.0052,18.9329,ALS,,,100,10,,,,,,,,
GROUNDING,1818,,751338182714,ALUM.LUG SINGLE 600MCM 5/50PK,,19.5737,52.9020,ALS,,,50,5,,,,,,,,
BX-FLEX-MC,182,,751338114302,"3/4""X3/4"" COMB COUP 100-PK",,2.0857,6.9522,DCS,,,100,100,,,,,,,,
BX-FLEX-MC,182A,,751338114319,"1"" x 1"" COMB. COUPLING 50-PK",,3.5099,11.6996,DCS,,,50,50,,,,,,,,
GROUNDING,183,,751338114401,"1/2"" CABLE STAPLES 100/5000-PK",,0.0177,0.0585,STAPLES,,,5000,100,,,,,,,,
GROUNDING,183I,,751338114418,"1/2"" INS. CABLE STAPLES 100/5000-PK",,0.0406,0.1232,STAPLES,,,5000,100,,,,,,,,
GROUNDING,184,,751338114500,"1/2"" CABLE STAPLES 500/5000-PK",,0.0161,0.0539,STAPLES,,,5000,500,,,,,,,,
GROUNDING,184I,,751338114517,"1/2"" INS. CABLE STAPLES 500/5000PK",,0.0390,0.1182,STAPLES,,,5000,500,,,,,,,,
GROUNDING,185,,751338114609,"1/2"" CABLE STAPLES 5000/PK",,0.0164,0.0493,STAPLES,,,5000,5000,,,,,,,,
GROUNDING,185I,,751338114456,"1/2"" INS. CABLE STAPLES 2500PK",,0.0331,0.1100,STAPLES,,,2500,2500,,,,,,,,
GROUNDING,186,,751338114432,"1-11/16"" CABLE STAPLE 100PK",,0.1073,0.4287,STAPLES,,,1000,100,,,,,,,,
GROUNDING,187,,751338114975,"1-1/2""x6""x 1/16""NAIL PLATE 100PK",,0.7251,1.9598,NP,,,100,0,,,,,,,,
GROUNDING,187A,,751338855410,"3-1/2"" X 6"" NAIL PLATE 16 GA  50-PK",,1.4436,3.9017,NP,,,50,1,,,,,,,,
GROUNDING,188,,751338114982,"1-1/2"" x 5"" x 1/16"" NAIL PLATE 100-PK",,0.7069,1.9105,NP,,,100,100,,,,,,,,
GROUNDING,189,,751338115002,"1-1/2""x2-1/2""x1/16""NAIL PLATE 200PK",,0.2474,0.6686,NP,,,200,200,,,,,,,,
GROUNDING,189-100,,751338114999,"1-1/2""X2-1/2""X1/16""NAIL PLATE 100-PK",,0.2553,0.6901,NP,,,100,100,,,,,,,,
GROUNDING,189B,,751338115019,"1-1/2""x2-1/2""x1/16""NAIL PLATE 50/200PK",,0.2593,0.7007,NP,,,200,50,,,,,,,,
ENC,18AL,,751338872578,"3"" RIGID 45 ALUMINUM ELBOW 1-PK",,95.0852,200.1794,ELBAL,,,40,1,,,,,,,,
ENC,19,,751338333802,"3-1/2"" RIGID 45 CONDUIT ELBOW 1/35-PK",,82.9277,199.8257,ELB,,,35,1,,,,,,,,
BX-FLEX-MC,191,,751338115309,"1/2""BX FLX MC CONN 25/250PK",,1.4580,4.8600,DCS,,,250,25,,,,,,,,
GROUNDING,193,,751338114708,"9/16"" CABLE STAPLES 100/5000PK",,0.0221,0.0734,STAPLES,,,5000,100,,,,,,,,
GROUNDING,194,,751338114807,"9/16"" CABLE STAPLES 500/5000PK",,0.0204,0.0677,STAPLES,,,5000,500,,,,,,,,
GROUNDING,195,,751338114906,"9/16"" CABLE STAPLES 5000PK",,0.0189,0.0628,STAPLES,,,5000,1,,,,,,,,
GROUNDING,196,,751338114920,"13/16"" CABLE STAPLE 100/5000-PK",,0.0653,0.3263,STAPLES,,,5000,100,,,,,,,,
NM-SE,1966,,751338034822,"2"" SE MAST KIT 1-PK",,40.9647,110.7155,MAST,,,1,0,,,,,,,,
GROUNDING,197,,751338114944,"13/16"" CABLE STAPLE 500/5000-PK",,0.0588,0.2941,STAPLES,,,5000,500,,,,,,,,
NM-SE,1977,,751338034839,"2-1/2"" SE MAST KIT 1-PK",,71.4641,193.1461,MAST,,,1,0,,,,,,,,
GROUNDING,198,,751338114449,"1-11/32"" EMT STAPLE 100/1000PK",,0.1615,0.8072,STAPLES,,,1000,100,,,,,,,,
STL BX-CV,199,,751338115408,SWITCH BOX SUPPORT 50-PR/500-PR,,0.2916,0.7882,MIC,,,500,50,,,,,,,,
ENC,19AL,,751338872585,"3-1/2"" RIGID 45 ALUMINUM ELBOW 1-PK",,147.8149,311.1892,ELBAL,,,35,1,,,,,,,,
BX-FLEX-MC,1B,,751338100428,A-SHORT BUSH 5000-PK BULK,,0.0287,0.0775,ANTI,,,5000,1,,,,,,,,
BX-FLEX-MC,2,,751338100206,A-SHORT #2 35-PCS PER BAG-300 PK,,1.8124,4.8985,ANTI,,,300,1,,,,,,,,
ENC,20,,751338333901,"4"" RIGID 45 CONDUIT ELBOW 1/35-PK",,98.4714,237.2806,ELB,,,35,1,,,,,,,,
FLXC-NLN,200F2060,,751338869035,"2"" CORD CONNECTOR 5-PK",,26.1552,70.6896,CORDCNSTL,,,25,5,,,,,,,,
RIGID,201,,751338115507,"1/2"" WATERTIGHT HUB 25/250",,5.4414,14.7064,WTHUB,,,250,25,,,,,,,,
RIGID,201AL,,751338871489,"1/2"" ALUMINUM WATERTIGHT HUB 25/250-PK",,6.8692,18.5654,WTHUB,,,250,25,,,,,,,,
RIGID,201B,,751338115514,"1/2"" WATERTIGHT HUB W BONDING SCREW",,6.3483,17.1577,WTHUBB,,,250,25,,,,,,,,
RIGID,201BAL,,751338871588,"1/2"" ALUM WATERTIGHT HUB W BONDING SCREW 25/250-PK",,7.4644,20.1741,WTHUBB,,,250,25,,,,,,,,
RIGID,201M,,751338115521,"1/2"" MAL WATERTIGHT HUB",,6.5073,17.5873,WTHUBM,,,250,25,,,,,,,,
RIGID-HDG,201MHDG,,751338004887,"1/2"" WATERTIGHT HUB MAL HDG 25/250-PK",,6.4944,17.5523,WTHUBMH,,,250,25,,,,,,,,
RIGID,202,,751338115606,"3/4"" WATERTIGHT HUB 10/100",,6.1804,16.7039,WTHUB,,,100,10,,,,,,,,
RIGID,202AL,,751338871496,"3/4"" ALUMINUM WATERTIGHT HUB 10/100-PK",,7.5420,20.3838,WTHUB,,,100,10,,,,,,,,
RIGID,202B,,751338115613,"3/4"" WATERTIGHT HUB W BONDING SCREW",,7.3737,19.9288,WTHUBB,,,100,10,,,,,,,,
RIGID,202BAL,,751338871595,"3/4"" ALUM WATERTIGHT HUB W BONDING SCREW 10/100-PK",,8.3016,22.4367,WTHUBB,,,100,10,,,,,,,,
RIGID-HDG,202MHDG,,751338004900,"3/4"" WATERTIGHT HUB MAL HDG 10/100-PK",,7.5828,20.4940,WTHUBMH,,,100,10,,,,,,,,
RIGID,203,,751338115705,"1"" WATERTIGHT HUB 10/100",,7.7660,20.9892,WTHUB,,,100,10,,,,,,,,
RIGID,203AL,,751338871502,"1"" ALUMINUM WATERTIGHT HUB 10/100-PK",,9.4823,25.6278,WTHUB,,,100,10,,,,,,,,
RIGID,203B,,751338115712,"1"" WATERTIGHT HUB W BONDING SCREW",,8.8514,23.9228,WTHUBB,,,100,10,,,,,,,,
RIGID,203BAL,,751338871601,"1"" ALUM WATERTIGHT HUB W BONDING SCREW 10/100-PK",,9.8286,26.5637,WTHUBB,,,100,10,,,,,,,,
RIGID-HDG,203MHDG,,751338004917,"1""  WATERTIGHT HUB MAL HDG 10/100-PK",,9.5280,25.7513,WTHUBMH,,,100,10,,,,,,,,
RIGID,204,,751338115804,"1-1/4""WATERTIGHT HUB 2/20",,8.8401,23.8922,WTHUB,,,20,2,,,,,,,,
RIGID,204AL,,751338871519,"1-1/4"" ALUMINUM WATERTIGHT HUB 2/20-PK",,10.8045,29.2014,WTHUB,,,20,2,,,,,,,,
RIGID,204B,,751338115811,"1-1/4"" WATERTIGHT HUB W BONDING SCREW",,11.3396,30.6476,WTHUBB,,,20,2,,,,,,,,
RIGID,204BAL,,751338871618,"1-1/4"" ALUM WATERTIGHT HUB W BONDING SCREW 2/20-PK",,13.0919,35.3834,WTHUBB,,,20,2,,,,,,,,
RIGID,204M,,751338115828,"1-1/4"" MAL WATERTIGHT HUBS",,11.8657,32.0694,WTHUBM,,,20,1,,,,,,,,
RIGID-HDG,204MHDG,,751338004924,"1-1/4"" WATERTIGHT HUB MAL HDG 2/20-PK",,9.9953,27.0143,WTHUBMH,,,20,2,,,,,,,,
RIGID,205,,751338115903,"1-1/2""WATERTIGHT HUB 2/20-PK",,10.1766,27.5042,WTHUB,,,20,2,,,,,,,,
RIGID,205AL,,751338871526,"1-1/2"" ALUMINUM WATERTIGHT HUB 2/20-PK",,12.4240,33.5784,WTHUB,,,20,2,,,,,,,,
RIGID,205B,,751338115910,"1-1/2""WATERTIGHT HUB W BONDING SCREW",,12.6514,34.1931,WTHUBB,,,20,2,,,,,,,,
RIGID,205BAL,,751338871625,"1-1/2"" ALUM WATERTIGHT HUB W BONDING SCREW 20-PK",,14.5026,39.1962,WTHUBB,,,20,2,,,,,,,,
RIGID-HDG,205MHDG,,751338004948,"1-1/2"" WATERTIGHT HUB MAL HDG 2/20-PK",,12.4888,33.7535,WTHUBMH,,,20,2,,,,,,,,
RIGID,206,,751338116009,"2"" WATERTIGHT HUB 10-PK",,14.6733,39.6577,WTHUB,,,10,1,,,,,,,,
RIGID,206AL,,751338871533,"2"" ALUMINUM WATERTIGHT HUB 10-PK",,17.9241,48.4434,WTHUB,,,10,1,,,,,,,,
RIGID,206B,,751338116016,"2"" WATERTIGHT HUB W BONDING SCREW",,16.3910,44.3000,WTHUBB,,,10,2,,,,,,,,
RIGID,206BAL,,751338871632,"2"" ALUM WATERTIGHT HUB W BONDING SCREW 10-PK",,18.7890,50.7811,WTHUBB,,,10,1,,,,,,,,
RIGID,206M,,751338116023,"2"" MAL WATERTIGHT HUB",,20.7542,56.0925,WTHUBM,,,20,2,,,,,,,,
RIGID-HDG,206MHDG,,751338004955,"2"" WATERTIGHT HUB MAL HDG 10-PK ",,18.0059,48.6646,WTHUBMH,,,10,0,,,,,,,,
RIGID,207,,751338116108,"2-1/2""WATERTIGHT HUB 5-PK",,28.6854,77.5282,WTHUB,,,5,1,,,,,,,,
RIGID,207AL,,751338871540,"2-1/2"" ALUMINUM WATERTIGHT HUB 5-PK",,33.5871,90.7759,WTHUB,,,5,1,,,,,,,,
RIGID,207B,,751338116115,"2-1/2""WATERTIGHT W BONDING SCREW",,32.4654,87.7442,WTHUBB,,,5,2,,,,,,,,
RIGID,207BAL,,751338871649,"2-1/2"" ALUM WATERTIGHT W BONDING SCREW 5-PK",,35.9038,97.0372,WTHUBB,,,5,1,,,,,,,,
RIGID,207M,,751338116122,"2-1/2"" MAL WATERTIGHT HUB",,33.0254,89.2579,WTHUBM,,,2,1,,,,,,,,
RIGID-HDG,207MHDG,,751338004962," 2-1/2"" WATERTIGHT HUB MAL HDG 5-PK",,34.2294,92.5119,WTHUBMH,,,5,0,,,,,,,,
RIGID,208,,751338116207,"3"" WATERTIGHT HUB 5-PK",,40.4680,109.3731,WTHUB,,,5,1,,,,,,,,
RIGID,208AL,,751338871557,"3"" ALUMINUM WATERTIGHT HUB 5-PK",,47.2785,127.7797,WTHUB,,,5,1,,,,,,,,
RIGID,208B,,751338116214,"3"" WATERTIGHT HUB W BONDING SCREW-5PK",,44.1819,119.4106,WTHUBB,,,5,5,,,,,,,,
RIGID,208BAL,,751338871656,"3"" ALUM WATERTIGHT HUB W BONDING SCREW 5-PK",,50.6698,136.9455,WTHUBB,,,5,1,,,,,,,,
RIGID,208M,,751338116221,"3"" MAL WATERTIGHT HUB",,47.1721,127.4921,WTHUBM,,,10,2,,,,,,,,
RIGID-HDG,208MHDG,,751338004979,"3"" WATERTIGHT HUB MAL HDG 5-PK",,49.6539,134.1998,WTHUBMH,,,5,0,,,,,,,,
RIGID,209,,751338116306,"3-1/2""WATERTIGHT HUB 5-PK",,52.9938,143.2265,WTHUB,,,5,1,,,,,,,,
RIGID,209AL,,751338871564,"3-1/2"" ALUMINUM WATERTIGHT HUB 5-PK",,54.9768,148.5860,WTHUB,,,5,1,,,,,,,,
RIGID,209B,,751338116313,"3-1/2"" WATERTIGHT HUB W BONDING SCREW",,57.7532,156.0896,WTHUBB,,,5,1,,,,,,,,
RIGID,209BAL,,751338871663,"3-1/2"" ALUM WATERTIGHT HUB W BONDING SCREW 5-PK",,57.2150,154.6350,WTHUBB,,,5,1,,,,,,,,
RIGID,209M,,751338116238,"3-1/2"" MALL IRON WATERTIGHT HUB 1-PK",,61.7789,166.9700,WTHUBM,,,1,1,,,,,,,,
RIGID-HDG,209MHDG,,751338004986,"3-1/2"" WATERTIGHT HUB MAL HDG 5-PK",,63.2281,170.8868,WTHUBMH,,,5,0,,,,,,,,
ENC,20A,,751338862937,"5"" RIGID 45 DEGREE CONDUIT ELBOW 1/42PK",,252.7740,609.0939,ELB,,,42,1,,,,,,,,
