Pricing File,,,,,,,,,,,,,,,,,,,,,
Pricing Type,Item Number,Item Description,UPC Code,Pricing Customer,SPA or CDC,Start Date,End Date,Currency Code,Quantity Break1,Price Break1,Quantity Break2,Price Break2,Quantity Break3,Price Break3,Quantity Break4,Price Break4,Quantity Break5,Price Break5,,,
Customer Discount,FD30MAC,30MIN S/W T/S W/O HLDSPST,078275072923,0,D2,20220404,20221231,USD,1,19.2,0,0,0,0,0,0,0,0,,,
Customer Discount,FD30MC,30M S/W W/O HOLD,078275005037,0,D2,20220404,20221231,USD,1,19.2,0,0,0,0,0,0,0,0,,,
Customer Discount,FD30MH,30MIN S/W T/S W/HOLD SPST,078275185586,0,D2,20220404,20221231,USD,1,19.2,0,0,0,0,0,0,0,0,,,
Customer Discount,FD30MHW,30MIN S/W T/S W/HOLD SPST,078275185593,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FD30MP,PLATE ONLY FOR FD30M,078275110120,0,,20220404,99999999,USD,1,2.93,0,0,0,0,0,0,0,0,,,
Customer Discount,FD30MPW,PLATE ONLY FOR FD30MW,078275110137,0,D2,20220404,20221231,USD,1,2.89,0,0,0,0,0,0,0,0,,,
Customer Discount,FD30MWC,30M S/W W/O HOLD,078275005044,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Customer Discount,FD32H,2HR S/W T/S W/O HOLD SPDT,078275185760,0,D2,20220404,20221231,USD,1,43.46,0,0,0,0,0,0,0,0,,,
Customer Discount,FD32HW,2HR S/W T/S W/O HOLD SPDT,078275185777,0,D2,20220404,20221231,USD,1,43.46,0,0,0,0,0,0,0,0,,,
Customer Discount,FD34H,4HR S/W T/S W/O HOLD SPDT,078275185807,0,D2,20220404,20221231,USD,1,43.46,0,0,0,0,0,0,0,0,,,
Customer Discount,FD4H,4HR S/W T/S W/O HOLD SPST,078275074019,0,D2,20220404,20221231,USD,1,28.7,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FD4HW,4HR S/W T/S W/O HOLD SPST,078275073982,0,,20220404,99999999,USD,1,28.99,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FD415M,15MIN S/W TS W/O HLD DPST,078275185982,0,,20220404,99999999,USD,1,50.22,0,0,0,0,0,0,0,0,,,
Customer Discount,FD430M,30MIN S/W TS W/O HLD DPST,078275185999,0,D2,20220404,20221231,USD,1,49.74,0,0,0,0,0,0,0,0,,,
Customer Discount,FD430MW,30MIN S/W TS W/O HLD DPST,078275186026,0,D2,20220404,20221231,USD,1,49.74,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FD46HW,6HR S/W T/S W/O HOLD DPST,078275186088,0,,20220404,99999999,USD,1,50.22,0,0,0,0,0,0,0,0,,,
Customer Discount,FD460MW,60MIN S/W TS W/O HLD DPST,078275186033,0,D2,20220404,20221231,USD,1,49.74,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FD5M,5MIN S/W T/S W/O HOLDSPST,078275185500,0,,20220404,99999999,USD,1,22.13,0,0,0,0,0,0,0,0,,,
Customer Discount,FD5MW,5MIN S/W T/S W/O HOLDSPST,078275185517,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Customer Discount,FD6H,6HR S/W T/S W/O HOLD SPST,078275185685,0,D2,20220404,20221231,USD,1,28.7,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FD6HH,6HR S/W T/S W/HOLD SPST,078275185661,0,,20220404,99999999,USD,1,28.99,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FD6HHW,6HR S/W T/S W HOLD SPST,078275185678,0,,20220404,99999999,USD,1,28.99,0,0,0,0,0,0,0,0,,,
Customer Discount,FD6HW,6HR S/W T/S W/O HOLD SPST,078275185692,0,D2,20220404,20221231,USD,1,28.7,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FD60MAC,60MIN S/W T/S W/O HLDSPST,078275072930,0,,20220404,99999999,USD,1,22.13,0,0,0,0,0,0,0,0,,,
Customer Discount,FD60MC,60M S/W W/O HOLD,078275005051,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Customer Discount,FD60MH,60MIN S/W T/S W/HOLD SPST,078275185623,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Customer Discount,FD60MHW,60MIN S/W T/S W/HOLD SPST,078275185630,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FD60MP,PLATE ONLY FOR FD60M,078275110199,0,,20220404,99999999,USD,1,2.93,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FD60MPW,PLATE ONLY FOR FD60MW,078275116610,0,,20220404,99999999,USD,1,2.93,0,0,0,0,0,0,0,0,,,
Customer Discount,FD60MWC,60M S/W W/O HOLD,078275005068,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Customer Discount,FF12HC,12H W/O H SPST,078275005259,0,D2,20220404,20221231,USD,1,28.7,0,0,0,0,0,0,0,0,,,
Customer Discount,FF12HHC,12HR W/HOLD CLAMSHELL,078275005266,0,D2,20220404,20221231,USD,1,28.7,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF12H10,SPRING WOUND MECH.,078275123694,0,,20220404,99999999,USD,1,16.68,0,0,0,0,0,0,0,0,,,
Customer Discount,FF15MC,15 MIN SPRING,078275005297,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF15MH,SPRING WOUND TS W/HOLD,078275184138,0,,20220404,99999999,USD,1,22.13,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF15MP,PLATE ONLY FOR FF15M,078275110557,0,,20220404,99999999,USD,1,2.93,0,0,0,0,0,0,0,0,,,
Customer Discount,FF2H,2HR S/W T/S W/O HOLD SPST,078275074002,0,D2,20220404,20221231,USD,1,28.7,0,0,0,0,0,0,0,0,,,
Customer Discount,FF30MC,30 MIN SPRING AUTO SHUT-OFF,078275005303,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF30MH,30 MIN S/W T/S W/HOLD,078275184152,0,,20220404,99999999,USD,1,22.13,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF30MP,PLATE ONLY FOR FF30M,078275110601,0,,20220404,99999999,USD,1,2.93,0,0,0,0,0,0,0,0,,,
Customer Discount,FF312H,12HR S/W TS W/O HOLD SPDT,078275184282,0,D2,20220404,20221231,USD,1,43.46,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF312HH,12HR S/W T/S W/HOLD SPDT,078275184299,0,,20220404,99999999,USD,1,43.89,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF315M,15MIN S/W TS W/O HOLDSPDT,078275069268,0,,20220404,99999999,USD,1,37.22,0,0,0,0,0,0,0,0,,,
Customer Discount,FF32H,2 HR S/W TS W/O HOLD SPDT,078275184220,0,D2,20220404,20221231,USD,1,43.46,0,0,0,0,0,0,0,0,,,
Customer Discount,FF32HH,2HR S/W T/S W/HOLD (SPDT),078275184237,0,D2,20220404,20221231,USD,1,43.46,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF330M,30MIN S/W TS W/O HOLDSPDT,078275069275,0,,20220404,99999999,USD,1,37.22,0,0,0,0,0,0,0,0,,,
Customer Discount,FF34H,4 HR S/W TS W/O HOLD SPDT,078275184244,0,D2,20220404,20221231,USD,1,43.46,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF34HH,4HR S/W T/S W/HOLD (SPDT),078275184251,0,,20220404,99999999,USD,1,43.89,0,0,0,0,0,0,0,0,,,
Customer Discount,FF36H,6HR S/W T/S W/O HOLD SPDT,078275184268,0,D2,20220404,20221231,USD,1,43.46,0,0,0,0,0,0,0,0,,,
Customer Discount,FF360M,60MIN S/W TS W/O HOLDSPDT,078275069282,0,D2,20220404,20221231,USD,1,36.86,0,0,0,0,0,0,0,0,,,
Customer Discount,FF4H,4HR S/W T/S W/O HOLD SPST,078275074026,0,D2,20220404,20221231,USD,1,28.7,0,0,0,0,0,0,0,0,,,
Customer Discount,FF412H,12HR S/W T/S W/O HOLDDPST,078275184329,0,D2,20220404,20221231,USD,1,49.74,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF415M,15 MIN S/W TS W/O HOLD,078275184343,0,,20220404,99999999,USD,1,50.22,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF430M,30 MIN S/W TS W/O HOLD,078275184350,0,,20220404,99999999,USD,1,50.22,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF46H,6HR S/W T/S W/O HOLD DPST,078275184305,0,,20220404,99999999,USD,1,50.22,0,0,0,0,0,0,0,0,,,
Customer Discount,FF460M,60 MIN S/W TS W/O HOLD,078275184367,0,D2,20220404,20221231,USD,1,49.74,0,0,0,0,0,0,0,0,,,
Customer Discount,FF5M,5 MIN. S/W TS W/O HOLD,078275184107,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF5MH,5 MIN S/W TS W/HOLD,078275184114,0,,20220404,99999999,USD,1,22.13,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF5M10,5MIN S/W TS W/O HOLD MECH,078275003057,0,,20220404,99999999,USD,1,17.51,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF6H,6HR S/W T/S W/O HOLD SPST,078275184183,0,,20220404,99999999,USD,1,28.44,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF6HH,6 HR S/W T/S W/HOLD SPST,078275184190,0,,20220404,99999999,USD,1,28.44,0,0,0,0,0,0,0,0,,,
Customer Discount,FF60MC,60 MIN SPRING,078275005600,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Customer Discount,FF60MHC,60 MIN W/HOLD,078275005273,0,D2,20220404,20221231,USD,1,19.29,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FF60MP,PLATE ONLY FOR FF60M,078275023253,0,,20220404,99999999,USD,1,3.04,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM-FU,FM1 FLUSH MOUNT HOUSING KIT,078275152588,0,,20220404,99999999,USD,1,7.81,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM-SU,FM1 SURFACE/DIN RAIL KIT,078275152595,0,,20220404,99999999,USD,1,11.74,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1D14-AV-U,"DGTL TMR,120-277V,14 ST PNT UN",078275142770,0,,20220404,99999999,USD,1,82.22,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1D14-24U,"DGTL TMR,24V,14 SET PNT UN PCK",078275142794,0,,20220404,99999999,USD,1,83.25,0,0,0,0,0,0,0,0,,,
Customer Discount,FM1D14A-AV,"DGTL TMR,14 PRGM,AV,SFCE MNT",078275143166,0,D2,20220404,20221231,USD,1,92.99,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1D14A-24,"DGTL TMR,14 PRGM,24V,SFCE MNT",078275143180,0,,20220404,99999999,USD,1,95.08,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1D20-120U,"DGTL TMR,20 ST PNT, UNIT PACK",078275116344,0,,20220404,99999999,USD,1,115.85,0,0,0,0,0,0,0,0,,,
Customer Discount,FM1D20-24U,"DGTL TMR,20 ST PNT, UNIT PACK",078275116382,0,D2,20220404,20221231,USD,1,105.18,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1D20A-120,"DGTL TMR,20 PRGM,12V,SFCE MNT",078275121607,0,,20220404,99999999,USD,1,126.71,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1D20A-24,"DGTL TMR,20 PRGM,24V,SFCE MNT",078275121669,0,,20220404,99999999,USD,1,127.92,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1D20A-240,"DGTL TMR,20 PRGM,240V,SFCE MNT",078275121645,0,,20220404,99999999,USD,1,127.92,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1D20E-120,"DGTL TMR,20 PRGM,120V,FLSH MNT",078275121638,0,,20220404,99999999,USD,1,126.71,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1D20E-24,"DGTL TMR,20 PRGM,24V,FLSH MNT",078275121676,0,,20220404,99999999,USD,1,127.92,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1D50A-120,"DGTL TMR,50 PRGM,120V,SFCE MNT",078275121508,0,,20220404,99999999,USD,1,148.57,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1D50A-24,"DGTL TMR,50 PRGM,24V,SFCE MNT",078275121560,0,,20220404,99999999,USD,1,149.78,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1MNTGKIT,FM/1 MOUNTING KIT,078275155664,0,,20220404,99999999,USD,1,2.17,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1QTUZ-120U,"TIME SW,CLOCK FACE,QTZ,24 HOUR",078275155688,0,,20220404,99999999,USD,1,74.31,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1QTUZ-24U,"TIME SW,CLOCK FACE,QTZ,24 HOUR",078275152571,0,,20220404,99999999,USD,1,74.31,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1QTUZH-120U,"TIME SW,CLOCK FACE,QTZ,24 HOUR",078275152618,0,,20220404,99999999,USD,1,77.04,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1QTUZH-24U,"TIME SW,CLOCK FACE,QTZ,24 HOUR",078275152632,0,,20220404,99999999,USD,1,78.01,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1QWUZ-240U,"TIME SW,CLOCK FACE,QTZ,7 DAY",078275152649,0,,20220404,99999999,USD,1,100.16,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1QWUZH-BW-24U,"TIME SW,CLOCK FACE,QTZ,7 DAY",078275152670,0,,20220404,99999999,USD,1,106.73,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1QWUZH-120U,"TIME SW,CLOCK FACE,QTZ,7 DAY",078275152663,0,,20220404,99999999,USD,1,104.43,0,0,0,0,0,0,0,0,,,
Customer Discount,FM1STUZ-120U,"TIME SWITCH,CLOCK FACE,24 HOUR",078275152816,0,D2,20220404,20221231,USD,1,34.05,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1STUZ-24U,"TIME SWITCH,CLOCK FACE,24 HOUR",078275152854,0,,20220404,99999999,USD,1,34.82,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1STUZ-240U,"TIME SWITCH,CLOCK FACE,24 HOUR",078275152809,0,,20220404,99999999,USD,1,34.82,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1STUZH-120U,"TIME SWITCH,CLOCK FACE,24 HOUR",078275152847,0,,20220404,99999999,USD,1,37.29,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1STUZH-24U,"TIME SWITCH,CLOCK FACE,24 HOUR",078275152793,0,,20220404,99999999,USD,1,39.56,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1STUZH-240U,"TIME SWITCH,CLOCK FACE,24 HOUR",078275152830,0,,20220404,99999999,USD,1,38.06,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1SWUZ-120U,"TIME SWITCH,CLOCK FACE,7 DAY",078275153066,0,,20220404,99999999,USD,1,61.48,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM1S12HU-120U,"TIME SWITCH,12 HOUR",078275152953,0,,20220404,99999999,USD,1,40.4,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM2D50-120,"DGTL TMR,50 ST PNT, 2 CHANNEL",078275116290,0,,20220404,99999999,USD,1,241.05,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM2D50-24,"DGTL TMR,50 ST PNT, 2 CHANNEL",078275116276,0,,20220404,99999999,USD,1,244.44,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FM2D50-240,"DGTL TMR,50 ST PNT, 2 CHANNEL",078275116313,0,,20220404,99999999,USD,1,245.04,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FWZ55K-120U,"AC HOUR METER,120V",078275153134,0,,20220404,99999999,USD,1,44.67,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FWZ72-120U,"AC HOUR METER,120V",078275153165,0,,20220404,99999999,USD,1,41.86,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FWZ72-24U,"AC HOUR METER,24V",078275153172,0,,20220404,99999999,USD,1,41.86,0,0,0,0,0,0,0,0,,,
Region Pricing 250,FWZ72B-120U,"AC HOUR METER,120V",078275153189,0,,20220404,99999999,USD,1,47.18,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GMXFM1D20-I-120,"DGTL TMR,20 PRGM,120V,INDOOR",078275116771,0,,20220404,99999999,USD,1,131.06,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GMXFM1D20-I-24,"DGTL TMR,20 PRGM,24V,INDOOR",078275121485,0,,20220404,99999999,USD,1,118.26,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GMXQT-O-120,"TIME SW,CLK FACE,QTZ,24HR,OTDR",078275153219,0,,20220404,99999999,USD,1,94.54,0,0,0,0,0,0,0,0,,,
Customer Discount,GMXST-I-120,"TIME SW,CLK FACE,24 HR,INDOOR",078275153226,0,D2,20220404,20221231,USD,1,50.93,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GMXST-I-240,"TIME SW,CLK FACE,24 HR,INDOOR",078275153240,0,,20220404,99999999,USD,1,52.47,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GMXST-O-120,"TIME SW,CLK FACE,24 HR,OUTDOOR",078275153257,0,,20220404,99999999,USD,1,58.38,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GMXSW-I-120,"TIME SW,CLK FACE,7 DAY,INDOOR",078275153264,0,,20220404,99999999,USD,1,88.2,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GM40AV,GM40AV W/24HR MECH TIMER,078275123755,0,,20220404,99999999,USD,1,62.79,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GM40AV-Q,"TIME SWITCH, 24HR, W/BATTERY",078275140967,0,,20220404,99999999,USD,1,100.51,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GM40AV-QW,"TIME SWITCH, 7-DAY, W/BATTERY",078275140974,0,,20220404,99999999,USD,1,127,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GM40AV-W,"TIME SWITCH, 7-DAY",078275140981,0,,20220404,99999999,USD,1,102.49,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GM40AVE-RD89,GM40AVE-RD89 W/DIGITAL TIMER,078275142428,0,,20220404,99999999,USD,1,89.28,0,0,0,0,0,0,0,0,,,
Region Pricing 250,GZ40AU,"DC HOUR METER,10-80VDC",078275153271,0,,20220404,99999999,USD,1,45,0,0,0,0,0,0,0,0,,,
Region Pricing 250,HB112,PLUG-IN TIMER HD 240V/15A,078275135192,0,,20220404,99999999,USD,1,14.91,0,0,0,0,0,0,0,0,,,
Region Pricing 250,HB113,PLUG-IN TIMER HD 120/20A,078275135208,0,,20220404,99999999,USD,1,14.91,0,0,0,0,0,0,0,0,,,
Region Pricing 250,HB114,PLUG-IN TIMER HD 240/20A,078275135215,0,,20220404,99999999,USD,1,14.91,0,0,0,0,0,0,0,0,,,
Region Pricing 250,HB880R,OUTDOOR ASTRO TIMER HB880R,078275140134,0,,20220404,99999999,USD,1,43.5,0,0,0,0,0,0,0,0,,,
Region Pricing 250,HK30.1DC-DINU,DC HOUR METER,078275153288,0,,20220404,99999999,USD,1,55.52,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S13D1DG1,100KA 3PH HLD 120/240 SPD,078275152038,0,,20220404,99999999,USD,1,465.6,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S13D1DG2,100KA 3PH HLD 120/240 SPD A,078275152045,0,,20220404,99999999,USD,1,488.28,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S13Y1DG1,100KA 3PH Y 120/208 SPD,078275152076,0,,20220404,99999999,USD,1,465.44,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S13Y1DG2,100KA 3PH Y 120/208 SPD A,078275152083,0,,20220404,99999999,USD,1,489.47,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S13Y2DG1,100KA 3PH Y 277/480 SPD,078275152113,0,,20220404,99999999,USD,1,465.44,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S13Y2DG2,100KA 3PH Y 277/480 SPD A,078275152120,0,,20220404,99999999,USD,1,489.47,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S13Y3DG1,100KA 3PH Y 347/600 SPD,078275152151,0,,20220404,99999999,USD,1,465.44,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S13Y3DG2,100KA 3PH Y 347/600 SPD A,078275152168,0,,20220404,99999999,USD,1,489.47,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S21S1DG1,100KA 1PH 120/240 SPD,078275152014,0,,20220404,99999999,USD,1,462.08,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S21S1DG2,100KA 1PH 120/240 SPD A,078275152021,0,,20220404,99999999,USD,1,485.08,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S23D1DG1,100KA 3PH HLD 120/240 SPD,078275152052,0,,20220404,99999999,USD,1,488.49,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S23D1DG2,100KA 3PH HLD 120/240 SPD A,078275152069,0,,20220404,99999999,USD,1,519.52,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S23Y1DG1,100KA 3PH Y 120/208 SPD,078275152090,0,,20220404,99999999,USD,1,510.49,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S23Y1DG2,100KA 3PH Y 120/208 SPD A,078275152106,0,,20220404,99999999,USD,1,541.52,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S23Y2DG1,100KA 3PH Y 277/480 SPD,078275152137,0,,20220404,99999999,USD,1,510.49,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H10S23Y2DG2,100KA 3PH Y 277/480 SPD A,078275152144,0,,20220404,99999999,USD,1,541.52,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S13D1DG1,200KA 3PH HLD 120/240 SPD,078275152199,0,,20220404,99999999,USD,1,651.65,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S13D1DG2,200KA 3PH HLD 120/240 SPD A,078275152205,0,,20220404,99999999,USD,1,721.72,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S13Y1DG1,200KA 3PH Y 120/208 SPD,078275152236,0,,20220404,99999999,USD,1,651.65,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S13Y1DG2,200KA 3PH Y 120/208 SPD A,078275152243,0,,20220404,99999999,USD,1,721.72,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S13Y2DG1,200KA 3PH Y 277/480 SPD,078275152274,0,,20220404,99999999,USD,1,651.65,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S13Y2DG2,200KA 3PH Y 277/480 SPD A,078275152281,0,,20220404,99999999,USD,1,721.72,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S13Y3DG1,200KA 3PH Y 347/600 SPD,078275152311,0,,20220404,99999999,USD,1,651.65,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S13Y3DG2,200KA 3PH Y 347/600 SPD A,078275152328,0,,20220404,99999999,USD,1,721.72,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S21S1DG1,200KA SP 120/240 SPD,078275152175,0,,20220404,99999999,USD,1,638.24,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S21S1DG2,200KA SP 120/240 SPD A,078275152182,0,,20220404,99999999,USD,1,670.64,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S23D1DG1,200KA 3PH HLD 120/240 SPD,078275152212,0,,20220404,99999999,USD,1,766.77,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S23D1DG2,200KA 3PH HLD 120/240 SPD A,078275152229,0,,20220404,99999999,USD,1,865.87,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S23Y1DG1,200KA 3PH Y 120/208 SPD,078275152250,0,,20220404,99999999,USD,1,766.77,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S23Y1DG2,200KA 3PH Y 120/208 SPD A,078275152267,0,,20220404,99999999,USD,1,865.87,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S23Y2DG1,200KA 3PH Y 277/480 SPD,078275152298,0,,20220404,99999999,USD,1,766.77,0,0,0,0,0,0,0,0,,,
Region Pricing 250,H20S23Y2DG2,200KA 3PH Y 277/480 SPD A,078275152304,0,,20220404,99999999,USD,1,865.87,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG112463,SURGE PROTECTOR 6 CIRC-4' CORD,078275124530,0,,20220404,99999999,USD,1,56.9,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG112663,SURGE PROTECTOR 6 CIRC-6' CORD,078275124547,0,,20220404,99999999,USD,1,60.6,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG112663BLK10,SURGE PRTECT 6 SPEC OUTLET 6'C,078275124561,0,,20220404,99999999,USD,1,66.6,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG120RSM10K,I-MODULE,078275148710,0,,20220404,99999999,USD,1,33.22,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG120RSM20,"120V,100KA, SPD MODULE",078275143678,0,,20220404,99999999,USD,1,37.43,0,0,0,0,0,0,0,0,,,
Customer Discount,IG1200RC3,120/240 3-MODE SPD,078275128569,0,D2,20220404,20221231,USD,1,86.42,0,0,0,0,0,0,0,0,,,
Customer Discount,IG1240FMP33,FLUSH MOUNT PLATE,078275125353,0,D2,20220404,20221231,USD,1,15.48,0,0,0,0,0,0,0,0,,,
Customer Discount,IG1240RC3,120/240 SPD W/PLASTIC CASE,078275124394,0,D2,20220404,20221231,USD,1,122.4,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG1300-2T-1C3,120/240 SPD W/2 TELE & 1 COAX,078275124387,0,,20220404,99999999,USD,1,258.74,0,0,0,0,0,0,0,0,,,
Customer Discount,IG1300-4T-2C3,120/240 SPD W/4 TELE & 2 COAX,078275124370,0,D2,20220404,20221231,USD,1,283.52,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG20B123,SURGE PRTECT 6 SPEC OUTLET 6'C,078275124608,0,,20220404,99999999,USD,1,106.71,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG2012B153,SURGE PRTECT 6 SPEC OUTLET 15',078275124592,0,,20220404,99999999,USD,1,120.95,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG206153,SURGE PRTECT 6 SPEC OUTLET 15',078275124585,0,,20220404,99999999,USD,1,145.12,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG2200-FMK,IG2200XX SERIES FLUSH MOUNT KI,078275146136,0,,20220404,99999999,USD,1,25.5,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG2240-IMSK,SMART GUARD,078275148697,0,,20220404,99999999,USD,1,210.84,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG2240-PK,"SMART GUARD, PLASTIC VERSION",078275148703,0,,20220404,99999999,USD,1,153.34,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG2280-IM,120/240 1 PHASE SPD,078275146112,0,,20220404,99999999,USD,1,233.59,0,0,0,0,0,0,0,0,,,
Region Pricing 250,IG2280-OM,120/240 1 PHASE SPD,078275146129,0,,20220404,99999999,USD,1,238.75,0,0,0,0,0,0,0,0,,,
