"ARLINGTON INDUSTRIES, INC.",,,,,,,,,,,,,,
DISTRIBUTOR NET PRICE SHEET,,,,,,,,,,,,,,
"EFFECTIVE JULY 1, 2022",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CODE,ITEM #,DESCRIPTION,UPC,UNIT,STD, PRICE / C ,,,,,,,,
96,FB4050,FAN BOX,01899728101,100,100, $255.73 ,,,,,,,,
96,FB407,FAN BOX,01899772177,25,25, $345.30 ,,,,,,,,
96,FB4070,FAN BOX,01899728102,100,100, $319.71 ,,,,,,,,
96,FB412,FAN BOX,01899772189,25,25, $460.35 ,,,,,,,,
96,FB415,FAN BOX,01899772167,25,25, $511.49 ,,,,,,,,
96,FB4150,FAN BOX,01899772182,100,100, $498.72 ,,,,,,,,
96,FB417S,FAN BOX,01899772171,25,25, $830.56 ,,,,,,,,
96,FB417SLP,FAN BOX,01899772199,25,25," $1,216.03 ",,,,,,,,
96,FB423,FAN BOX,01899772190,25,25, $639.36 ,10.25,9.95,,,,,,
96,FB426,FAN BOX,01899772179,25,25, $588.22 ,,,,,,,,
118,FB426F,FLANGED FAN BOX,01899712521,25,25, $878.61 ,,,,,,,,
110,FB428SC,T BOX,01899706911,1,10," $1,432.18 ",,,,,,,,
96,FB442,FAN BOX 13.4 CU. IN.,01899772194,25,25, $472.95 ,,,,,,,,
118,FB442F,VAPOR BOX SIDE MOUNT,01899776220,25,25," $1,097.86 ",,,,,,,,
118,FB442FD,VAPOR BOX DEEP SIDE MT,01899776221,25,25," $1,144.70 ",,,,,,,,
96,FB443,FAN BOX 17.9 CU. IN.,01899772197,25,25, $606.48 ,,,,,,,,
118,FB443F,VAPOR BOX SIDE MOUNT,01899776222,25,25," $1,160.33 ",,,,,,,,
118,FB443FD,VAPOR BOX DEEP SIDE MT,01899776223,25,25," $1,207.19 ",,,,,,,,
96,FB444,FAN BOX 26.2 CU. IN.,01899772187,25,25, $716.10 ,,,,,,,,
76,FB450,CATHEDRAL FAN BOX,01899775240,1,6," $2,434.26 ",,,,,,,,
76,FB900,CATHEDRAL CEILING FAN,01899775250,1,6," $2,069.16 ",,,,,,,,
114,FBA426,ADJUSTABLE FAN BOX,01899702575,25,25," $1,283.06 ",,,,,,,,
76,FBB450,SLOPED CEILING FAN/LIG,01899711230,1,1," $3,128.16 ",,,,,,,,
76,FBB900,SLOPED CEILING FAN/LIG,01899711231,1,1," $2,780.58 ",,,,,,,,
96,FBC42251BR,BROWN RAINTIGHT BOX ON,01899734001,1,10, $464.27 ,,,,,,,,
96,FBC42251GY,GRAY WEATHERPROOF BOX,01899702591,1,10, $464.27 ,,,,,,,,
96,FBC42251W,WHITE WEATHERPROOF BOX,01899722930,1,10, $464.27 ,,,,,,,,
96,FBC42252BR,BROWN BLANK COVER,01899734002,1,10, $290.37 ,,,,,,,,
96,FBC42252GY,GRAY BLANK COVER,01899722711,1,10, $290.37 ,,,,,,,,
96,FBC42252W,WHITE BLANK COVER,01899722710,1,10, $290.37 ,,,,,,,,
96,FBC42253BR,BROWN 3-HOLE CANOPY W/,01899734003,1,10, $378.16 ,,,,,,,,
96,FBC42253GY,GRAY 3-HOLE CANOPY W/,01899722932,1,10, $378.16 ,,,,,,,,
96,FBC42253W,WHITE 3-HOLE CANOPY W/,01899722934,1,10, $378.16 ,,,,,,,,
96,FBC4225BR,BRONZE RAINTIGHT FANBO,01899709677,1,5," $1,308.36 ",,,,,,,,
96,FBC4225W,WHITE RAINTIGHT FANBOX,01899709679,1,5," $1,308.36 ",,,,,,,,
118,FBR415F,FAN/FIXTURE VAPOR BOX,01899772204,5,5," $1,673.56 ",,,,,,,,
95,FBR423,FAN BOX,01899752310,1,10," $1,249.88 ",,,,,,,,
118,FBR425F,FAN/FIXTURE VAPOR BOX,01899772205,5,5," $1,896.71 ",,,,,,,,
95,FBRS40712R,FAN/FIXTURE BOX ADJ BK,01899772247,1,10," $2,190.28 ",,,,,,,,
95,FBRS407R,FAN/FIXTURE BOX ADJ BK,01899772248,1,10," $2,193.63 ",,,,,,,,
95,FBRS415,CEILING BOX and BRACE,01899772250,10,10," $1,475.90 ",,,,,,,,
95,FBRS4200R,CEILING BOX and BRACE,01899775315,1,10," $2,316.45 ",,,,,,,,
110,FBRS420SC,SUSPENDED CLNG FAN BOX,01899775300,1,5," $3,702.52 ",,,,,,,,
93,FBS1423,STEEL FAN BOX SIDE MT,01899776190,10,10, $980.74 ,15.65,,,,,,,
95,FBS405,STEEL CEILING FAN BOX,01899776185,25,25, $445.91 ,,,,,,,,
95,FBS405T,STEEL PAN FAN and FIXT,01899740500,25,25, $445.91 ,,,,,,,,
95,FBS407,8CU IN PAN BOX EXISTIN,01899776187,25,25, $492.25 ,,,,,,,,
95,FBS407T,STEEL PAN FAN and FIXT,01899740700,25,25, $492.25 ,,,,,,,,
95,FBS415,CEILING BOX 1 1/2 DEEP,01899775204,25,25, $637.01 ,,,,,,,,
95,FBS415S,CEILING BOX 1 1/2 W/BK,01899775206,25,25, $839.75 ,,,,,,,,
95,FBS420,CEILING BOX 2IN DEEP,01899775200,25,25, $868.69 ,,,,,,,,
95,FBS420S,"CEILING BOX 2"" W/BRCKT",01899775202,25,25, $897.65 ,,,,,,,,
110,FBS428SC,STEEL T BOX,01899712782,1,10," $1,644.74 ",,,,,,,,
76,FBX900,CATHEDRAL CEILING FAN,01899775224,1,1," $8,276.51 ",,,,,,,,
93,FD1RP,WHITE 1 GANG POWER BOX,01899775299,25,25, $567.81 ,,,,,,,,
93,FD2RP,WHITE 2 GANG POWER BOX,01899775301,25,25, $722.66 ,,,,,,,,
115,FE101,1G PLATE-GANGABLE BOX,01899706930,10,10, $96.15 ,,,,,,,,
115,FE102C,GANGABLE BOX SECTION,01899701582,10,10, $144.21 ,,,,,,,,
115,FE102D,GANGABLE BOX DIVIDER,01899701586,25,25, $67.31 ,,,,,,,,
115,FE102E,2GANG GANGABLE END BOX,01899701585,10,10, $307.67 ,,,,,,,,
115,FEN102,GANGABLE BOX NAIL-ON,01899701580,1,10, $307.67 ,,,,,,,,
115,FER102,GANGABLE BOX RETROFIT,01899701583,1,10, $307.67 ,,,,,,,,
115,FER102C,GANGABLE SECTION RETRO,01899701584,10,10, $144.21 ,,,,,,,,
115,FES102,GANGABLE BOX SCREW-ON,01899701581,1,10, $317.31 ,,,,,,,,
113,FL430,CAM LIGHT BOX,01899709740,1,10, $707.78 ,,,,,,,,
113,FL430S,ROUND STEEL SECURITY C,01899709741,1,10, $747.11 ,,,,,,,,
120,FLB3500,FLOOR BOX W/O COVER,01899700733,4,4, $764.89 ,,,,,,,,
120,FLB3520MB,BRASS RETRO FLOOR BOX,01899700734,1,1," $4,425.68 ",,,,,,,,
120,FLB3520MBTK,BRS RET FL BOX TRIM K,01899700736,1,1," $3,888.49 ",,,,,,,,
120,FLB3520NL,NICKEL RETRO FLOOR BOX,01899700735,1,1," $4,889.24 ",,,,,,,,
120,FLB3520NLTK,NKL RET FL BOX TRIM KI,01899700737,1,1," $4,365.68 ",,,,,,,,
120,FLB3530MB,BRASS CARPET RING,01899716900,1,1," $4,744.71 ",,,,,,,,
120,FLB3530NL,NICKEL CARPET RING,01899716901,1,1," $5,268.28 ",,,,,,,,
120,FLB3531MB,1 G BRS FLR BX W/FL LD,01899700745,1,1," $5,303.71 ",,,,,,,,
120,FLB3531MBTK,1 G BRS FLIP LD TRM KT,01899700747,1,1," $4,979.23 ",,,,,,,,
120,FLB3531NL,1 G NKL FLR BX W/FL LD,01899700746,1,1," $5,660.93 ",,,,,,,,
120,FLB3531NLTK,1 G NKL FLIP LD TRM KT,01899700748,1,1," $5,333.73 ",,,,,,,,
120,FLB3532MB,BRASS RETRO FLOOR BOX,01899748017,1,1," $5,772.74 ",,,,,,,,
120,FLB3532MBTK,2 G BRS FLIP LD TRM KT,01899748018,1,1," $5,485.05 ",,,,,,,,
120,FLB3532NL,NICKEL RETRO FLOOR BOX,01899748019,1,1," $6,157.22 ",,,,,,,,
120,FLB3532NLTK,2 G NKL FLIP LD TRM KT,01899748020,1,1," $5,936.35 ",,,,,,,,
120,FLB3550MB,BRASS CARPET RING,01899700738,1,1," $4,661.55 ",,,,,,,,
120,FLB3550NL,NICKEL CARPET RING,01899700739,1,1," $5,175.56 ",,,,,,,,
120,FLB3570MB,LG BRASS TRIM RING,01899700740,1,1," $8,485.95 ",,,,,,,,
120,FLB3570NL,LG NICKEL TRIM RING,01899700741,1,1," $9,259.00 ",,,,,,,,
120,FLB4360BL,FLOOR BOX KIT BLACK,01899700762,1,1," $1,874.72 ",,,,,,,,
120,FLB4360BR,DROPIN FLOOR BOX BROWN,01899700763,1,1," $1,874.72 ",,,,,,,,
120,FLB4360CA,DROPIN FLOOR BOX CRML,01899700764,1,1," $1,874.72 ",,,,,,,,
120,FLB4360GY,DROPIN FLOOR BOX GRAY,01899700765,1,1," $1,874.72 ",,,,,,,,
120,FLB4360LA,DROPIN FLOOR BOX ALMND,01899700766,1,1," $1,874.72 ",,,,,,,,
120,FLB4360MB,DROPIN FLOOR BOX BRASS,01899700760,1,1," $6,135.42 ",,,,,,,,
120,FLB4360NL,DROPIN FLOOR BOX NICKL,01899700761,1,1," $6,639.87 ",,,,,,,,
120,FLB4362MB,BRASS DROPIN FLOOR BOX,01899709810,1,1," $4,840.16 ",,,,,,,,
120,FLB4362NL,NKL DROPIN FLOOR BOX,01899709812,1,1," $5,071.94 ",,,,,,,,
120,FLB4364MB,BRASS DROP-IN FLOOR BO,01899722084,1,1," $6,135.42 ",,,,,,,,
120,FLB4364NL,NICKEL DROP-IN FLOOR B,01899722085,1,1," $6,639.87 ",,,,,,,,
120,FLB45CRMB,BRASS PLTD CARPET RING,01899722088,1,1," $1,806.55 ",,,,,,,,
120,FLB45CRNL,NICKEL PLT CARPET RING,01899722089,1,1," $1,806.55 ",,,,,,,,
120,FLB5319,1 GANG STL FL OUTLET B,01899722060,1,10, $392.67 ,,,,,,,,
120,FLB5320MB,SINGLE GANG BRASS COVR,01899722013,1,10," $2,702.48 ",,,,,,,,
120,FLB5320NL,NICKEL-PLATED COVER,01899722014,1,10," $3,487.53 ",,,,,,,,
120,FLB5321MB,1 GANG MTL FL BOX KIT,01899722015,1,4," $3,399.46 ",,,,,,,,
120,FLB5321NL,1 GANG MTL FL BOX KIT,01899722016,1,4," $3,956.13 ",,,,,,,,
120,FLB5330MB,1 GANG MTL COVER KIT,01899722017,1,10," $4,302.78 ",,,,,,,,
120,FLB5330NL,1 GANG MTL COVER KIT,01899722018,1,10," $4,856.08 ",,,,,,,,
120,FLB5331MB,1 GANG MTL FL BOX KIT,01899722019,1,4," $4,767.14 ",,,,,,,,
120,FLB5331NL,1 GANG MTL FL BOX KIT,01899722020,1,4," $5,325.83 ",,,,,,,,
120,FLB5540MB,2 GANG MTL COVER KIT,01899722005,1,10," $4,189.35 ",,,,,,,,
120,FLB5540NL,2 GANG MTL COVER KIT,01899722033,1,10," $4,872.58 ",,,,,,,,
120,FLB5541MB,2 GANG MTL FL BOX KIT,01899722034,1,4," $4,912.56 ",,,,,,,,
120,FLB5541NL,2 GANG MTL FL BOX KIT,01899722035,1,4," $5,595.81 ",,,,,,,,
120,FLB5548,2 GANG STL FL OUTLET B,01899722061,1,10, $629.91 ,,,,,,,,
120,FLB5549,2 GANG STL FLR COMB BX,01899722062,1,10, $715.53 ,,,,,,,,
120,FLB5550MB,2 GANG MTL COVER KIT,01899722036,1,10," $7,005.58 ",,,,,,,,
120,FLB5550NL,2 GANG MTL COVER KIT,01899722037,1,10," $7,649.45 ",,,,,,,,
120,FLB5551MB,2 GANG FLOOR BOX KIT,01899722038,1,1," $7,728.75 ",,,,,,,,
120,FLB5551NL,2 GANG MTL COVER KIT,01899722039,1,1," $8,372.00 ",,,,,,,,
120,FLB5552MB,2 GANG MTL COVER KIT,01899722050,1,1," $7,822.11 ",,,,,,,,
120,FLB5552NL,2 GANG MTL COVER KIT,01899722051,1,1," $8,465.35 ",,,,,,,,
120,FLB6220MB,"6"" BRASS COVER KIT",01899722021,1,10," $5,072.57 ",,,,,,,,
120,FLB6220MBLR,"6"" BRASS CVR KIT W/LR",01899722959,1,10," $5,327.53 ",,,,,,,,
120,FLB6220NL,"6"" NICKEL COVER KIT",01899722022,1,10," $5,645.79 ",,,,,,,,
120,FLB6220NLLR,"6"" NICKEL CVR KIT W/LR",01899722960,1,10," $5,763.20 ",,,,,,,,
120,FLB6230MB,"6"" BRASS COVER KIT",01899722025,1,10," $5,189.39 ",,,,,,,,
120,FLB6230MBLR,"6"" BRASS CVR KIT W/LR",01899734008,1,10," $5,444.16 ",,,,,,,,
120,FLB6230NL,"6"" NICKEL COVER KIT",01899722026,1,10," $5,959.09 ",,,,,,,,
120,FLB6230NLLR,"6"" NICKEL CVR KIT W/LR",01899734009,1,10," $6,213.13 ",,,,,,,,
120,FLB6240MB,RND BRASS FLOOR BOX 2G,01899722800,1,1," $7,812.43 ",,,,,,,,
120,FLB6240MBTK,RND BRS FLR BOX TRIMKI,01899722801,1,1," $7,044.81 ",,,,,,,,
120,FLB6240NL,RND NKL FLOOR BOX 2G,01899722802,1,1," $8,507.76 ",,,,,,,,
120,FLB6240NLTK,RD NKL FLR BX TRIM KIT,01899722803,1,1," $7,757.89 ",,,,,,,,
120,FLB6242MB,RND BR FLR BOX 2G FLIP,01899722804,1,1," $7,944.68 ",,,,,,,,
120,FLB6242NL,RND NKL FL BOX 2G FLIP,01899722805,1,1," $8,834.99 ",,,,,,,,
120,FLBA101BL,BLACK ADJ FLOOR BOX -,01899704346,1,4," $1,567.94 ",,,,,,,,
120,FLBA101BR,BROWN ADJ FLOOR BOX -,01899704347,1,4," $1,567.94 ",,,,,,,,
120,FLBA101LA,ALMOND ADJ FLOOR BX -,01899704345,1,4," $1,567.94 ",,,,,,,,
120,FLBA101MB,BRASS ADJ FLOOR BOX -,01899752259,1,4," $5,849.09 ",,,,,,,,
120,FLBA101NL,NICKEL ADJ FLOOR BX -,01899752450,1,4," $6,230.85 ",,,,,,,,
120,FLBA101W,WHITE ADJ FLOOR BOX,01899704344,1,4," $1,567.94 ",,,,,,,,
120,FLBAF101BL,BLACK FLOOR BOX - FLIP,01899704342,1,4," $1,567.94 ",,,,,,,,
120,FLBAF101BR,BROWN FLOOR BOX - FLIP,01899704343,1,4," $1,567.94 ",,,,,,,,
120,FLBAF101CA,CARAMEL FLOOR BOX-FLIP,01899752301,1,4," $1,567.94 ",,,,,,,,
120,FLBAF101LA,ALMOND FLOOR BOX - FLI,01899704341,1,4," $1,567.94 ",,,,,,,,
120,FLBAF101MB,BRASS FLOOR BOX - FLIP,01899713805,1,4," $5,849.09 ",,,,,,,,
120,FLBAF101NL,NICKEL FLOOR BOX-FLIP,01899713806,1,4," $6,230.85 ",,,,,,,,
120,FLBAF101W,WHITE FLOOR BOX - FLIP,01899704340,1,4," $1,567.94 ",,,,,,,,
120,FLBAFR101BL,BLACK ROUND FLR BOX,01899700710,1,4," $1,704.27 ",,,,,,,,
120,FLBAFR101BR,BROWN RD ADJUST FL BOX,01899700711,1,4," $1,704.27 ",,,,,,,,
120,FLBAFR101CA,CARAMEL RD ADJ FLR BOX,01899700712,1,4," $1,704.27 ",,,,,,,,
120,FLBAFR101LA,LT ALM RD ADJ FLR BOX,01899700713,1,4," $1,704.27 ",,,,,,,,
120,FLBAFR101MB,METALLIC ROUND FLR BOX,01899700749,1,4," $9,192.22 ",,,,,,,,
120,FLBAFR101NL,NICKEL ROUND FLOOR BOX,01899700750,1,4," $9,715.77 ",,,,,,,,
120,FLBAFR101W,WHITE RD ADJUST FL BOX,01899700714,1,4," $1,704.27 ",,,,,,,,
120,FLBAR101BL,BLACK ADJ FLOOR BOX-RO,01899704350,1,4," $1,567.94 ",,,,,,,,
120,FLBAR101BR,BROWN ADJ FLOOR BOX-RO,01899704351,1,4," $1,567.94 ",,,,,,,,
120,FLBAR101LA,ALMOND ADJ FLOOR BX-RO,01899704349,1,4," $1,567.94 ",,,,,,,,
120,FLBAR101MB,BRASS ADJ FLOOR BOX-RO,01899752261,1,4," $6,342.66 ",,,,,,,,
120,FLBAR101NL,NICKEL ADJ FLOOR BX-RO,01899752451,1,4," $6,776.21 ",,,,,,,,
120,FLBAR101W,WHITE ADJ FLOOR BOX-RO,01899704348,1,4," $1,567.94 ",,,,,,,,
120,FLBC101BL,BLACK CONCRETE FLOOR B,01899704354,1,1," $2,045.14 ",,,,,,,,
120,FLBC101BLTK,BLACK TRIM KIT-CONCRET,01899713824,1,1," $1,207.28 ",,,,,,,,
120,FLBC101BR,BROWN CONCRETE FLOOR B,01899704355,1,1," $2,045.14 ",,,,,,,,
120,FLBC101BRTK,BROWN TRIM KIT-CONCRET,01899713823,1,1," $1,207.28 ",,,,,,,,
120,FLBC101LA,ALMOND CONCRETE FLOOR,01899704353,1,1," $2,045.14 ",,,,,,,,
120,FLBC101LATK,ALMOND TRM KIT-CONCRET,01899713822,1,1," $1,207.28 ",,,,,,,,
120,FLBC101MB,BRASS CONCRETE FLOOR B,01899752265,1,1," $6,990.29 ",,,,,,,,
120,FLBC101MBTK,BRASS TRIM KIT-CONCRET,01899713825,1,1," $6,152.42 ",,,,,,,,
120,FLBC101NL,NICKEL CONCRETE FLOOR,01899752452,1,1," $7,351.59 ",,,,,,,,
120,FLBC101NLTK,NICKEL TRM KIT-CONCRET,01899713826,1,1," $6,513.73 ",,,,,,,,
120,FLBC101RK,CONCRETE ROUGH IN KIT,01899713820,1,1, $837.86 ,,,,,,,,
120,FLBC101W,WHITE CONCRETE FLOOR B,01899704352,1,1," $2,045.14 ",,,,,,,,
120,FLBC101WTK,WHITE TRIM KIT-CONCRET,01899713821,1,1," $1,207.28 ",,,,,,,,
120,FLBC4500,CONCRETE FLOOR BOX,01899722010,5,5, $882.49 ,,,,,,,,
120,FLBC4500AR,OVERSIZE LEVELING RING,01899722004,1,10, $154.21 ,,,,,,,,
120,FLBC4500LR,FLOOR BOX LEVELING RNG,01899722011,1,10, $254.96 ,,,,,,,,
120,FLBC4500LRBE,FLOOR BOX LEVELING RNG,01899720745,1,10, $518.10 ,,,,,,,,
120,FLBC4500Y,FLOOR BOX Y CONNECTOR,01899722012,1,10, $121.71 ,,,,,,,,
120,FLBC4502,CONCRETE FLOOR BOX CAN,01899734004,5,5, $882.49 ,,,,,,,,
120,FLBC4502LR,LEVELING RING,01899734005,1,10, $254.96 ,,,,,,,,
120,FLBC4520BL,BLACK FLOOR BOX COVER,01899709671,1,10," $1,363.43 ",,,,,,,,
120,FLBC4520BR,BROWN FLOOR BOX COVER,01899709672,1,10," $1,363.43 ",,,,,,,,
120,FLBC4520CA,CARAMEL FLR BOX COVER,01899709669,1,10," $1,363.43 ",,,,,,,,
120,FLBC4520GY,GRAY FLOOR BOX COVER P,01899709673,1,10," $1,363.43 ",,,,,,,,
120,FLBC4520LA,ALMOND FLOOR BOX COVER,01899709674,1,10," $1,363.43 ",,,,,,,,
120,FLBC4520W,WHITE FLOOR BOX COVER,01899713838,1,10," $1,363.43 ",,,,,,,,
120,FLBC4560DBL,RECESSED BLACK FB W/DE,01899709100,1,1," $2,576.86 ",,,,,,,,
120,FLBC4560DBR,RECESSED BROWN FB W/ D,01899709101,1,1," $2,576.86 ",,,,,,,,
120,FLBC4560DCA,RECESSED CARAMEL FB W/,01899709102,1,1," $2,576.86 ",,,,,,,,
120,FLBC4560DGY,RECESSED GRAY FB W/ DE,01899709103,1,1," $2,576.86 ",,,,,,,,
120,FLBC4560DLA,RECESSED L.ALMOND FB W,01899709104,1,1," $2,576.86 ",,,,,,,,
120,FLBC4560DMB,BRASS COVER W/ DECORE,01899709105,1,1," $4,726.99 ",,,,,,,,
120,FLBC4560DNL,NICKEL COVR W/ DECORE,01899709106,1,1," $5,156.48 ",,,,,,,,
120,FLBC4580MB,BRASS RECESSED COVER,01899722981,1,1," $3,781.59 ",,,,,,,,
120,FLBC4580NL,NICKEL RECESSED COVER,01899722982,1,1," $4,125.19 ",,,,,,,,
120,FLBC4800,CONCRETE FLOOR BOX CAN,01899711234,1,5," $1,137.45 ",,,,,,,,
120,FLBC5500,"5"" ROUND FLOOR BOX",01899721190,1,5," $1,764.95 ",,,,,,,,
120,FLBC5540AB,ANTIQUE BRZ RECESS CVR,01899721165,1,1," $7,557.77 ",,,,,,,,
120,FLBC5540BL,BLACK RECESSED COVER,01899721160,1,1," $5,723.49 ",,,,,,,,
120,FLBC5540BR,BROWN RECESSED COVER,01899721161,1,1," $5,723.49 ",,,,,,,,
120,FLBC5540LA,LT ALMOND RECESSED CVR,01899721162,1,1," $5,723.49 ",,,,,,,,
120,FLBC5540MB,BRASS RECESSED COVER,01899721163,1,1," $7,557.77 ",,,,,,,,
120,FLBC5540NL,9ICKEL RECESSED COVER,01899721164,1,1," $7,557.77 ",,,,,,,,
120,FLBC5560BL,ZN W/BL COATED ROUND D,01899700924,1,1," $6,889.49 ",,,,,,,,
120,FLBC5560BR,ZN W/BR COATED ROUND D,01899700925,1,1," $6,889.49 ",,,,,,,,
120,FLBC5560MB,ZN W/MB PLATED ROUND D,01899700927,1,1," $7,557.77 ",,,,,,,,
120,FLBC5560NL,ZN W/NL PLATED ROUND D,01899700928,1,1," $7,557.77 ",,,,,,,,
120,FLBC5570AB,QUAD REC CVR KIT AN BZ,01899721172,1,1," $7,409.58 ",,,,,,,,
120,FLBC5570BL,QUAD REC CVR KIT BLACK,01899721173,1,1," $5,611.26 ",,,,,,,,
120,FLBC5570BR,QUAD REC CVR KIT BROWN,01899721174,1,1," $5,611.26 ",,,,,,,,
120,FLBC5570LA,QUAD REC CVR KIT LT AL,01899721175,1,1," $5,611.26 ",,,,,,,,
120,FLBC5570MB,QUAD REC CVR KIT BRASS,01899721176,1,1," $7,409.58 ",,,,,,,,
120,FLBC5570NL,QUAD REC CVR KIT NICKL,01899721177,1,1," $7,409.58 ",,,,,,,,
120,FLBC8500,GANGABLE CONC FL BOX,01899722950,5,5," $1,400.25 ",,,,,,,,
120,FLBC8501BL,BLACK FLOOR BOX COVER,01899722961,1,10," $1,840.63 ",,,,,,,,
120,FLBC8501BR,BROWN FLOOR BOX COVER,01899722962,1,10," $1,840.63 ",,,,,,,,
120,FLBC8501CA,CARAMEL FLR BOX COVER,01899722973,1,10," $1,840.63 ",,,,,,,,
120,FLBC8501GY,GRAY FLOOR BOX COVER W,01899722963,1,10," $1,840.63 ",,,,,,,,
120,FLBC8501LA,LT ALMOND FLR BX COVER,01899722974,1,10," $1,840.63 ",,,,,,,,
120,FLBC8501MB,BRASS CON FL BX COVER,01899722951,1,10," $3,817.59 ",,,,,,,,
120,FLBC8501NL,NICKEL CON FL BX COVER,01899722952,1,10," $3,817.59 ",,,,,,,,
120,FLBC8502,CONCRETE BOX,01899722949,5,5," $2,206.02 ",,,,,,,,
120,FLBC8503MB,BRASS FLOOR BOX,01899722943,1,10," $3,564.50 ",,,,,,,,
120,FLBC8503NL,NICKEL FLOOR BOX,01899722944,1,10," $3,564.50 ",,,,,,,,
120,FLBC8508MB,BRASS FLOOR BOX,01899722983,1,10," $5,979.58 ",,,,,,,,
120,FLBC8508NL,NICKEL FLOOR BOX,01899722984,1,10," $6,266.32 ",,,,,,,,
120,FLBC8510BL,SINGLE GANG BLACK FLOO,01899722964,1,1," $4,079.37 ",,,,,,,,
120,FLBC8510BR,SINGLE GANG BROWN FLOO,01899722965,1,1," $4,079.37 ",,,,,,,,
120,FLBC8510CA,SINGLE G CARAMEL FLR,01899722975,1,1," $4,079.37 ",,,,,,,,
120,FLBC8510GY,SINGLE GANG GRAY FLOOR,01899722966,1,1," $4,079.37 ",,,,,,,,
120,FLBC8510LA,SINGLE G LT ALMOND FLR,01899722976,1,1," $4,079.37 ",,,,,,,,
120,FLBC8510MB,BRASS SINGLE GANG FLOO,01899722953,1,1," $8,562.31 ",,,,,,,,
120,FLBC8510NL,NICKEL SINGLE GANG FLO,01899722954,1,1," $8,562.31 ",,,,,,,,
120,FLBC8513MB,SINGLE GANG MB DATACOM,01899720821,1,1," $7,994.68 ",,,,,,,,
120,FLBC8513NL,SINGLE GANG NL DATACOM,01899720822,1,1," $7,994.68 ",,,,,,,,
120,FLBC8518MB,BRASS FLOOR BOX,01899722985,1,1," $11,358.47 ",,,,,,,,
120,FLBC8518NL,NICKEL FLOOR BOX,01899722986,1,1," $11,358.47 ",,,,,,,,
120,FLBC8520BL,TWO GANG BLACK FLOOR B,01899722967,1,1," $8,158.74 ",,,,,,,,
120,FLBC8520BR,TWO GANG BROWN FLOOR B,01899722968,1,1," $8,158.74 ",,,,,,,,
120,FLBC8520CA,TWO G CARAMEL FLR BOX,01899722977,1,1," $8,158.74 ",,,,,,,,
120,FLBC8520GY,TWO GANG GRAY FLOOR BO,01899722969,1,1," $8,158.74 ",,,,,,,,
120,FLBC8520LA,TWO G LT ALMOND FLR BX,01899722978,1,1," $8,158.74 ",,,,,,,,
120,FLBC8520MB,BRASS TWO GANG FLOOR B,01899722955,1,1," $17,179.16 ",,,,,,,,
120,FLBC8520NL,NICKEL TWO GANG FLOOR,01899722956,1,1," $17,179.16 ",,,,,,,,
120,FLBC8523MB,MB TWO GANG DATACOM CO,01899720823,1,1," $16,040.29 ",,,,,,,,
120,FLBC8523NL,NL TWO GANG DATACOM CO,01899720824,1,1," $16,040.29 ",,,,,,,,
120,FLBC8528MB,BRASS FLOOR BOX,01899722987,1,1," $20,356.26 ",,,,,,,,
120,FLBC8528NL,NICKEL FLOOR BOX,01899722988,1,1," $20,356.26 ",,,,,,,,
120,FLBC8530BL,THREE GANG BLACK FLOOR,01899722970,1,1," $9,820.74 ",,,,,,,,
120,FLBC8530BR,THREE GANG BROWN FLOOR,01899722971,1,1," $9,820.74 ",,,,,,,,
120,FLBC8530CA,3 GANG CARAMEL FLR BOX,01899722979,1,1," $9,820.74 ",,,,,,,,
120,FLBC8530GY,THREE GANG GRAY FLOOR,01899722972,1,1," $9,820.74 ",,,,,,,,
120,FLBC8530LA,3 GANG LT ALMOND FL BX,01899722980,1,1," $9,820.74 ",,,,,,,,
120,FLBC8530MB,BRASS THREE GANG FLOOR,01899722957,1,1," $24,339.86 ",,,,,,,,
120,FLBC8530NL,NICKL THREE GANG FLOOR,01899722958,1,1," $24,339.86 ",,,,,,,,
120,FLBC8533MB,MB THREE GANG DATACOM,01899720825,1,1," $22,726.28 ",,,,,,,,
120,FLBC8533NL,NL THREE GANG DATACOM,01899720826,1,1," $22,726.28 ",,,,,,,,
120,FLBC8538MB,BRASS FLOOR BOX,01899722989,1,1," $27,531.01 ",,,,,,,,
120,FLBC8538NL,NICKEL FLOOR BOX,01899722990,1,1," $27,531.01 ",,,,,,,,
120,FLBCF101BL,CONCRETE FLR BOX FLIP,01899706953,1,1," $2,045.14 ",,,,,,,,
120,FLBCF101BLTK,BLK FLIP LID CONC KIT,01899713830,1,1," $1,207.28 ",,,,,,,,
120,FLBCF101BR,CONCRETE FLR BOX FLIP,01899706952,1,1," $2,045.14 ",,,,,,,,
120,FLBCF101BRTK,BRN FLIP LID CONC KIT,01899713829,1,1," $1,207.28 ",,,,,,,,
120,FLBCF101LA,CONCRETE FLR BOX FLIP,01899706951,1,1," $2,045.14 ",,,,,,,,
120,FLBCF101LATK,ALM FLIP LID CONC KIT,01899713828,1,1," $1,207.28 ",,,,,,,,
120,FLBCF101MB,BRASS FLOOR BOX CONCR,01899752454,1,1," $6,990.29 ",,,,,,,,
120,FLBCF101MBTK,BRS FLIP LID CONC KIT,01899713831,1,1," $5,743.39 ",,,,,,,,
120,FLBCF101NL,NICKEL FLOOR BOX CONCR,01899752455,1,1," $7,351.59 ",,,,,,,,
