"ARLINGTON INDUSTRIES, INC.",,,,,,,,,,,,,,
DISTRIBUTOR NET PRICE SHEET,,,,,,,,,,,,,,
"EFFECTIVE JULY 1, 2022",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CODE,ITEM #,DESCRIPTION,UPC,UNIT,STD, PRICE / C ,,,,,,,,
14,612,PORCELAIN WIRE HOLDER,01899700612,5,5," $1,058.78 ",,,,,,,,
14,613,PORCELAIN WIRE HOLDER,01899700613,5,5, $784.25 ,,,,,,,,
14,615,"PIPE SUPPORT 10"" BOLT",01899700615,5,5," $1,372.50 ",,,,,,,,
14,616,PORCELAIN WIRE HOLDER,01899700616,5,5," $1,036.37 ",10.86,,,,,,,HD  9.20
14,617,PORCELAIN WIRE HOLDER,01899700617,5,5, $924.31 ,,,,,,,,
58,61HC,COLLAPSIBLE COVER,01899700687,1,4," $1,276.20 ",,,,,,,,
58,61HW,COLLAPSIBLE COVER,01899700685,1,4," $1,276.20 ",,,,,,,,
58,61VC,COLLAPSIBLE COVER,01899700683,1,4," $1,276.20 ",,,,,,,,
58,61VW,COLLAPSIBLE COVER,01899700681,1,4," $1,276.20 ",,,,,,,,
14,620,"PIPE SUPPORT - 3"" LAG",01899700620,5,5," $1,160.87 ",,,,,,,,
14,624,1-1/4 to 1-1/2 RF FLSH,01899700624,10,10, $966.36 ,,,,,,,,
14,625,"2"" ROOF FLASHING",01899700625,10,10, $952.37 ,13.74,,,,,R290,,HD 8.77
14,626,"2-1/2"" ROOF FLASHING",01899700626,10,10, $994.37 ,,,,,,,,
14,634,FLEX FLASH 1.25-1.5,01899700634,12,12," $1,249.27 ",,,,,,,,
14,635,"FLEX FLASH 2""",01899700635,12,12," $1,330.49 ",,,,,,,,
14,636,FLEX FLASH 2.5,01899700636,12,12," $1,574.15 ",,,,,,,,
14,637,"FLEX FLASH 3""",01899700637,12,12," $1,596.58 ",,,,,,,,
14,639,"FLEX FLASH 4""",01899700639,12,12," $1,680.59 ",,,,,,,,
16,645,"2"" WIRE HLDR/PIPE HNGR",01899700645,5,5," $1,206.44 ",,,,,,,,
16,660,SERVICE ENT. CABLE CAP,01899700660,50,50, $542.89 ,,,,,,,,
16,662,SERVICE ENT. CABLE CAP,01899700662,10,10," $1,278.01 ",,,,,,,,
16,663,3 #4-3 #2 SILL PLATES,01899700663,10,10, $361.95 ,,,,,,,,
16,664,3 #3/0-3 #4/0 SILL PLT,01899700664,10,10, $998.93 ,,,,,,,,
38,6A10,"3-1/2"" OFFSET NIPPLE",01899764000,1,1," $8,932.53 ",,,,,,,,
38,6A11,"4"" OFFSET NIPPLE",01899764002,1,1," $10,962.64 ",,,,,,,,
38,6A2,"1/2"" OFFSET NIPPLE",01899761200,20,200, $212.51 ,,,,,,,,
38,6A3,"3/4"" OFFSET NIPPLE",01899761300,10,100, $258.08 ,,,,,,,,
38,6A4,"1"" OFFSET NIPPLE",01899761400,10,100, $316.86 ,,,,,,,,
38,6A5,"1-1/4"" OFFSET NIPPLE",01899761500,10,40, $457.27 ,,,,,,,,
38,6A6,"1-1/2"" OFFSET NIPPLE",01899761600,10,40, $586.29 ,,,,,,,,
38,6A7,"2"" OFFSET NIPPLE",01899761700,10,10, $861.37 ,,,,,,,,
38,6A8,"2-1/2"" OFFSET NIPPLE",01899761800,2,2," $4,872.26 ",,,,,,,,
38,6A9,"3"" OFFSET NIPPLE",01899761900,1,1," $6,090.37 ",,,,,,,,
26,717DB,GROUND CLMP-DIR.BURIAL,01899712514,25,250, $336.61 ,,,,,,,,
25,718DB,GROUND ROD CLAMP,01899772000,10,10, $920.48 ,,,,,,,,
25,719DB,GROUND ROD CLAMP,01899772001,10,10," $1,489.35 ",,,,,,,,
26,720B,"1/2-1"" BRASS GRD.CLAMP",01899772020,25,250, $302.60 ,,,,,,,,
26,720BBS,"1/2-1"" BR GD CLM BR SC",01899772022,25,250, $384.08 ,,,,,,,,
26,720DB,GRND CLMP-DIR. BURIAL,01899700721,25,250, $488.81 ,,,,,,,,
109,720GB5,ZINC GROUNDING BRACKET,01899709754,25,25, $688.64 ,,,,,,,,
26,720S,BARE WIRE GRD.CLAMP DC,01899772010,25,250, $145.73 ,,,,,,,,
26,720Z,GRD.CLAMP-ZINC PLATE,01899772080,25,250, $124.98 ,,,,,,,,
26,721B,1 1/4-2BRASS GRD.CLAMP,01899700722,5,20, $858.37 ,,,,,,,,
26,722B,"2-1/2"" TO 4"" BRASS  GC",01899707222,1,1," $3,055.12 ",,,,,,,,
14,723,"1-1/4"" ALUM ROOF FLASH",01899700723,10,10," $1,741.12 ",,,,,,,,
26,723B,"4-1/2"" TO 6"" BRONZE GC",01899707232,1,1," $4,495.35 ",,,,,,,,
14,724,"1-1/2"" ALUM ROOF FLASH",01899700724,10,10," $2,715.83 ",,,,,,,,
14,725,"2"" ALUM ROOF FLASHING",01899700725,5,5," $2,739.39 ",,,,,,,,
14,726,1-1/4-2 SND/CST FL,01899700726,10,10," $2,773.02 ",,,,,,,,
26,730B,"GROUND CLAMP 1/2"" HUB",01899773020,5,50, $654.65 ,,,,,,,,
111,7510AST,"3/4"" SNAP 2IT CONNECT",01899755090,25,25, $233.48 ,,,,,,,,
10,75LPCGBAG,"3/4"" NM CG IN BAG",01899755082,1,100, $217.11 ,,,,,,,,
26,780,"1/2"" GRD ROD CLAMP",01899700780,25,25, $372.44 ,,,,,,,,
26,781,"5/8"" GRD ROD CLAMP",01899700781,25,100, $366.57 ,,,,,,,,
26,782,"3/4"" GRD ROD CLAMP",01899700782,25,25, $512.08 ,,,,,,,,
54,800AST,"1/2"" SNPT INS EMT CON",01899780029,50,500, $62.27 ,,,,,,,,
54,800ST,"1/2"" SNPT EMT CONN",01899780025,50,500, $40.76 ,,,,,,,,
54,801ST,"3/4"" EMT SS CONN",01899780027,25,250, $61.71 ,,,,,,,,
56,8081,SIDING BOX KIT,01899780812,25,25, $953.48 ,,,,,,,,
56,8081DBL,SIDING BOX KIT,01899780813,1,25," $1,083.54 ",,,,,,,,
56,8081F,SIDING BOX KIT,01899780814,25,25, $953.48 ,,,,,,,,
56,8081FB,8081F BOX ONLY,01899710941,25,25, $476.76 ,,,,,,,,
56,8081FC,8081F COVER ONLY,01899710939,25,25, $476.76 ,,,,,,,,
56,8081FDBL,SIDING BOX KIT,01899780815,25,25," $1,083.54 ",,,,,,,,
56,8081FDBLC,8081FDBL COVER ONLY,01899710943,10,10, $606.78 ,,,,,,,,
56,8082F,SIDING BOX KIT,01899732240,25,25," $1,700.40 ",,,,,,,,
56,8091F,GFI SIDING BOX KIT,01899717856,25,25," $1,545.80 ",,,,,,,,
56,8091FB,8091F BOX ONLY,01899710945,10,10, $772.91 ,,,,,,,,
56,8091FC,8091F COVER ONLY,01899710946,10,10, $772.91 ,,,,,,,,
56,8091FDBL,SIDING BOX KIT MEGA PL,01899724168,10,10," $1,834.74 ",,,,,,,,
56,8091FDBLC,MEGA SIDING BOX COVER,01899710947,10,10," $1,545.80 ",,,,,,,,
56,8100LP,MEGA SIDING BOX COVER,01899710749,1,10," $1,011.27 ",,,,,,,,
56,8100MLP,SUPER MEGA PLATE,01899710752,1,10," $1,719.22 ",,,,,,,,
56,8131,"5/16"" LAP SIDING BLK",01899708131,1,10," $1,363.77 ",,,,,,,,
56,8141,"1/2""LAP MOUNTING KIT",01899710751,1,10," $1,363.77 ",21.85,,,,,,,
56,8141DBL,"1/2""LAP MOUNTING KITxl",01899754524,1,10," $1,838.69 ",29.45,,,,,,,
56,8141F,SIDING MOUNTING BLOCK,01899710761,10,10, $762.79 ,,,,,,,,
56,8151,"5/8""LAP MOUNTING KIT",01899710753,1,10," $1,363.77 ",19.95,21.85,,,,,,
56,8161,FLAT LAP MOUNTING KIT,01899708161,1,10," $1,363.77 ",,,,,,,,
113,8161BP,WEATHERPRF BOX PENDANT,01899708880,1,10," $1,494.20 ",,,,,,,,
113,8161BPBL,BLACK MOUNTING PLATE F,01899712785,1,10," $1,494.20 ",,,,,,,,
113,8161BR,WEATHERPRF BOX WALL BR,01899708881,1,10," $1,808.77 ",,,,,,,,
113,8161CB,WEATHERPRF CORNER BRKT,01899701530,1,5," $2,123.34 ",,,,,,,,
56,8161TR,RD BOX FOR FLAT SURFAC,01899700878,1,10," $1,550.59 ",,,,,,,,
56,8171,DUTCH LAP MOUNTING KIT,01899710757,1,10," $1,363.77 ",,,,,,,,
91,820ART,"1/2"" EMT COMP CONN RT",01899782045,50,50, $100.94 ,,,,,,,,
91,820RT,"1/2"" EMT COMP CONN RT",01899782020,50,50, $85.86 ,,,,,,,,
91,821ART,"3/4"" EMT COMP CONN RT",01899782046,50,50, $143.67 ,,,,,,,,
91,821RT,"3/4"" EMT COMP CONN RT",01899782021,50,50, $122.12 ,,,,,,,,
91,822ART,"1"" EMT COMP CONN RT",01899782047,25,25, $268.34 ,,,,,,,,
91,822RT,"1"" EMT COMP CONN RT",01899782022,25,25, $228.07 ,,,,,,,,
91,823ART,"1 1/4""EMT COMP CONN RT",01899782048,10,10, $420.11 ,,,,,,,,
91,823RT,"11/4"" EMT COMP CONN RT",01899782023,10,10, $357.10 ,,,,,,,,
91,824ART,"1 1/2""EMT COMP CONN RT",01899782049,10,10, $523.13 ,,,,,,,,
91,824RT,"11/2"" EMT COMP CONN RT",01899782024,10,10, $444.66 ,,,,,,,,
91,825ART,"2"" EMT COMP CONN RT",01899782050,10,10, $690.83 ,,,,,,,,
91,825RT,"2"" EMT COMP CONN RT",01899782025,10,10, $587.21 ,,,,,,,,
91,826ART,"21/2"" EMT COMP CONN RT",01899783000,12,12," $2,575.06 ",,,,,,,,
91,826RT,"21/2"" EMT COMP CONN RT",01899783005,12,12," $2,188.80 ",,,,,,,,
91,827ART,"3"" EMT COMP CONN RT",01899783001,12,12," $3,678.66 ",,,,,,,,
91,827RT,"3"" EMT COMP CONN RT",01899783006,12,12," $3,126.86 ",,,,,,,,
91,828ART,"31/2"" EMT COMP CONN RT",01899783002,6,6," $5,714.47 ",,,,,,,,
91,828RT,"31/2"" EMT COMP CONN RT",01899783007,6,6," $4,857.31 ",,,,,,,,
91,829ART,"4"" COMP CONN RT",01899783003,6,6," $6,452.45 ",,,,,,,,
91,829RT,"4"" EMT COMP CONN RT",01899783008,6,6," $5,484.54 ",,,,,,,,
91,830RT,"1/2"" EMT COMP COUP RT",01899782030,50,50, $113.30 ,,,,,,,,
91,831RT,"3/4""EMT COMP COUP RT",01899782031,50,50, $149.27 ,,,,,,,,
91,832RT,"1"" EMT COMP COUP RT",01899782032,25,25, $263.10 ,,,,,,,,
91,833RT,"1 1/4""EMT COMP COUP RT",01899782033,10,10, $431.27 ,,,,,,,,
91,834RT,"1 1/2"" EMT COMP COUPRT",01899782034,10,10, $559.04 ,,,,,,,,
91,835RT,"2"" COMP COUP RT",01899782035,10,10, $678.83 ,,,,,,,,
91,836RT,"21/2"" EMT COMP COUP RT",01899700865,12,12," $3,315.64 ",,,,,,,,
91,837RT,"3"" EMT COMP COUP RT",01899700866,12,12," $4,422.16 ",,,,,,,,
91,838RT,"31/2"" EMT COMP COUP RT",01899700867,6,6," $6,633.96 ",,,,,,,,
91,839RT,"4"" COMP COUP RT",01899700868,6,6," $7,372.10 ",,,,,,,,
45,840,3/8 MC-BX CON W/SQUARE,01899700840,100,1000, $66.48 ,,,,,,,,
1,8400,3/8 MC-BX CONN W/RND,01899708400,100,1000, $63.22 ,,,,,,,,
54,8400ST,"3/8"" MC BX SNPT CN RND",01899780074,100,1000, $65.27 ,,,,,,,,
35,8401,MC-BX OFFSET THRT OPEN,01899708401,100,1000, $65.11 ,,,,,,,,
35,8402,"3/4""MC-BX CN W/END STP",01899708402,50,500, $218.35 ,,,,,,,,
35,8403,"1""MC-BX CN W/END STP",01899708403,25,250, $344.85 ,,,,,,,,
35,8404,1-1/4MC-BX CN W/END ST,01899708404,10,100, $371.60 ,,,,,,,,
35,8405,1-1/2MC-BX CN W/END ST,01899708405,10,50, $823.69 ,,,,,,,,
35,8407,"2"" MC-BX CN W/END STP",01899708407,10,50, $996.14 ,,,,,,,,
35,8408,"2 1/2"" MC CONNECTOR",01899772166,10,10," $2,280.46 ",,,,,,,,
35,8409,3 MC CONNECTOR,01899772168,5,5," $2,827.72 ",,,,,,,,
54,840ST,"3/8"" MC BX SNPT CN RND",01899780070,100,1000, $65.27 ,,,,,,,,
45,841,"1/2"" NM CABLE CONN",01899700841,100,1000, $37.65 ,,,,,,,,
35,8410,"3 1/2"" MC CONNECTOR",01899772170,5,5," $3,210.82 ",,,,,,,,
103,8412,"1"" KO 2-SCREW ADAPTABL",01899708412,20,20, $710.00 ,,,,,,,,
103,8413,"11/4"" 2-SCREW ADAPTABL",01899708413,20,20, $887.49 ,,,,,,,,
103,8414,"11/2"" 2-SCREW ADAPTABL",01899708414,10,10," $1,153.77 ",,,,,,,,
103,8415,"2"" 4-SCREW MC CONN.ADA",01899700583,10,10," $1,419.99 ",,,,,,,,
103,8416,"2-1/2""MULTI RANGE MC",01899708416,5,5," $3,017.48 ",,,,,,,,
103,8417,"3"" MULTI RANGE MC CONN",01899708417,5,5," $3,904.98 ",,,,,,,,
103,8418,"3-1/2"" 4 SCREW ADAPTAB",01899742910,5,5," $4,116.47 ",,,,,,,,
54,841ST,"1/2"" SNAP-TITE ROMEX C",01899780068,100,1000, $39.41 ,,,,,,,,
45,842,"3/4"" SEU CONNECTOR",01899700842,50,500, $90.39 ,,,,,,,,
54,842ST,"3/4"" SNPT SEU CONN",01899780084,50,500, $97.46 ,,,,,,,,
45,843,"1"" SEU CONNECTOR",01899700843,25,250, $145.62 ,,,,,,,,
45,843S,"1"" SER CONNECTOR",01899784310,25,250, $145.62 ,,,,,,,,
45,844,"1-1/4"" SEU CONNECTOR",01899700844,10,100, $215.57 ,,,,,,,,
45,844S,"1-1/4"" SER CONNECTOR",01899784410,10,100, $215.57 ,,,,,,,,
1,845,"3/8"" BX CONNECTOR",01899700845,100,1000, $31.94 ,,,,,,,,
1,845R,"3/8"" BX CONN RND END",01899708459,100,1000, $36.11 ,,,,,,,,
54,845ST,"3/8"" SS SNAP-TITE CONN",01899780092,100,1000, $48.55 ,,,,,,,,
11,846,"3/8"" DUP NM CABLE-BX C",01899700846,25,250, $120.09 ,,,,,,,,
11,84690,90 DEG DUPLEX CONN,01899700090,10,100, $257.69 ,,,,,,,,
54,84690ST,90 DEG DUPLEX SNPT CON,01899758230,10,100, $274.48 ,,,,,,,,
54,846AST,"3/8"" DUP ST INS CONN",01899780052,25,250, $159.11 ,,,,,,,,
11,846SS,"3/8""DUPLEX NM-BX-AC-MC",01899780054,25,250, $140.56 ,,,,,,,,
54,846ST,"3/8"" SNAPTITE DUPLEX C",01899780050,25,250, $133.26 ,,,,,,,,
45,848,"1-1/2"" SEU CONNECTOR",01899700848,10,50, $355.81 ,,,,,,,,
45,848S,"1 1/2"" RND SER CONN",01899784810,10,50, $355.81 ,,,,,,,,
45,849,"2"" SEU CONNECTOR",01899700849,10,50, $417.21 ,,,,,,,,
45,849S,"2"" SER CONNECTOR",01899784910,10,50, $417.21 ,,,,,,,,
18,85,"3/8"" 90 MCAP CONNECTOR",01899700893,50,500, $86.78 ,,,,,,,,
18,850,"3/8"" 90 FLEX CONNECTOR",01899700850,50,500, $86.78 ,,,,,,,,
18,850A,"INS. 3/8"" 90 FLEX CONN",01899785010,50,500, $146.00 ,,,,,,,,
54,850AST,"3/8"" INS 90 ST FLEX CO",01899780156,50,500, $183.01 ,,,,,,,,
54,850ST,"3/8"" 90 SNPTITE FL CON",01899780154,50,500, $103.06 ,,,,,,,,
18,851,"1/2"" 90 FLEX CONNECTOR",01899700851,25,250, $124.64 ,,,,,,,,
18,8510,"4"" 90 FLEX CONNECTOR",01899708510,1,1," $35,399.22 ",,,,,,,,
18,8510A,"INS. 4"" 90 FLEX CONN",01899785101,1,1," $36,060.91 ",,,,,,,,
18,851A,"INS. 1/2"" 90 FLEX CONN",01899785110,25,250, $185.51 ,,,,,,,,
54,851AST,"1/2""90 FX SNPT CON W/I",01899780160,25,250, $190.96 ,,,,,,,,
54,851ST,"1/2"" 90 FLEX SNPT CON",01899780158,25,250, $151.57 ,,,,,,,,
18,852,"3/4"" 90 FLEX CONNECTOR",01899700852,15,150, $322.53 ,,,,,,,,
18,852A,"INS. 3/4"" 90 FLEX CONN",01899785210,15,150, $364.26 ,,,,,,,,
18,853,"1"" 90 FLEX CONNECTOR",01899700853,10,50, $832.32 ,,,,,,,,
18,853A,"INS. 1"" 90 FLEX CONN",01899785310,10,50, $937.93 ,,,,,,,,
18,854,"1-1/4"" 90 FLEX CONN.",01899700854,5,25," $1,177.47 ",,,,,,,,
18,854A,"INS. 1-1/4"" 90 FLEX CO",01899785410,5,25," $1,453.54 ",,,,,,,,
18,855,"1 1/2"" 90 FLEX CONN",01899700855,1,10," $3,349.72 ",,,,,,,,
18,855A,"INS. 1-1/2"" 90 FLEX CO",01899785510,1,10," $3,552.71 ",,,,,,,,
18,856,"2"" 90 FLEX CONNECTOR",01899700856,1,10," $3,529.02 ",,,,,,,,
18,856A,"INS. 2"" 90 FLEX CONN",01899785610,1,10," $4,174.07 ",,,,,,,,
18,857,"2 1/2"" 90 FLEX CONN",01899700857,1,1," $9,275.73 ",,,,,,,,
18,857A,"INS. 2-1/2"" 90 FLEX CO",01899708571,1,1," $9,894.06 ",,,,,,,,
18,858,"3"" 90 FLEX CONNECTOR",01899700858,1,1," $12,367.62 ",,,,,,,,
18,858A,"INS. 3"" 90 FLEX CONN",01899708581,1,1," $12,985.98 ",,,,,,,,
18,859,"3 1/2"" 90 FLEX CONN",01899700859,1,1," $24,116.85 ",,,,,,,,
18,859A,"INS. 3-1/2"" 90 FLEX CO",01899708591,1,1," $24,735.24 ",,,,,,,,
18,85A,"3/8"" 90 MCAP CONN INS",01899712510,50,500, $146.00 ,,,,,,,,
54,85AST,90 DEG SNAP-TITE CONN,01899712511,50,500, $183.01 ,,,,,,,,
54,85ST,"3/8"" 90 MCAP SNAP-TITE",01899700894,50,500, $103.06 ,,,,,,,,
6,860,"1/2""EMT TO 3/8""FLEX CP",01899700860,50,500, $161.33 ,,,,,,,,
6,8600,"1/2""EMT TO 3/8""FLEX CP",01899708600,50,500, $161.33 ,,,,,,,,
6,861,"1/2""EMT TO 1/2""FLEX CP",01899700861,25,250, $265.65 ,,,,,,,,
6,8610,"1/2""EMT TO 1/2""FLEX CP",01899708610,50,500, $379.45 ,,,,,,,,
6,862,"3/4""EMT TO 3/4""FLEX CP",01899700862,25,100, $295.99 ,,,,,,,,
6,8620,"3/4""EMT TO 3/4""FLEX CP",01899708620,25,100, $402.25 ,,,,,,,,
6,8630,"1""EMT TO 1"" FLEX COUPL",01899708630,10,40, $512.27 ,,,,,,,,
48,900,"1/2"" SNAP IN BLANK",01899700900,100,1000, $28.59 ,,,,,,,,
48,901,"3/4"" SNAP IN BLANK",01899700901,50,50, $35.65 ,,,,,,,,
48,902,"1"" SNAP IN BLANK",01899700902,50,50, $64.10 ,,,,,,,,
48,903,"1 1/4'"" SNAP IN BLANK",01899700903,25,25, $77.22 ,,,,,,,,
48,904,1 1/2 SNAP IN BLANK,01899700904,25,25, $126.62 ,,,,,,,,
48,905,"2"" SNAP IN BLANK",01899700905,20,20, $154.43 ,,,,,,,,
28,9100,"1/2"" COMBO HL TO BOX",01899791005,5,50, $491.90 ,,,,,,,,
28,9110,"3/4"" COMBO HL TO BOX",01899791100,5,50, $766.23 ,,,,,,,,
28,9120,"1"" COMBO HL TO BOX",01899750165,5,25," $1,065.97 ",,,,,,,,
28,9130,"1 1/4"" 90 DEG PULL EL",01899750167,2,10," $1,457.50 ",,,,,,,,
7,920SLB,"1/2"" SLB W/COVER GASKE",01899792013,10,10, $399.41 ,,,,,,,,
7,921SLB,"3/4"" SLB W/COVER GASKE",01899792113,10,10, $542.03 ,,,,,,,,
7,922SLB,"1"" SLB W/COVER GASKET",01899792213,5,5, $827.28 ,,,,,,,,
7,923SLB,"1""1/4"" SLB W/COVER GSK",01899792313,5,5," $1,155.29 ",,,,,,,,
7,924SLB,"1""1/2"" SLB W/COVER GSK",01899792413,2,2," $2,282.08 ",,,,,,,,
7,925SLB,"2"" SLB W/COVER GASKET",01899792513,2,10," $3,423.17 ",,,,,,,,
94,930,1/2LB W/CVR & GASKET,01899717900,10,10," $1,024.50 ",,,,,,,,
94,930CG,"1/2"" ANYBODY COVER KIT",01899716500,1,100, $252.39 ,,,,,,,,
100,930NM,"1/2""LB W/CVR & GSKT NM",01899712500,10,10, $330.52 ,,,,,,,,
94,931,"3/4""LB COMB W/CVR&GSKT",01899717901,10,10," $1,293.73 ",,,,,,,,
94,931CG,"3/4"" ANYBODY COVER KIT",01899716501,1,100, $347.67 ,,,,,,,,
100,931NM,"3/4""LB W/CVR & GSKT NM",01899712501,10,10, $425.21 ,,,,,,,,
94,932,"1"" LB COMBO/CVR & GSKT",01899717902,5,5," $1,864.15 ",,,,,,,,
94,932CG,"1"" ANYBODY COVER KIT",01899716502,1,100, $466.03 ,,,,,,,,
100,932NM,"1""LB W/CVR & GSKT NM",01899712502,5,5, $468.11 ,,,,,,,,
94,933,1-1/4 LB COMB CVR&GSKT,01899717903,2,10," $3,017.30 ",,,,,,,,
94,933CG,"1 1/4"" ANYBODY COVRKIT",01899716503,1,100, $607.35 ,,,,,,,,
100,933NM,"1 1/4""LB CVR & GSKT NM",01899712503,2,10, $711.06 ,,,,,,,,
94,934,1-1/2 LB COMB CVR&GSKT,01899717904,2,10," $3,579.69 ",,,,,,,,
94,934CG,"1 1/2"" ANYBODY COVRKIT",01899716504,1,100, $607.35 ,,,,,,,,
100,934NM,"1 1/2""LB CVR & GSKT NM",01899712504,2,10, $854.00 ,,,,,,,,
94,935,"2"" LB COMB W/CVR&GSKT",01899717905,1,5," $6,086.70 ",,,,,,,,
94,935CG,"2"" ANYBODY COVER KIT",01899716505,1,100," $1,023.81 ",,,,,,,,
100,935NM,"2""LB CVR & GSKT NM",01899712505,1,5," $1,511.45 ",,,,,,,,
94,936,"2-1/2"" LB/CVR & GSKT",01899717906,1,1," $13,539.36 ",,,,,,,,
94,936CG,"2 1/2"" ANYBODYCOVR KIT",01899793605,1,25," $1,880.37 ",,,,,,,,
100,936NM,"2 1/2""LB CVR & GSKT NM",01899712506,1,1," $5,752.81 ",,,,,,,,
94,937,"3"" LB W/CVR & GSKT",01899717907,1,1," $16,894.05 ",,,,,,,,
94,937CG,"3"" ANYBODY COVER KIT",01899793705,1,25," $1,880.37 ",,,,,,,,
100,937NM,"3""LB CVR & GSKT NM",01899712507,1,1," $5,943.95 ",,,,,,,,
94,938,"3-1/2"" LB W/CVR & GSKT",01899717908,1,1," $29,208.06 ",,,,,,,,
94,938CG,"3 1/2""ANYBODYCVR KIT",01899793805,1,25," $2,558.68 ",,,,,,,,
100,938NM,"3 1/2""LB CVR & GSKT NM",01899712508,1,1," $6,370.98 ",,,,,,,,
94,939,"4"" LB W/CVR & GSKT",01899717909,1,1," $31,562.36 ",,,,,,,,
94,939CG,"4"" ANYBODY COVER KIT",01899799305,1,1," $2,558.68 ",,,,,,,,
100,939NM,"4""LB CVR & GSKT NM",01899712509,1,1," $6,521.04 ",,,,,,,,
36,AS0,ANTI-SHORT BUSHING,01899710500,100,40000, $4.84 ,,,,,,,,
36,AS1,ANTI-SHORT BUSHING,01899710510,100,35000, $5.12 ,,,,,,,,
36,AS2,ANTI-SHORT BUSHING,01899710520,50,16750, $9.57 ,,,,,,,,
36,AS3,ANTI-SHORT BUSHING,01899710530,50,12500, $14.65 ,0.29,,,,,,,
36,AS4,ANTI-SHORT BUSHING,01899710540,50,7500, $16.34 ,0.34,,,,,,,
36,AS5,ANTI-SHORT BUSHING,01899706052,25,5000, $78.55 ,1.58,,,,,,,
36,AS6,ANTI-SHORT BUSHING,01899706054,10,2000, $109.97 ,2.20,,,,,,,
36,AS7,ANTI-SHORT BUSHING,01899706056,10,2000, $125.66 ,,,,,,,,
36,AS8,ANTI-SHORT BUSHING,01899706058,10,1000, $151.86 ,,,,,,,,
107,B44,STAND OFF BRACKET 4X4,01899700101,25,25, $133.71 ,,,,,,,,
39,BC25,"BEAM CLAMP 1/4""",01899723250,25,100, $93.97 ,,,,,,,,
39,BC38,"BEAM CLAMP 3/8""",01899723380,25,100, $348.51 ,,,,,,,,
67,BE1,BOX EXTENDER,01899740160,25,250, $141.25 ,2.28,,,,,,,
67,BE1BAG,BOX EXTND BAG W SCREWS,01899751905,1,100, $197.74 ,,,,,,,,
67,BE1R,ROUND BOX EXTENDER,01899740161,25,25, $247.16 ,3.96,,,,,,,
67,BE1X,X LARGE BOX EXTENDER,01899740171,25,250, $141.25 ,,,,,,,,
67,BE2,BOX EXTENDER 2 GANG,01899748960,25,25, $197.74 ,3.16,,,,,,,
67,BE2X,XLG 2 GANG BOX EXTENDR,01899748973,25,25, $197.74 ,,,,,,,,
67,BE3,TRIPLE GANG BOX EXTEND,01899748967,10,10, $409.24 ,,,,,,,,
67,BE3X,THREE GANG XL BOX EXTE,01899748974,10,10, $409.24 ,,,,,,,,
67,BE4,FOUR GANG BOX EXTENDER,01899748968,10,10, $562.72 ,,,,,,,,
67,BE4X,FOUR GANG XL BOX EXTEN,01899748975,10,10, $562.72 ,,,,,,,,
67,BES1,1 GANG SURFACE BOX EXT,01899748976,1,10, $356.02 ,,,,,,,,
67,BES2,2 GANG SURFACE BOX EXT,01899748977,1,10, $409.24 ,,,,,,,,
67,BES2C,SURFACE BOX EXTD COUPL,01899748979,1,10, $153.45 ,,,,,,,,
45,BT125,"11/4""& 11/2"" 2PC CONN",01899724125,25,250, $273.03 ,,,,,,,,
45,BT150,"11/2"" 2PC CONN",01899724150,20,200, $298.55 ,,,,,,,,
45,BT50,"1/2"" 2 PC CONNECTOR",01899724050,100,1000, $71.60 ,,,,,,,,
45,BT75,"3/4"" & 1"" 2 PC CONN",01899724075,50,500, $97.15 ,,,,,,,,
112,BW562,BRAIDED SUPPORT WIRE,01899783775,1,4," $5,228.54 ",,,,,,,,
112,BW580,BRAIDED SUPPORT WIRE,01899721250,1,4," $6,208.88 ",,,,,,,,
49,C-STRAP,3/3 2-HOLE SEU STRAP,01899737500,50,200, $20.22 ,,,,,,,,
5,CB1,"1/2"" CLAMP BACK SPACER",01899730100,50,500, $90.53 ,,,,,,,,
5,CB10,"4"" CLMP BACK SPACER",01899730145,10,10," $3,976.50 ",,,,,,,,
5,CB2,"3/4"" CLAMP BACK SPACER",01899730105,50,500, $104.21 ,,,,,,,,
5,CB3,"1"" CLAMP BACK SPACER",01899730110,25,250, $150.86 ,,,,,,,,
5,CB4,"1-1/4""CLMP BACK SPACER",01899730115,25,250, $246.81 ,,,,,,,,
5,CB5,"1-1/2""CLMP BACK SPACER",01899730120,25,250, $342.82 ,,,,,,,,
5,CB6,"2"" CLAMP BACK SPACER",01899730125,25,150, $543.00 ,,,,,,,,
5,CB7,"2-1/2""CLMP BACK SPACER",01899730130,25,25, $987.26 ,,,,,,,,
5,CB8,"3"" CLMP BACK SPACER",01899730135,25,25," $1,576.89 ",,,,,,,,
5,CB9,"3-1/2""CLMP BACK SPACER",01899730140,10,10," $2,166.50 ",,,,,,,,
104,CE1,1 PC SCOOP PLATE WHITE,01899710460,1,25, $177.66 ,,,,,,,,
104,CE1BL,1 PC SCOOP PLATE BLACK,01899710470,1,25, $186.15 ,,,,,,,,
104,CE1RP,CABLE ENTR SLOTTED CVR,01899710560,25,25, $465.32 ,,,,,,,,
104,CE2,2G SCOOP W/LV PLT WHT,01899710461,1,25, $269.89 ,,,,,,,,
104,CE2BL,2G SCOOP W/LV PLT BLK,01899710471,1,25, $269.89 ,,,,,,,,
