Bronze ,Aluminum,Distrib Net ,,Description,Ctn ,  Trade List,,2021
Cat No, Cat No,$/EA,,Category,Qty, $/EA,Mult,Cat Page
T7P4K,ALT7P4K,223.1522,,COUPLER,1,305.6880,0.73,117
T7P4T,ALT7P4T,212.9632,,TEE,1,291.7304,0.73,113
T7P5K,ALT7P5K,258.1563,,COUPLER,1,353.6388,0.73,117
T7P5T                  ,ALT7P5T,235.9943,,TEE,1,323.2799,0.73,113
T7P6K,ALT7P6K,302.7318,,COUPLER,1,414.7012,0.73,117
T7P6T                  ,ALT7P6T,260.6721,,TEE,1,357.0851,0.73,113
T7P7K                  ,ALT7P7K,316.5917,,COUPLER,1,433.6872,0.73,117
T7P7T,ALT7P7T,288.3917,,TEE,1,395.0572,0.73,113
T7P8K,ALT7P8K,331.2405,,COUPLER,1,453.7541,0.73,117
T7P8T,ALT7P8T,298.8895,,TEE,1,409.4377,0.73,113
T7ST6,ALT7ST6,406.5089,,STUD CONNECTOR,1,556.8616,0.73,121
T7ST7,ALT7ST7,457.8886,,STUD CONNECTOR,1,627.2447,0.73,121
T7ST8,ALT7ST8,511.4638,,STUD CONNECTOR,1,700.6354,0.73,121
T84K,ALT84K,309.4673,,COUPLER,1,423.9278,0.73,118
T85K,ALT85K,353.1738,,COUPLER,1,483.7997,0.73,118
T85T,ALT85T,308.5182,,TEE,1,422.6276,0.73,114
T86K,ALT86K,434.7889,,COUPLER,1,595.6013,0.73,118
T86T,ALT86T,385.2846,,TEE,1,527.7871,0.73,114
T87K,ALT87K,485.9284,,COUPLER,1,665.6554,0.73,118
T87T,ALT87T,445.8242,,TEE,1,610.7180,0.73,114
T88K,ALT88K,538.0972,,COUPLER,1,737.1194,0.73,118
T88K90,ALT88K90,672.6586,,ELBOW,1,921.4501,0.73,118
T88T,ALT88T,493.7617,,TEE,1,676.3859,0.73,114
T8A4N                  ,ALT8A4N,451.9422,,LUG,1,619.0988,0.73,110
T8P5K,ALT8P5K,299.3583,,COUPLER,1,410.0798,0.73,117
T8P5T,ALT8P5T,270.2207,,TEE,1,370.1653,0.73,113
T8P6K,ALT8P6K,321.2916,,COUPLER,1,440.1254,0.73,117
T8P6T                  ,ALT8P6T,289.7982,,TEE,1,396.9839,0.73,113
T8P7K,ALT8P7K,337.8159,,COUPLER,1,462.7615,0.73,117
T8P7T,ALT8P7T,304.9960,,TEE,1,417.8028,0.73,113
T8P8K,ALT8P8K,357.9424,,COUPLER,1,490.3321,0.73,117
T8P8T,ALT8P8T,327.7869,,TEE,1,449.0232,0.73,113
T8ST8,ALT8ST8,567.7036,,STUD CONNECTOR,1,777.6762,0.73,121
T95K,ALT95K,396.8688,,COUPLER,1,543.6559,0.73,118
T95T,ALT95T,355.4380,,TEE,1,486.9013,0.73,114
T96K,ALT96K,493.3729,,COUPLER,1,675.8533,0.73,118
T96T,ALT96T,447.3107,,TEE,1,612.7544,0.73,114
T97K,ALT97K,538.0972,,COUPLER,1,737.1194,0.73,118
T97T,ALT97T,495.4084,,TEE,1,678.6416,0.73,114
T98K,ALT98K,592.8388,,COUPLER,1,812.1079,0.73,118
T98T,ALT98T,541.7794,,TEE,1,742.1635,0.73,114
T99K,ALT99K,633.6521,,COUPLER,1,868.0166,0.73,118
T99K90,ALT99K90,801.5023,,ELBOW,1,1097.9484,0.73,118
T99T,ALT99T,582.0258,,TEE,1,797.2956,0.73,114
T9A4N,ALT9A4N,534.4149,,LUG,1,732.0752,0.73,110
T9P5K,ALT9P5K,319.2561,,COUPLER,1,437.3371,0.73,117
T9P5T,ALT9P5T,294.8985,,TEE,1,403.9705,0.73,113
T9P6K,ALT9P6K,341.0293,,COUPLER,1,467.1634,0.73,117
T9P6T,ALT9P6T,303.2807,,TEE,1,415.4531,0.73,113
T9P7K,ALT9P7K,363.1913,,COUPLER,1,497.5223,0.73,117
T9P7T,ALT9P7T,324.5850,,TEE,1,444.6370,0.73,113
T9P8K,ALT9P8K,390.3735,,COUPLER,1,534.7582,0.73,117
T9P8T,ALT9P8T,352.2246,,TEE,1,482.4995,0.73,113
T9ST8,ALT9ST8,624.4123,,STUD CONNECTOR,1,855.3593,0.73,121
TK00T,ALTK00T,133.0748,,TEE,1,182.2943,0.73,114
TK11T,ALTK11T,158.2900,,TEE,1,216.8357,0.73,114
TK21T,ALTK21T,187.7479,,TEE,1,257.1889,0.73,114
TK22T,ALTK22T,201.6879,,TEE,1,276.2848,0.73,114
TK31T,ALTK31T,213.9810,,TEE,1,293.1246,0.73,114
TK32T,ALTK32T,227.9322,,TEE,1,312.2359,0.73,114
TK33T,ALTK33T,243.5189,,TEE,1,333.5875,0.73,114
TK41T,ALTK41T,247.3497,,TEE,1,338.8352,0.73,114
TK42T,ALTK42T,261.2896,,TEE,1,357.9310,0.73,114
TK43T,ALTK43T,276.8762,,TEE,1,379.2824,0.73,114
TK44T,ALTK44T,297.9518,,TEE,1,408.1531,0.73,114
TK52T,ALTK52T,336.9582,,TEE,1,461.5866,0.73,114
TK53T,ALTK53T,352.6935,,TEE,1,483.1417,0.73,114
TK54T,ALTK54T,373.6890,,TEE,1,511.9027,0.73,114
TK55T,ALTK55T,418.4933,,TEE,1,573.2785,0.73,114
TK63T,ALTK63T,426.0065,,TEE,1,583.5706,0.73,114
TK64T,ALTK64T,446.9219,,TEE,1,612.2218,0.73,114
TK65T,ALTK65T,491.8863,,TEE,1,673.8168,0.73,114
TK66T,ALTK66T,530.8928,,TEE,1,727.2504,0.73,114
TK74T,ALTK74T,543.1859,,TEE,1,744.0902,0.73,114
TK75T,ALTK75T,588.0703,,TEE,1,805.5757,0.73,114
TK76T,ALTK76T,627.1453,,TEE,1,859.1032,0.73,114
TK77T,ALTK77T,686.9072,,TEE,1,940.9687,0.73,114
TK85T,ALTK85T,687.8564,,TEE,1,942.2690,0.73,114
TK86T,ALTK86T,727.0115,,TEE,1,995.9062,0.73,114
TK87T,ALTK87T,786.7048,,TEE,1,1077.6778,0.73,114
TK88T,ALTK88T,844.2711,,TEE,1,1156.5358,0.73,114
TK95T,ALTK95T,783.7201,,TEE,1,1073.5891,0.73,114
TK96T,ALTK96T,822.9667,,TEE,1,1127.3516,0.73,114
TK97T,ALTK97T,882.5685,,TEE,1,1208.9980,0.73,114
TK98T,ALTK98T,939.7459,,TEE,1,1287.3232,0.73,114
TK99T,ALTK99T,997.2322,,TEE,1,1366.0715,0.73,114
WP2C3                  ,ALWP2C3,129.0038,,BUS SUPPORT,1,176.7175,0.73,122
WP2C5,ALWP2C5,195.2611,,BUS SUPPORT,1,267.4810,0.73,122
WP4C3                  ,ALWP4C3,135.5792,,BUS SUPPORT,1,185.7250,0.73,122
WP4C5                  ,ALWP4C5,205.3701,,BUS SUPPORT,1,281.3288,0.73,122
WP5C3                  ,ALWP5C3,142.2346,,BUS SUPPORT,1,194.8420,0.73,122
WP5C5                  ,ALWP5C5,235.2052,,BUS SUPPORT,1,322.1989,0.73,122
WP6C3                  ,ALWP6C3,153.0526,,BUS SUPPORT,1,209.6611,0.73,122
WP6C5                  ,ALWP6C5,239.4364,,BUS SUPPORT,1,327.9950,0.73,122
WP7C3                  ,ALWP7C3,161.2748,,BUS SUPPORT,1,220.9244,0.73,122
WP7C5,ALWP7C5,257.8474,,BUS SUPPORT,1,353.2157,0.73,122
WP8C3                  ,ALWP8C3,192.9137,,BUS SUPPORT,1,264.2653,0.73,122
WP8C5,ALWP8C5,281.4274,,BUS SUPPORT,1,385.5170,0.73,122
WP9C3,ALWP9C3,211.8654,,BUS SUPPORT,1,290.2266,0.73,122
WP9C5,ALWP9C5,310.1305,,BUS SUPPORT,1,424.8364,0.73,122
WT5T3                  ,ALWT5T3,186.4100,,BUS SUPPORT,1,255.3562,0.73,122
WT5T5,ALWT5T5,275.7784,,BUS SUPPORT,1,377.7786,0.73,122
WT6T3                  ,ALWT6T3,293.0117,,BUS SUPPORT,1,401.3858,0.73,122
WT6T5                  ,ALWT6T5,385.9822,,BUS SUPPORT,1,528.7428,0.73,122
WT7T3                  ,ALWT7T3,314.7848,,BUS SUPPORT,1,431.2121,0.73,122
WT7T5,ALWT7T5,421.5466,,BUS SUPPORT,1,577.4611,0.73,122
WT8T3,ALWT8T3,401.5001,,BUS SUPPORT,1,550.0002,0.73,122
WT8T5,ALWT8T5,501.8352,,BUS SUPPORT,1,687.4454,0.73,122
WT9T3,ALWT9T3,413.9534,,BUS SUPPORT,1,567.0595,0.73,122
WT9T5,ALWT9T5,545.6904,,BUS SUPPORT,1,747.5210,0.73,122
X25A2N                 ,ALX25A2N,132.3659,,LUG,1,181.3231,0.73,110
X25SP2                 ,ALX25SP2,90.9350,,STUD CONNECTOR,1,124.5685,0.73,119
X25SP3,ALX25SP3,106.3616,,STUD CONNECTOR,1,145.7008,0.73,119
X25SP4,ALX25SP4,118.2659,,STUD CONNECTOR,1,162.0080,0.73,119
X25SP5                 ,ALX25SP5,133.6238,,STUD CONNECTOR,1,183.0463,0.73,119
X25ST2,ALX25ST2,85.0577,,STUD CONNECTOR,1,116.5174,0.73,119
X25ST3                 ,ALX25ST3,99.4774,,STUD CONNECTOR,1,136.2704,0.73,119
X25ST4                 ,ALX25ST4,110.5126,,STUD CONNECTOR,1,151.3871,0.73,119
X25ST5                 ,ALX25ST5,124.8527,,STUD CONNECTOR,1,171.0311,0.73,119
X45A2N                 ,ALX45A2N,154.1390,,LUG,1,211.1494,0.73,110
X45A4N                 ,ALX45A4N,173.3392,,LUG,1,237.4510,0.73,110
X45SP2,ALX45SP2,118.2659,,STUD CONNECTOR,1,162.0080,0.73,119
X45SP3,ALX45SP3,124.9328,,STUD CONNECTOR,1,171.1408,0.73,119
X45SP4,ALX45SP4,141.9259,,STUD CONNECTOR,1,194.4191,0.73,119
X45SP5                 ,ALX45SP5,156.4948,,STUD CONNECTOR,1,214.3764,0.73,119
X45ST2                 ,ALX45ST2,110.5126,,STUD CONNECTOR,1,151.3871,0.73,119
X45ST3                 ,ALX45ST3,116.7792,,STUD CONNECTOR,1,159.9715,0.73,119
X45ST4                 ,ALX45ST4,132.6060,,STUD CONNECTOR,1,181.6520,0.73,119
X45ST5                 ,ALX45ST5,146.2774,,STUD CONNECTOR,1,200.3800,0.73,119
X45ST6,ALX45ST6,153.6015,,STUD CONNECTOR,1,210.4130,0.73,119
X45ST65,ALX45ST65,242.8898,,STUD CONNECTOR,1,332.7258,0.73,119
X45ST7,ALX45ST7,242.8898,,STUD CONNECTOR,1,332.7258,0.73,119
X45ST75,ALX45ST75,331.2405,,STUD CONNECTOR,1,453.7541,0.73,119
X45ST8,ALX45ST8,331.2405,,STUD CONNECTOR,1,453.7541,0.73,119
X6A4N                  ,ALX6A4N,175.7738,,LUG,1,240.7860,0.73,110
X6SP2,ALX6SP2,177.4903,,STUD CONNECTOR,1,243.1374,0.73,119
X6SP3,ALX6SP3,183.9056,,STUD CONNECTOR,1,251.9255,0.73,119
X6SP4,ALX6SP4,193.6944,,STUD CONNECTOR,1,265.3348,0.73,119
X6SP5,ALX6SP5,203.8033,,STUD CONNECTOR,1,279.1826,0.73,119
X6ST2,ALX6ST2,165.8146,,STUD CONNECTOR,1,227.1433,0.73,119
X6ST3                  ,ALX6ST3,171.9212,,STUD CONNECTOR,1,235.5085,0.73,119
X6ST4                  ,ALX6ST4,180.9324,,STUD CONNECTOR,1,247.8526,0.73,119
X6ST5                  ,ALX6ST5,190.4924,,STUD CONNECTOR,1,260.9485,0.73,119
X6ST6                  ,ALX6ST6,200.3613,,STUD CONNECTOR,1,274.4676,0.73,119
X6ST65,ALX6SR65,331.7894,,STUD CONNECTOR,1,454.5060,0.73,119
X6ST7,ALX6ST7,331.7894,,STUD CONNECTOR,1,454.5060,0.73,119
X6ST75,ALX6ST75,389.6644,,STUD CONNECTOR,1,533.7869,0.73,119
X6ST8,ALX6ST8,389.6644,,STUD CONNECTOR,1,533.7869,0.73,119
X8SP5,ALX8SP5,319.4161,,STUD CONNECTOR,1,437.5564,0.73,119
X8ST5,ALX8ST5,298.5007,,STUD CONNECTOR,1,408.9050,0.73,119
X8ST6,ALX8ST6,313.9271,,STUD CONNECTOR,1,430.0372,0.73,119
X8ST65,ALX8ST65,358.1825,,STUD CONNECTOR,1,490.6609,0.73,119
X8ST7,ALX8ST7,358.1825,,STUD CONNECTOR,1,490.6609,0.73,119
X8ST75,ALX8ST75,494.7795,,STUD CONNECTOR,1,677.7802,0.73,119
X8ST8,ALX8ST8,494.7795,,STUD CONNECTOR,1,677.7802,0.73,119
XP11A,ALXP11A,50.8711,,LUG,1,69.6864,0.73,106
XP11A2N,ALXP11A2N,51.6999,,LUG,1,70.8218,0.73,106
XP11A4N                ,ALXP11A4N,53.3351,,LUG,1,73.0618,0.73,106
XP12A                  ,ALXP12A,58.0352,,LUG,1,79.5002,0.73,106
XP12A2N,ALXP12A2N,60.0706,,LUG,1,82.2886,0.73,106
XP12A4N,ALXP12A4N,62.1862,,LUG,1,85.1866,0.73,106
XP13A                  ,ALXP13A,64.3818,,LUG,1,88.1942,0.73,106
XP13A2N                ,ALXP13A2N,66.1087,,LUG,1,90.5598,0.73,106
XP13A4N,ALXP13A4N,69.9395,,LUG,1,95.8075,0.73,106
XP14A,ALXP14A,76.3662,,LUG,1,104.6112,0.73,106
XP14A2N,ALXP14A2N,77.8528,,LUG,1,106.6477,0.73,106
XP14A4N,ALXP14A4N,80.2086,,LUG,1,109.8748,0.73,106
XP15A,ALXP15A,97.7506,,LUG,1,133.9049,0.73,106
XP15A2N                ,ALXP15A2N,98.1394,,LUG,1,134.4376,0.73,106
XP15A4N                ,ALXP15A4N,101.1927,,LUG,1,138.6202,0.73,106
XP16A,ALXP16A,126.7281,,LUG,1,173.6002,0.73,106
XP16A2N,ALXP16A2N,127.6658,,LUG,1,174.8846,0.73,106
XP16A4N                ,ALXP16A4N,130.7306,,LUG,1,179.0830,0.73,106
