Item,Item Description,"Plat Plus 
Net Price",Cost Unit of Measure,STD PACK Qty,Bag QTY, Weight per 100 , Suggested Trade , Suggested Retail Price ,Stocking Indicator,ABC Code,Class,NAED/UPC Number,UNSPSC,Brand,,,,,,
GSW-61,Brass Rotary SPST 6A 125VACO  /F 1/Cd                       ,$3.48,EA,5,1, 6.4 ,$4.50,$5.00,N ,D  ,SRTS,032076890612,39122217       ,Gardner Bender,,,,,,
GSW-62,Brass Rot  SPTT 6A 125VAC  F/O/O/O  1/Cd  5Cds/Master       ,$5.11,EA,5,1, 7.2 ,$6.63,$7.37,N ,D  ,SWT,032076890629,39122217       ,Gardner Bender,,,,,,
GSW-68,Brass Rot  SPTT  6A 125VAC  F/O/O/O  1/Cd  5Cds/Master      ,$4.61,EA,5,1, 6.4 ,$5.97,$6.64,N ,D  ,SWT,032076043025,39122217       ,Gardner Bender,,,,,,
GSW-69,Black Plastic Rot  SPST  6A 125VAC  O/F  1/Cd  5Cds/Master  ,$4.55,EA,5,1, 5.8 ,$5.90,$6.55,N ,D  ,SWT,032076043032,39122217       ,Gardner Bender,,,,,,
GSW-71,SPST HD Cord Switch Brown 3A 250VAC 6 A 125VAC 1/Cd 5Cds    ,$3.92,EA,5,1, 4.0 ,$9.49,$10.55,N ,D  ,SWT,032076922665,39122200       ,Gardner Bender,,,,,,
GSW-72,SPST HD Cord Switch White 3A 250VAC 6 A 125VAC 1/Cd 5Cds    ,$3.92,EA,5,1, 4.4 ,$9.49,$10.55,N ,D  ,SWT,032076922726,39122200       ,Gardner Bender,,,,,,
GSW-SK,Switch Kit 1/Cd                                             ,$24.39,EA,5,1, 41.6 ,$30.41,$33.79,N ,D  ,DSW,032076897475,39122216       ,Gardner Bender,,,,,,
GTA-2N,Lug Mechanical Aluminum AL9CU 1/4in Stud 14-2 AWG 2/CL 6/CL ,$3.41,CO,6,2, 8.5 ,$4.43,$4.92,N ,D  ,ACC,032076017323,39121408       ,Gardner Bender,,,,,,
GTB-406,BLOCK TERMINAL 6-CIRCUIT 30A 600V 22-10 AWG 1/CL 5CLAMS PACK,$4.85,CO,5,1, 17.8 ,$6.29,$6.98,N ,D  ,TOA,032076069896,39121408       ,Gardner Bender,,,,,,
GTB-408,BLOCK TERMINAL 8-CIRCUIT 30A 600V 22-10 AWG 1/CL 5CLAMS PACK,$6.44,CO,5,1, 21.6 ,$8.35,$9.28,N ,D  ,TOA,032076069902,39121408       ,Gardner Bender,,,,,,
GTB-410,BLOCK TERMINAL 10-CIRCUIT 30A 600V 22-10 AWG 1/CL 5CLAM     ,$7.52,CO,5,1, 25.0 ,$9.74,$10.82,N ,D  ,TOA,032076069919,39121408       ,Gardner Bender,,,,,,
GTB-667P,ELECTRICAL TAPE /34in X 66ft X7MIL BLUE PUCK                ,$2.07,EA,10,1,,$2.69,$2.99,N ,D  ,EET,032076064914,31201502       ,Gardner Bender,,,,,,
GTF-300N,FRICTION TAPE 3/4in X 30 BLACK                              ,$2.13,EA,10,1,,$2.74,$3.05,N ,D  ,SPT,032076896317,31201502       ,Gardner Bender,,,,,,
GTF-600N,FRICTION TAPE 3/4in X 60 BLACK                              ,$3.69,EA,10,1,,$4.78,$5.32,N ,D  ,EET,032076896539,31201502       ,Gardner Bender,,,,,,
GTG-667P,ELECTRICAL TAPE 3/4in X 66ft X7MIL GREEN PUCK               ,$2.07,EA,5,1,,$2.69,$2.99,N ,D  ,EET,032076065331,31201502       ,Gardner Bender,,,,,,
GTK-2,Two Piece Safety Kit  GVD-3504 & GFI-3501                   ,$15.63,EA,5,1, 22.2 ,$27.03,$30.04,N ,D  ,TEK,032076075606,41113642       ,Gardner Bender,,,,,,
GTN-667P,ELECTRICAL TAPE 3/4in X 66ft X7MIL BROWN PUCK               ,$2.07,EA,5,1,,$2.69,$2.99,N ,D  ,EET,032076065348,31201502       ,Gardner Bender,,,,,,
GTO-667P,ELECTRICAL TAPE 3/4in X 66ft X7MIL ORANGE PUCK              ,$2.07,EA,5,1,,$2.69,$2.99,N ,D  ,EET,032076065324,31201502       ,Gardner Bender,,,,,,
GTP-307,Tape Flame Ret 3/4in x 30f L Black 1/Roll 100 Rolls/Master  ,$0.71,EA,100,1, 10.5 ,$0.93,$1.03,N ,D  ,EET,032076896621,31201502       ,Gardner Bender,,,,,,
GTP-307D,30ft Electrical Tape w/Dispenser  1/card  5 Card/Master     ,$1.92,EA,5,1, 16.2 ,$3.33,$3.70,N ,D  ,EET,032076064921,31201502       ,Gardner Bender,,,,,,
GTP-307WD,30ft All Weather Tape w/Dispenser  1/card  5 Card/Master    ,$1.92,EA,5,1, 15.6 ,$3.89,$4.32,N ,D  ,EET,032076064938,31201502       ,Gardner Bender,,,,,,
GTP-3366,Tape 33 Series VinylElectrical Tape Black 3/4inX66          ,$2.81,EA,10,1, 24.0 ,$4.74,$5.27,N ,D  ,EET,032076937133,31201502       ,Gardner Bender,4.48,4.22,,,,
GTP-607,Tape Non-Flame Ret 3/4in x 60 ft Black 10 rolls/Sleeve      ,$0.89,EA,100,1, 199.0 ,$1.21,$1.34,N ,D  ,EET,032076895228,31201502       ,Gardner Bender,,,,,,
GTP-607P,Tape  black  60 ft  1/Roll  10 Rolls/master                 ,$2.07,EA,10,1, 25.0 ,$2.69,$2.99,N ,D  ,EET,032076064907,31201502       ,Gardner Bender,,,,,,
GTP-766,TAPE HEAVY DUTY 7MIL VINYL ELECTRICAL TAPE BLACK 3/4in X 66 ,$1.35,EA,10,1,,$2.37,$2.63,N ,D  ,SPT,032076937119,31201502       ,Gardner Bender,,,,,,
GTP-8866,Tape 88 Series Electrical TapeBlack 3/4inX66 8.5mil 1/Puck  ,$3.66,EA,10,1, 28.4 ,$5.93,$6.59,N ,D  ,EET,032076937126,31201502       ,Gardner Bender,,,,,,
GTPB-550,Electrical Tape 1/2in x 20ft 5Pack Black 5/Clam 5 Clams     ,$2.33,CO,5,5, 30.4 ,$3.01,$3.35,N ,D  ,EET,032076064297,31201502       ,Gardner Bender,,,,,,
GTPC-550,Electrical Tape 1/2in x 20ft Assorted Colors                ,$2.35,EA,10,1, 29.1 ,$3.19,$3.54,N ,D  ,EET,032076056155,31201502       ,Gardner Bender,,,,,,
GTPR-575,ElecTape 3/4in x 12ft Assorted Colors 1/Sleeve 10 Sleeves   ,$1.59,EA,10,1, 33.7 ,$2.27,$2.52,N ,D  ,EET,032076072216,31201502       ,Gardner Bender,,,,,,
GTR-667P,ELECTRICAL TAPE 3/4in X 66ft X7MIL RED PUCK                 ,$2.07,EA,5,1,,$2.69,$2.99,N ,D  ,EET,032076065379,31201502       ,Gardner Bender,3.36,,,,,
GTV-667P,ELECTRICAL TAPE 3/4in X 66ft X7MIL VIOLET PUCK              ,$2.07,EA,5,1,,$2.69,$2.99,N ,D  ,EET,032076068332,31201502       ,Gardner Bender,,,,,,
GTW-667P,ELECTRICAL TAPE 3/4in X 66ft X7MIL WHITE PUCK               ,$2.07,EA,5,1,,$2.69,$2.99,N ,D  ,EET,032076065362,31201502       ,Gardner Bender,3.36,,,,,
GTY-667P,ELECTRICAL TAPE 3/4in X 66ft X7MIL YELLOW PUCK              ,$2.07,EA,5,1,,$2.69,$2.99,N ,D  ,EET,032076065355,31201502       ,Gardner Bender,3.36,,,,,
GUSB-3300CS,USB Tester w/ Clip Strip                                    ,$7.27,EA,1,1, 40.0 ,$14.54,$16.16,N ,D  ,VLT,032076938741,41113630       ,Gardner Bender,,,,,,
GUSB-3450,USB Multimeter  1/Card  5/Master                            ,$12.23,EA,5,1, 7.0 ,$21.12,$23.47,N ,D  ,DGM,032076937621,41113630       ,Gardner Bender,,,,,,
GVD-3504,Circuit Alert Non-ContactVoltage Tester 50-600 VAC 1/       ,$10.86,CO,5,1, 10.6 ,$18.79,$20.88,N ,D  ,VLT,032076068400,41113676       ,Gardner Bender,,,,,,
GVD-3505,Adjustable Circuit Alert NCV Tester 12-600 VAC 1/CL 5/CL    ,$13.47,CO,5,1, 14.0 ,$23.28,$25.87,N ,D  ,VLT,032076068738,41113676       ,Gardner Bender,,,,,,
GVT-392,Voltage Tester w/Solenoid 80-480 VAC/DC 1/clam 5 clams      ,$18.41,CO,5,1, 53.6 ,$31.84,$35.38,N ,D  ,VLT,032076068394,41113676       ,Gardner Bender,,,,,,
GWC-1510,Bell Wire Clips  10/Cd  10Cds/Master                        ,$3.12,EA,10,10, 3.1 ,$4.04,$4.49,N ,D  ,PLC,032076898885,39121702       ,Gardner Bender,,,,,,
GWL-20BT,20 Watt LED Work Light with Bluetooth Speaker 2200 Lumens   ,$101.07,BX,1,1, 544.0 ,$131.10,$145.67,N ,D  ,SPE,032076940492,39112013       ,Gardner Bender,,,,,,
GWL-30HD,30 Watt LED Heavy Duty Work Light 3000 Lumens IP65 Rated    ,$86.62,BX,1,1, 440.0 ,$112.36,$124.85,N ,D  ,SPE,032076940478,39112013       ,Gardner Bender,,,,,,
GWL-40,40 Watt LED Multi-Task Work Light 3800 Lumens Directional   ,$97.11,BX,1,1, 635.0 ,$125.97,$139.97,N ,D  ,SPE,032076940485,39112013       ,Gardner Bender,,,,,,
GWM-AST,U-Phase Wire Marker Asst-Blue/Red/White/Green 4 Markers/Pack,$19.55,CO,8,4, 28.7 ,$25.35,$28.16,N ,D  ,WMB,032076938673,39131504       ,Gardner Bender,,,,,,
H864,Rubber Hose w/ 1 AH-630 Coupler  6ft 1/Box  1Boxs/Master    ,$167.49,BX,1,1, 6.3 ,$217.26,$241.40,N ,D  ,FSA,032076813017,40142002       ,Gardner Bender,,,,,,
HF100,HYDRAULIC OIL  1 QUART                                      ,$19.67,EA,12,1, 192.2 ,$25.50,$28.33,N ,D  ,PBS,662005201020,15121504       ,Gardner Bender,,,,,,
HF101,HYDRAULIC OIL  1 GALLON                                     ,$41.44,EA,4,1, 786.6 ,$53.74,$59.71,N ,D  ,PBS,662005212545,15121504       ,Gardner Bender,,,,,,
HGT6520,Stop Shock 2 GFCI Outlet Tester                             ,$16.44,EA,1,1, 28.2 ,$28.41,$31.57,N ,D  ,OTT,032076921866,41113641       ,Sperry,,,,,,
HSB-28,Butt Splice Kit 2-8 AWG 1/Cd                                ,$7.10,EA,5,1, 11.6 ,$9.19,$10.21,N ,D  ,GBS,032076894511,39121718       ,Gardner Bender,,,,,,
HSC-1538UVB,Horizontal Siding Clips  Black  10/Clam  8/Master           ,$2.16,CO,5,15, 6.4 ,$2.85,$3.17,N ,D  ,PLC,032076915582,39121702       ,Gardner Bender,,,,,,
HST-093,Heat Shrink Tubing 3/32in - 3/64in 4in L 8/Cd 10Cds/Master  ,$2.39,EA,10,8, 2.5 ,$3.09,$3.43,N ,D  ,HSTW,032076560935,39121723       ,Gardner Bender,,,,,,
HST-093B,Heat Shrink Tubing 3/32in-3/64in Black 3in 8/Clam 5 Clams   ,$1.75,CO,5,8, 3.0 ,$2.26,$2.51,N ,D  ,HSTW,032076077594,39121723       ,Gardner Bender,,,,,,
HST-093W,Heat Shrink Tubing 3/32in-3/64in White 3in 8/Clam 5 Clams   ,$1.75,CO,5,8, 2.8 ,$2.26,$2.51,N ,D  ,HSTW,032076077754,39121723       ,Gardner Bender,,,,,,
HST-100,Heat Shrink Tube .187 to .062 8ft Red 1/Clam 10 Clams/Master,$7.59,CO,10,1, 6.9 ,$9.85,$10.94,N ,D  ,HSTW,032076059590,39121723       ,Gardner Bender,,,,,,
HST-100B,Heat Shrink Tube  .187 to .062 8ft  Black  1/Clam  10/Master,$7.61,CO,10,1, 7.3 ,$9.87,$10.97,N ,D  ,HSTW,032076072117,39121723       ,Gardner Bender,,,,,,
HST-101,Heat Shrink Tube .250 to .125 8ft Blue 1/Clam 10 Clams/Maste,$7.71,CO,10,1, 7.4 ,$9.99,$11.10,N ,D  ,HSTW,032076059606,39121723       ,Gardner Bender,,,,,,
HST-101B,Heat Shrink Tube  .250 to .125 8ft  Black  1/Clam  10/Master,$8.15,CO,10,1, 7.9 ,$10.57,$11.75,N ,D  ,HSTW,032076072124,39121723       ,Gardner Bender,,,,,,
HST-102,Heat Shrink Tube .312 to .156 8ft Yellow 1/Clam 10 Clams    ,$7.93,CO,10,1, 12.9 ,$10.28,$11.42,N ,D  ,HSTW,032076059613,39121723       ,Gardner Bender,,,,,,
HST-102B,Heat Shrink Tube  .312 to .156 8ft  Black  1/Clam  10/Master,$7.61,CO,10,1, 14.3 ,$9.86,$10.96,N ,D  ,HSTW,032076072131,39121723       ,Gardner Bender,,,,,,
HST-107,Asst Heat Shrink 3in 1/8-1/2in BL YW RD 7 pcs/Clam 5 Clams  ,$2.51,CO,5,7, 5.0 ,$3.24,$3.60,N ,D  ,HSTW,032076064419,39121723       ,Gardner Bender,,,,,,
HST-125,Heat Shrink Tubing 1/8in - 1/16in 4in L 7/Cd 10Cds/Master   ,$1.83,EA,10,7, 2.8 ,$2.37,$2.63,N ,D  ,HSTW,032076561253,39121723       ,Gardner Bender,,,,,,
HST-125B,Heat Shrink Tubing 1/8in-1/16inBlack 3in 8/Clam 5 Clams/Mast,$1.84,CO,5,8, 3.0 ,$2.38,$2.64,N ,D  ,HSTW,032076077600,39121723       ,Gardner Bender,,,,,,
HST-125W,Heat Shrink Tubing 1/8in-1/16inWhite 3in 8/Clam 5 Clams/Mast,$1.84,CO,5,8, 2.8 ,$2.38,$2.64,N ,D  ,HSTW,032076077761,39121723       ,Gardner Bender,,,,,,
HST-1300,Underground UF Splice Kit1/Cd                               ,$10.64,EA,5,1, 23.2 ,$13.79,$15.32,N ,D  ,WBS,032076569013,39121449       ,Gardner Bender,16.86,,,,,
HST-187,Heat Shrink Tubing 3/16in - 3/32in 4in L 8/Cd 10Cds/Master  ,$2.17,EA,10,8, 3.4 ,$2.81,$3.12,N ,D  ,HSTW,032076561871,39121723       ,Gardner Bender,,,,,,
HST-187B,Heat Shrink Tubing 3/16in-3/32in Black 3in 5/Clam 5 Clams   ,$1.97,CO,5,5, 3.2 ,$2.54,$2.82,N ,D  ,HSTW,032076077617,39121723       ,Gardner Bender,,,,,,
HST-187R,Heat Shrink Tubing 3/16in-3/32in Red 3in 5/Clam 5 Clams/Mast,$1.97,CO,5,5, 2.8 ,$2.54,$2.82,N ,D  ,HSTW,032076077693,39121723       ,Gardner Bender,,,,,,
HST-187W,Heat Shrink Tubing 3/16in-3/32in White 3in 5/Clam 5 Clams   ,$1.97,CO,5,5, 3.0 ,$2.54,$2.82,N ,D  ,HSTW,032076077778,39121723       ,Gardner Bender,,,,,,
HST-250,Heat Shrink Tubing 1/4in-1/8i n4in L 6/Cd                   ,$2.22,EA,10,1, 3.3 ,$2.88,$3.20,N ,D  ,HSTW,032076562502,39121723       ,Gardner Bender,,,,,,
HST-250B,Heat Shrink Tubing 1/4in-1/8in Black 3in 5/Clam 5 Clams/Mast,$2.10,CO,5,5, 3.2 ,$2.72,$3.02,N ,D  ,HSTW,032076077624,39121723       ,Gardner Bender,,,,,,
HST-250R,Heat Shrink Tubing 1/4in-1/8in Red 3in 5/Clam 5 Clams/Master,$2.10,CO,5,5, 3.0 ,$2.72,$3.02,N ,D  ,HSTW,032076077709,39121723       ,Gardner Bender,,,,,,
HST-250W,Heat Shrink Tubing 1/4in-1/8in White 3in 5/Clam 5 Clams/Mast,$2.10,CO,5,5, 3.0 ,$2.72,$3.02,N ,D  ,HSTW,032076077785,39121723       ,Gardner Bender,,,,,,
HST-375,Heat Shrink Tubing 3/8in - 3/16in 4in L 3/Cd 10Cds/Master   ,$1.72,EA,10,3, 3.1 ,$2.24,$2.48,N ,D  ,HSTW,032076563752,39121723       ,Gardner Bender,,,,,,
HST-375B,Heat Shrink Tubing 3/8in-3/16in Black 3in 3/Clam 5 Clams/Mas,$1.54,CO,5,3, 3.4 ,$2.00,$2.22,N ,D  ,HSTW,032076077631,39121723       ,Gardner Bender,,,,,,
HST-375R,Heat Shrink Tubing 3/8in-3/16in Red 3in 3/Clam 5 Clams/Mas  ,$1.54,CO,5,3, 3.4 ,$2.00,$2.22,N ,D  ,HSTW,032076077716,39121723       ,Gardner Bender,,,,,,
HST-375W,Heat Shrink Tubing 3/8in-3/16in White 3in 3/Clam 5 Clams/Mas,$1.54,CO,5,3, 3.2 ,$2.00,$2.22,N ,D  ,HSTW,032076077792,39121723       ,Gardner Bender,,,,,,
HST-500,Heat Shrink Tubing 1/2in - 1/4in 4in L 3/Cd 10Cds/Master    ,$1.87,EA,10,3, 3.5 ,$2.42,$2.69,N ,D  ,HSTW,032076565008,39121723       ,Gardner Bender,,,,,,
HST-500B,Heat Shrink Tubing 1/2in-1/4in Black 3in 3/Clam 5 Clams/Mast,$1.62,CO,5,3, 3.6 ,$2.10,$2.33,N ,D  ,HSTW,032076077648,39121723       ,Gardner Bender,,,,,,
HST-500R,Heat Shrink Tubing 1/2in-1/4in Red 3in 3/Clam 5 Clams/Master,$1.62,CO,5,3, 3.4 ,$2.10,$2.33,N ,D  ,HSTW,032076077723,39121723       ,Gardner Bender,,,,,,
HST-500W,Heat Shrink Tubing 1/2in-1/4in White 3in 3/Clam 5 Clams/Mast,$1.62,CO,5,3, 3.1 ,$2.10,$2.33,N ,D  ,HSTW,032076077808,39121723       ,Gardner Bender,,,,,,
HST-750,Heat Shrink Tubing 3/4in - 3/8in 4in L 2/Cd 10Cds/Master    ,$1.76,EA,10,2, 3.4 ,$2.27,$2.52,N ,D  ,HSTW,032076567507,39121723       ,Gardner Bender,,,,,,
HST-750B,Heat Shrink Tubing 3/4in-3/8in Black 3in 2/Clam 5 Clams/Mast,$1.54,EA,5,2, 5.0 ,$2.00,$2.22,N ,D  ,HSTW,032076077655,39121723       ,Gardner Bender,,,,,,
HST-999,Heat Shrink Tubing 1in - 1/2in 4in L 2/Cd 10Cds/Master      ,$2.96,EA,10,2, 4.0 ,$3.83,$4.26,N ,D  ,HSTW,032076569990,39121723       ,Gardner Bender,,,,,,
HST-AST,Heat Shrink Tubing 1/8in -1/16in 4in L 1/4in-1/8in 1/Cd 10Cd,$1.59,EA,10,1, 3.3 ,$2.08,$2.32,N ,D  ,HSTW,032076569006,39121723       ,Gardner Bender,,,,,,
HST-ASTA,Heat Shrink Tubing Assorted Colored 3inL 160/Kit 5 Kits     ,$13.31,EA,5,160, 39.2 ,$17.26,$19.18,N ,D  ,HSTW,032076077921,39121723       ,Gardner Bender,,,,,,
HST-ASTB,Heat Shrink Tubing AssortedB  lack 3inL 160/Kit             ,$11.66,CO,5,160, 40.6 ,$14.57,$16.19,N ,D  ,HSTW,032076077914,39121723       ,Gardner Bender,,,,,,
HST-ASTBR,HEAT SHRINKFOR +POS AND -NEG BATTERY CABLES (6-2/0) 4 PACK  ,$1.38,BG,4,10, 5.0 ,$2.78,$3.08,N ,D  ,HSTW,032076921620,39121723       ,Gardner Bender,,,,,,
HST-WP,Butt Splice Connector Kit8-14  AWG 1/Cd                     ,$5.68,EA,5,1, 7.0 ,$7.37,$8.18,N ,D  ,BSK,032076893736,39121718       ,Gardner Bender,,,,,,
HT-820D,NON-CONTACT BODY INFRAREDTHERMOMETER 1/BAG                  ,$78.72,BG,1,2, 47.5 ,$136.14,$151.27,N ,D  ,THM,032076943356,41112213       ,Gardner Bender,,,,,,
HTP-1010,Tape  Repair Tape  10ft  1/Cd 5Cds/Master                   ,$6.65,EA,5,1, 21.2 ,$9.04,$10.04,N ,D  ,SPT,032076560102,31201502       ,Gardner Bender,,,,,,
HTP-1010BLU,Tape Repair Tape 1inx10ft Blue 1/Cd 5Cds/Master             ,$6.65,EA,5,1, 20.8 ,$9.04,$10.04,N ,D  ,SPT,032076916084,31201502       ,Gardner Bender,,,,,,
HTP-1010CLR,Tape Repair Tape 1inx10ft Clear 1/Cd 5Cds/Master            ,$6.65,EA,5,1, 20.2 ,$9.04,$10.04,N ,D  ,SPT,032076916121,31201502       ,Gardner Bender,,,,,,
HTP-1010GRN,Tape Repair Tape 1inx10ft Green 1/Cd 5Cds/Master            ,$6.65,EA,5,1, 21.8 ,$9.04,$10.04,N ,D  ,SPT,032076916077,31201502       ,Gardner Bender,,,,,,
HTP-1010GRY,Tape Repair Tape 1inx10ft Gray 1/Cd 5Cds/Master             ,$6.65,EA,5,1, 21.2 ,$9.04,$10.04,N ,D  ,SPT,032076916107,31201502       ,Gardner Bender,,,,,,
HTP-1010RED,Tape Repair Tape 1inx10ft Red 1/Cd 5Cds/Master              ,$6.65,EA,5,1, 20.6 ,$9.04,$10.04,N ,D  ,SPT,032076916114,31201502       ,Gardner Bender,,,,,,
HTP-1010WHT,Tape Repair Tape 1inx10ft White 1/Cd 5Cds/Master            ,$6.65,EA,5,1, 20.6 ,$9.04,$10.04,N ,D  ,SPT,032076916138,31201502       ,Gardner Bender,,,,,,
HTP-1010YLW,Tape Repair Tape 1inx10ft Yellow 1/Cd 5Cds/Master           ,$6.65,EA,5,1, 21.2 ,$9.04,$10.04,N ,D  ,SPT,032076916091,31201502       ,Gardner Bender,,,,,,
HTP-1036BLK,Tape Repair Tape 1inx36ft Black 1/roll 5rolls/Master        ,$18.89,EA,5,1, 44.2 ,$25.66,$28.51,N ,D  ,SPT,032076916183,31201502       ,Gardner Bender,,,,,,
HWT-0020,HEAVY WALL HEAT SHRINK 12-6 AWG 2PACK                       ,$2.51,BG,2,10, 7.5 ,$3.24,$3.60,N ,D  ,HSTW,032076921668,39121723       ,Gardner Bender,,,,,,
HWT-0025,HEAVY WALL HEAT SHRINK 8-2 AWG 1PACK                        ,$1.84,BG,10,1, 6.6 ,$2.38,$2.64,N ,D  ,HSTW,032076921644,39121723       ,Gardner Bender,,,,,,
HWT-0033,HEAVY WALL HEAT SHRINK 14-8 AWG 3PACK                       ,$2.34,BG,3,10, 8.2 ,$3.03,$3.37,N ,D  ,HSTW,032076921682,39121723       ,Gardner Bender,,,,,,
HWT-0722,Heat Shrink Tubing 3/4in - 7/32in 1/Bag 10Bags/Master       ,$3.39,BG,10,1, 7.2 ,$5.36,$5.95,N ,D  ,HSTW,032076018283,39121723       ,Gardner Bender,,,,,,
HWT-1138,Heat Shrink Tubing 1 3/32in -3/8in 1/Bag 10Bags/Master      ,$5.13,BG,10,1, 8.5 ,$7.72,$8.58,N ,D  ,HSTW,032076018290,39121723       ,Gardner Bender,,,,,,
HWT-1550,Heat Shrink Tubing 1 1/2in - 1/2in 1/Bag 10Bags/Master      ,$7.39,BG,10,1, 12.7 ,$9.82,$10.91,N ,D  ,HSTW,032076018306,39121723       ,Gardner Bender,,,,,,
IC200,Yellow Plastic Bulb Protector 150w max Imp REPL Cage 50/Box ,$1.34,BX,1,50, 12.5 ,$2.09,$2.32,N ,D  ,LTA,752560101658,39112013       ,Bergen,,,,,,
IRT200,IR Thermometer  Gun Grip Style  1/card  2/master            ,$66.63,EA,2,1, 66.0 ,$115.21,$128.02,N ,D  ,SPE,035632065240,41112213       ,Sperry,,,,,,
ITC-RG-6,Tool-Less F-Series Connector  RG-6  2/Bag  5 Bags/Master    ,$6.30,BG,5,2, 6.4 ,$8.18,$9.08,N ,D  ,SPC,032076074166,39121414       ,Gardner Bender,,,,,,
ITC-RG-6C,Tool-Less F-Series Connector RG-6 Bulk  6/Bag 5 Bags/Master ,$18.92,BG,5,6, 13.8 ,$24.54,$27.26,N ,D  ,SPC,032076074173,39121414       ,Gardner Bender,,,,,,
JO225LC,Powr House System (Kit & Cart)1/Box                         ,"$2,183.77",BX,1,1," 10,412.5 ","$2,832.71","$3,147.46",N ,D  ,FSA,032076306168,27113101       ,Gardner Bender,,,,,,
JO25,Powr-Pak CO2 System (Kit & 1103N)  1/Box  1Boxs/Master      ,"$1,752.95",BX,1,1," 3,622.8 ","$2,273.86","$2,526.52",N ,D  ,FSA,032076306113,27112701       ,Gardner Bender,,,,,,
JO25A,Powr-Pak CO2 System w/o 1103N  1/Box  1Boxs/Master          ,$964.34,BX,1,1," 1,844.4 ","$1,250.91","$1,389.90",N ,D  ,FSA,032076037994,27112701       ,Gardner Bender,,,,,,
JV07,Small Bak-Pak Dial-A-Line Seal-off Body  1/Box  1Boxs/Master,$79.41,BX,1,1, 42.5 ,$103.00,$114.44,N ,D  ,FSA,032076306588,20121423       ,Gardner Bender,,,,,,
JV08,Bak-Pak Short Seal-off  1/Box  1Boxs/Master                 ,$77.99,BX,1,1, 10.0 ,$101.16,$112.40,N ,D  ,FSA,032076306595,20121423       ,Gardner Bender,,,,,,
JV09,Bak-Pak Long Seal-off  1/Box  1Boxs/Master                  ,$76.65,BX,1,1, 18.4 ,$99.42,$110.47,N ,D  ,FSA,032076306601,20121423       ,Gardner Bender,,,,,,
JV12,Bak-Pak Seal-off for 1-1/4in-2-1/2in Pipe 1/Box 1Boxs/Master,$70.34,BX,1,1, 35.3 ,$91.24,$101.38,N ,D  ,FSA,032076306618,20121423       ,Gardner Bender,,,,,,
K4-100,High Bay Work Light 100W LED12000lm 1pc/Per box 4pc/Per M   ,$93.49,BX,4,1, 780.0 ,$143.84,$159.82,N ,D  ,HIB,032076938550,39112013       ,Bergen,,,,,,
K4-60,High Bay Work Light 60W LED 7200lm 1/Per box 4pc/Per Master ,$72.35,BX,4,1, 470.0 ,$144.69,$160.77,N ,D  ,HIB,032076938543,39112013       ,Bergen,,,,,,
K5100,Temp Light 100w LED IP65130   00lm 5000k 1/Box              ,$116.87,BX,1,1, 665.5 ,$179.85,$199.84,N ,D  ,HIB,752560400386,39112013       ,Bergen,,,,,,
K5150,Temp Light 150w LED IP6520    250lm 5000k 1/box             ,$155.82,BX,2,1, 865.5 ,$239.81,$266.46,N ,D  ,HIB,752560883769,39112013       ,Bergen,,,,,,
K5-30,High Bay Work Light 30W LED 3900lm 1/Per box 6pc/Per Master ,$66.78,BX,6,1, 460.0 ,$102.78,$114.21,N ,D  ,HIB,032076938512,39112013       ,Bergen,,,,,,
K560,Temp Light 60w LED IP657500   lm 5000k 1/Box                ,$80.14,BX,2,1, 782.5 ,$123.36,$137.07,N ,D  ,HIB,752560400485,39112013       ,Bergen,,,,,,
KC3540,Knockout Converter                                          ,$51.98,EA,1,1, 93.0 ,$67.42,$74.92,N ,D  ,KOS,032076813093,27111505       ,Gardner Bender,,,,,,
KD1000B,DIE 34MM                                                    ,$10.86,EA,6,1, 28.8 ,$14.09,$15.66,N ,D  ,KOS,032076894078,27111505       ,Gardner Bender,,,,,,
KD1250B,DIE 43MM                                                    ,$12.48,EA,5,1, 31.9 ,$16.19,$17.99,N ,D  ,KOS,032076894061,27111505       ,Gardner Bender,,,,,,
KD1500B,DIE 49MM                                                    ,$22.38,EA,5,1, 46.6 ,$29.02,$32.24,N ,D  ,KOS,032076894054,27111505       ,Gardner Bender,,,,,,
KD1732B,Knockout Die 1-7/32in 1/Cd5Cds/Master                       ,$16.17,EA,5,1, 20.9 ,$20.97,$23.30,N ,D  ,KOS,032076896195,27111505       ,Gardner Bender,,,,,,
KD2000B,DIE 60MM                                                    ,$28.36,EA,5,1, 97.2 ,$36.78,$40.87,N ,D  ,KOS,032076894047,27111505       ,Gardner Bender,,,,,,
KD2500,DIE 73MM                                                    ,$52.01,EA,1,1, 148.0 ,$67.47,$74.96,N ,D  ,KOS,032076813277,27111505       ,Gardner Bender,,,,,,
KD3000,DIE 89MM                                                    ,$96.49,EA,1,1, 225.0 ,$125.16,$139.07,N ,D  ,KOS,032076813284,27111505       ,Gardner Bender,,,,,,
KD3500,DIE 102MM                                                   ,$166.49,EA,1,1, 358.8 ,$215.97,$239.96,N ,D  ,KOS,032076813291,27111505       ,Gardner Bender,,,,,,
KD4000,DIE 115MM                                                   ,$176.91,EA,1,1, 424.0 ,$229.48,$254.98,N ,D  ,KOS,032076813307,27111505       ,Gardner Bender,,,,,,
