Item,Item Description,"Plat Plus 
Net Price",Cost Unit of Measure,STD PACK Qty,Bag QTY, Weight per 100 , Suggested Trade , Suggested Retail Price ,Stocking Indicator,ABC Code,Class,NAED/UPC Number,UNSPSC,Brand,,,,,,
42900,KING900 DIGITAL WIRE AND VALVELOCATING SYSTEM               ,$852.88,EA,1,1,,"$1,312.19","$1,457.99",N ,D  ,CLT,719362429007,41113642       ,King,,,,,,
42-ALPHA,Wire Marker Booklet Circuit Breaker Markers 1/Bag 10Bags    ,$4.27,BG,10,1, 4.3 ,$5.53,$6.14,N ,D  ,WMB,032076420390,39131506       ,Gardner Bender,,,,,,
44010,SAPLING SOAKER RING  1/BAG  24 BAGS/MASTER                  ,$17.46,BG,24,1, 207.0 ,$34.56,$38.40,N ,D  ,PVC,719362440101,21102503       ,King,,,,,,
44020,SAPLING SOAKER BAG 1/BAG                                    ,$16.29,BG,24,1, 157.0 ,$32.18,$35.76,N ,D  ,PVC,719362440200,21102503       ,King,,,,,,
45015,3/4in PVC LEAK-B-GONE RINGS 10/BAG 10 BAGS/MASTER           ,$17.92,BG,10,10, 7.0 ,$31.03,$34.48,N ,D  ,PVC,719362450155,21102503       ,King,,,,,,
45020,1in PVC LEAK-B-GONE RINGS 10/BAG 10 BAGS/MASTER             ,$18.91,BG,10,10, 10.0 ,$32.75,$36.38,N ,D  ,PVC,719362450209,21102503       ,King,,,,,,
45025,1-1/4in PVC LEAK-B-GONE RINGS10/BAG 10 BAGS/MASTER          ,$19.93,BG,10,10, 17.5 ,$34.48,$38.32,N ,D  ,PVC,719362450254,21102503       ,King,,,,,,
45030,1-1/2in PVC LEAK-B-GONE RINGS10/BAG 10 BAGS/MASTER          ,$20.91,BG,10,10, 20.0 ,$36.20,$40.22,N ,D  ,PVC,719362450308,21102503       ,King,,,,,,
45035,2in PVC LEAK-B-GONE RINGS 10/BAG 10 BAGS/MASTER             ,$21.90,BG,10,10, 20.0 ,$37.93,$42.14,N ,D  ,PVC,719362450353,21102503       ,King,,,,,,
45040,3in PVC LEAK-B-GONE RINGS 10/BAG 10 BAGS/MASTER             ,$22.90,BG,10,10, 34.6 ,$39.67,$44.08,N ,D  ,PVC,719362450407,21102503       ,King,,,,,,
45045,4in PVC LEAK-B-GONE RINGS 10/BAG 10 BAGS/MASTER             ,$23.91,BG,10,10, 70.0 ,$41.39,$45.98,N ,D  ,PVC,719362450452,21102503       ,King,,,,,,
45050,3/4in 1in 1-1/4in & 1-1/2in PVC RINGS 4/BAG 10 BAGS/MASTER  ,$8.96,BG,10,4, 6.5 ,$17.81,$19.79,N ,D  ,PVC,719362450506,21102503       ,King,,,,,,
45055,2in 3in & 4in PVC RINGS 3/BAG 10 BAGS/MASTER                ,$8.96,BG,10,3, 13.7 ,$17.81,$19.79,N ,D  ,PVC,719362450551,21102503       ,King,,,,,,
45100,SWITCH HD TOGGLE-ON-OFF 20 AMP                              ,$2.04,EA,6,1, 9.3 ,$4.07,$4.54,N ,D  ,SSW,046494451003,39122211       ,Calterm,,,,,,
45-104,Cable Tie Natural 4in 18 lb40/Bag 10Bags/Master             ,$0.81,BG,10,40, 3.7 ,$1.71,$1.90,N ,D  ,NBT,032076451042,39121703       ,Gardner Bender,,,,,,
45-104ID,CABLE TIE HORIZONTAL ID TAG 4 IN NATURAL 18LB 100/BAG 10 BAG,$1.13,BG,10,100, 15.0 ,$2.27,$2.52,N ,D  ,SPE,032076945893,39121703       ,Gardner Bender,,,,,,
45-104UVB,Cable Tie UVB 4in 18 lb 30/Bag 10Bags/Master                ,$0.81,BG,10,30, 3.2 ,$1.52,$1.69,N ,D  ,UBT,032076880309,39121703       ,Gardner Bender,,,,,,
45110,SWITCH HD PUSH BUTTON STARTER                               ,$3.83,EA,4,1, 18.9 ,$7.67,$8.52,N ,D  ,SPBS,046494451102,39122216       ,Calterm,,,,,,
45-12BEADBK,Cable Tie Beaded 12in UVB 70lb 15/bag 10bags/master         ,$2.22,BG,10,15, 13.5 ,$2.85,$3.17,N ,D  ,SPE,032076915070,39121703       ,Gardner Bender,,,,,,
45-12BEADYW,Cable Tie Beaded 12in Yellow 70lb 15/bag 10bags/master      ,$2.22,BG,10,15, 13.2 ,$2.85,$3.17,N ,D  ,CCB,032076915315,39121703       ,Gardner Bender,,,,,,
45-24BEADBK,Cable Tie Beaded 24in UVB 140lb 5/bag 10bags/master         ,$3.35,BG,10,5, 16.1 ,$4.29,$4.76,N ,D  ,SPE,032076915131,39121703       ,Gardner Bender,,,,,,
45-306SS,Cable Tie 6in 100# StainlessSteel 10/Bag 10 Bags/Master     ,$5.05,BG,10,10, 6.0 ,$6.54,$7.27,N ,D  ,SPE,032076073138,39121703       ,Gardner Bender,,,,,,
45-308,Cable Tie 8in 75 lb 20/Bag 10Bags/Master                    ,$0.81,BG,10,20, 7.3 ,$1.52,$1.69,N ,D  ,NDT,032076453084,39121703       ,Gardner Bender,,,,,,
45-308G,DoubleLock Cable Tie  Green  8in 75 lb  20/Bag 10Bags/Master,$0.97,BG,10,20, 7.1 ,$1.93,$2.15,N ,D  ,UDT,032076898243,39121703       ,Gardner Bender,,,,,,
45-308GCS,Cable Tie Green 8in 75 lb 20/Bag 10Bags with Clip strip     ,$12.52,BG,10,20, 74.0 ,$25.02,$27.81,N ,D  ,UDT,500320768982,39121703       ,Gardner Bender,,,,,,
45-308ID,Cable Tie 8in 50# Vertical ID 25/Bag 10 Bags/Master         ,$2.31,BG,10,25, 10.4 ,$3.11,$3.46,N ,D  ,SPE,032076073527,39121703       ,Gardner Bender,,,,,,
45-308MT,Mtg Cable Tie 8in 50 lb 20/Bag 10Bags/Master                ,$1.60,BG,10,20, 7.9 ,$2.29,$2.54,N ,D  ,NMT,032076898762,39121703       ,Gardner Bender,,,,,,
45-308MTG,8in Mounting Tie Grey 15 Pcs/Bag 10 Bags/Master             ,$3.19,BG,10,15, 7.0 ,$4.10,$4.56,N ,D  ,NMT,032076073916,39121703       ,Gardner Bender,,,,,,
45-308MTUVB,Mtg Cable Tie UVB 8in 50 lb15/Bag 10Bags/Master             ,$1.54,BG,10,15, 6.3 ,$2.41,$2.68,N ,D  ,UMT,032076898779,39121703       ,Gardner Bender,,,,,,
45-308SC,8in Self Cutting Cable Tie natural 50lb 20/bag 10 bags/maste,$1.48,BG,10,20, 7.9 ,$2.96,$3.29,N ,D  ,SCT,032076921989,39121703       ,Gardner Bender,,,,,,
45-308UVB,Cable Tie UVB 8in 75 lb 15/Bag 10Bags/Master                ,$0.86,BG,10,15, 5.9 ,$1.52,$1.69,N ,D  ,UDT,032076880316,39121703       ,Gardner Bender,,,,,,
45-308UVBFZ,Cable Tie 8in Xtreme Black50lb 20/bag 10/master PACK        ,$1.54,BG,10,20, 6.6 ,$2.96,$3.29,N ,D  ,EXT,032076919870,39121703       ,Gardner Bender,,,,,,
45-308UVBSC,8in Self Cutting Cable Tie black 50lb. 20/bag 10 bags/master,$1.67,BG,10,20, 7.9 ,$2.96,$3.29,N ,D  ,SCT,032076922337,39121703       ,Gardner Bender,,,,,,
45-311DHUVB,CABLE TIE DUAL-HEAD 11in 50LB. UVB 25/BAG 10 BAGS/MASTER    ,$1.36,BG,10,25, 20.0 ,$2.72,$3.02,N ,D  ,SPE,032076945916,39121703       ,Gardner Bender,,,,,,
45-311SC,11inSelf Cutting Cable Tie natural 50lb 20/bag 10 bags/maste,$2.24,BG,10,20, 9.8 ,$3.91,$4.34,N ,D  ,SCT,032076922009,39121703       ,Gardner Bender,,,,,,
45-311UVBFZ,Cable Tie 11in Xtreme Black 50lb 20/bag 10/master PACK      ,$2.15,BG,10,20, 9.5 ,$4.74,$5.27,N ,D  ,EXT,032076919894,39121703       ,Gardner Bender,,,,,,
45-311UVBSC,11in Self Cutting Cable Tie black 50lb 20/bag 10 bags/master,$2.32,BG,10,20, 10.0 ,$3.91,$4.34,N ,D  ,SCT,032076922351,39121703       ,Gardner Bender,,,,,,
45-312,Cable Tie 11in 75 lb 12/Bag10Bags/Master                    ,$0.73,BG,10,12, 6.5 ,$1.71,$1.90,N ,D  ,NDT,032076453121,39121703       ,Gardner Bender,,,,,,
45-312SS,Cable Tie 11in 100# Stainless Steel 10/Bag 10 Bags/Master   ,$7.35,BG,10,10, 8.9 ,$9.54,$10.60,N ,D  ,SPE,032076073145,39121703       ,Gardner Bender,,,,,,
45-312UVB,Cable Tie UVB 11in 75 lb 8/Bag 10Bags/Master                ,$0.73,BG,10,8, 4.9 ,$1.52,$1.69,N ,D  ,UDT,032076880323,39121703       ,Gardner Bender,,,,,,
45-314SC,14inSelf Cutting Cable Tie natural 50lb 20/bag 10 bags/maste,$2.93,BG,10,20, 12.1 ,$4.74,$5.27,N ,D  ,SCT,032076922023,39121703       ,Gardner Bender,,,,,,
45-314UVBFZ,Cable Tie 14in Xtreme Black 50lb 20/bag 10/master PACK      ,$2.62,BG,10,20, 12.0 ,$5.93,$6.59,N ,D  ,EXT,032076919917,39121703       ,Gardner Bender,,,,,,
45-314UVBSC,14in Self Cutting Cable Tie black 50lb 20/bag 10 bags/master,$3.02,BG,10,20, 11.7 ,$4.74,$5.27,N ,D  ,SCT,032076922405,39121703       ,Gardner Bender,,,,,,
45-315,Cable Tie 14in 75 lb 8/Bag 10Bags/Master                    ,$0.81,BG,10,8, 5.9 ,$1.71,$1.90,N ,D  ,NDT,032076453152,39121703       ,Gardner Bender,,,,,,
45-315UVB,Cable Tie UVB 14in 75 lb 8/Bag 10Bags/Master                ,$0.81,BG,10,8, 6.2 ,$1.52,$1.69,N ,D  ,UDT,032076880330,39121703       ,Gardner Bender,,,,,,
45-4BEADBK,CABLE TIE BEADED BEADED 4in 18LBS. UVB 20/BAG 10 BAGS/MASTER,$0.31,BG,10,20, 15.0 ,$0.62,$0.69,N ,D  ,SPE,032076945886,39121703       ,Gardner Bender,,,,,,
45-515,Hvy-dty Cable Tie 15in (120 lb) 10/Bag 10 Bags(REPL W/46-415,$2.15,BG,10,10, 13.2 ,$2.97,$3.30,N ,D  ,NHT,032076056612,39121703       ,Gardner Bender,,,,,,
45-515UVB,Hvy-dty Cable Tie UVB 15in (120 lb) 10/Bag 10 Bags/Master   ,$2.32,BG,10,10, 13.2 ,$3.25,$3.61,N ,D  ,UHT,032076056636,39121703       ,Gardner Bender,,,,,,
45-518N,Hvy-dty Cable Tie 18in (175 lb) 10/Bag 10 Bags/Master       ,$2.47,BG,10,10, 18.7 ,$4.15,$4.61,N ,D  ,NHT,032076056650,39121703       ,Gardner Bender,,,,,,
45-518UVBN,Hvy-dty Cable Tie UVB 18in(1  75 lb) 10/Bag                 ,$2.66,BG,10,10, 18.8 ,$4.49,$4.99,N ,D  ,UHT,032076056667,39121703       ,Gardner Bender,,,,,,
45-521,Hvy-dty Cable Tie 21in (175 lb) 10/Bag 10 Bags/Master       ,$3.21,BG,10,10, 26.0 ,$5.08,$5.64,N ,D  ,NHT,032076056674,39121703       ,Gardner Bender,,,,,,
45-521UVB,Hvy-dty Cable Tie UVB 21in (175 LB) 10/Bag 10 Bags/Master   ,$3.37,BG,10,10, 24.6 ,$5.48,$6.08,N ,D  ,UHT,032076056681,39121703       ,Gardner Bender,,,,,,
45-524,Hvy-dty Cable Tie 24in (175 lb) 10/Bag 10 Bags/Master       ,$3.37,BG,10,10, 28.5 ,$5.53,$6.14,N ,D  ,NHT,032076056698,39121703       ,Gardner Bender,,,,,,
45-524SP,Cable Tie 24in 175lbs Natural Heavy Duty 10/Bag 10/Master   ,$3.69,BG,10,10, 25.7 ,$5.01,$5.57,N ,D  ,NHT,032076072148,39121703       ,Gardner Bender,,,,,,
45-524UVB,Hvy-dty Cable Tie UVB 24in(1  75 lb) 10/Bag                 ,$3.47,BG,10,10, 27.0 ,$6.00,$6.67,N ,D  ,UHT,032076056704,39121703       ,Gardner Bender,,,,,,
45-524UVBSP,Cable Tie 24in 175lbs UV Heavy Duty 10/Bag 10/Master        ,$4.00,BG,10,10, 27.7 ,$5.41,$6.01,N ,D  ,UHT,032076072155,39121703       ,Gardner Bender,,,,,,
45-536,Hvy-dty Cable Tie 36in (175 lb) 10/Bag 10 Bags/Master       ,$6.16,BG,10,10, 41.4 ,$7.97,$8.86,N ,D  ,NHT,032076056735,39121703       ,Gardner Bender,,,,,,
45-536SP,Cable Tie 36in 175lbs Natural Heavy Duty Shelf Pack 10/BG 10,$4.46,BG,10,10, 42.0 ,$6.06,$6.73,N ,D  ,NHT,032076072162,39121703       ,Gardner Bender,,,,,,
45-536UVB,Hvy-dty Cable Tie UVB 36in (175 lb) 10/Bag 10 Bags/Master   ,$6.74,BG,10,10, 41.3 ,$8.74,$9.71,N ,D  ,UHT,032076056742,39121703       ,Gardner Bender,,,,,,
45-536UVBSP,Cable Tie 36in 175lbs UV HeavyDuty Shelf Pack 10/Bag 10     ,$4.84,BG,10,10, 41.6 ,$6.58,$7.31,N ,D  ,UHT,032076072179,39121703       ,Gardner Bender,,,,,,
45-548,Hvy-dty Cable Tie 48in (175 lb) 10/Bag 10 Bags/Master       ,$8.53,BG,10,10, 57.7 ,$10.83,$12.04,N ,D  ,NHT,032076056759,39121703       ,Gardner Bender,,,,,,
45-548SP,Cable Tie 48in 175lbs Natural Heavy Duty Shelf Pack 10/BG 10,$7.25,BG,10,10, 53.9 ,$9.83,$10.92,N ,D  ,NHT,032076072186,39121703       ,Gardner Bender,,,,,,
45-548UVB,Hvy-dty Cable Tie UVB 48in (175 lb) 10/Bag 10 Bags/Master   ,$10.29,BG,10,10, 58.6 ,$13.35,$14.83,N ,D  ,UHT,032076056766,39121703       ,Gardner Bender,,,,,,
45-548UVBSP,Cable Tie 48in 175lbs UV HeavyDuty Shelf Pack 10/Bag 10     ,$7.84,BG,10,10, 54.4 ,$10.62,$11.80,N ,D  ,UHT,032076072193,39121703       ,Gardner Bender,,,,,,
45-8BEADBK,Cable Tie Beaded 8in UVB 70lb 15/bag 10bags/master          ,$1.88,BG,10,15, 10.1 ,$2.39,$2.65,N ,D  ,SPE,032076915049,39121703       ,Gardner Bender,,,,,,
45-MB,Mtg Base 1in x 1in 5/Bag 10Bags/Master                      ,$0.90,BG,10,5, 2.9 ,$1.74,$1.93,N ,D  ,NMT,032076880507,39121717       ,Gardner Bender,,,,,,
45-MBUVB,Mtg Base UVB 1in x 1in 5/Bag 10Bags/Master                  ,$0.90,BG,10,5, 2.9 ,$1.74,$1.93,N ,D  ,UMT,032076880514,39121717       ,Gardner Bender,,,,,,
45-PMBUVB,Push-mount Bases UVB Black 5/16in x 9/16in 10/Clam 8/Master ,$2.96,CO,5,15, 5.8 ,$3.79,$4.21,N ,D  ,UMT,032076915353,39121703       ,Gardner Bender,,,,,,
45-V11BKW,11in Black Grip Strip 5/Bag 10 Bags/Master                  ,$3.88,BG,10,5, 4.6 ,$5.02,$5.58,N ,D  ,SPE,032076067533,39121703       ,Gardner Bender,,,,,,
45-V15FBK,Grip-Strip Black 8in 50/Bag5 Bags/Master                    ,$12.15,BG,5,1, 19.8 ,$32.58,$36.20,N ,D  ,SPE,032076073978,39121703       ,Gardner Bender,,,,,,
45-V8BKW,8in BLACK GRIP STRIP                                        ,$3.14,EA,10,5, 3.7 ,$4.07,$4.52,N ,D  ,SPE,032076067540,39121703       ,Gardner Bender,,,,,,
46-104,NYLON 66 - CABLE TIES 100/BAG                               ,$1.10,BG,10,100, 7.4 ,$2.16,$2.40,N ,D  ,NBT,032076461041,39121703       ,Gardner Bender,,,,,,
46-104MN,NATURAL 4in CABLE TIE 1000/BAG                              ,$9.75,BG,5,1000, 68.8 ,$19.36,$21.52,N ,D  ,NBT,032076882273,39121703       ,Gardner Bender,,,,,,
46-104UVB,UV BLACK - CABLE TIES 100/BAG                               ,$1.18,BG,10,100, 7.6 ,$3.47,$3.85,N ,D  ,UBT,032076881467,39121703       ,Gardner Bender,,,,,,
46-104UVBMN,UV BLACK 4in CABLE TIE 1000/BAG                             ,$10.20,BG,5,1000, 73.8 ,$31.10,$34.56,N ,D  ,UBT,032076882280,39121703       ,Gardner Bender,,,,,,
46-111UVBM,UV BLACK 12.6in MTG HD CABLE TI                             ,$3.47,BG,10,100, 47.6 ,$14.60,$16.22,N ,D  ,UMT,032076924096,39121703       ,Gardner Bender,,,,,,
46-114,NYLON 66 - CABLE TIES 100/BAG                               ,$3.84,BG,10,100, 52.8 ,$16.15,$17.94,N ,D  ,NBT,032076923921,39121703       ,Gardner Bender,,,,,,
46-114UVB,UV BLACK - CABLE TIES 100/BAG                               ,$3.92,BG,10,100, 52.3 ,$16.50,$18.34,N ,D  ,UBT,032076923945,39121703       ,Gardner Bender,,,,,,
46-12BEADBK,Cable Tie Beaded 12in UVB 70lb 40/bag 10bags/master         ,$5.59,BG,10,40, 31.7 ,$7.12,$7.91,N ,D  ,SPE,032076915094,39121703       ,Gardner Bender,,,,,,
46200,GORILLA UF/NM-B CABLE STRIPPER  1/CARD  5 CARDS/MASTER      ,$11.79,EA,5,1, 24.4 ,$20.40,$22.67,N ,D  ,WSR,719362462004,27111510       ,King,,,,,,
46-206,NYLON 66 - CABLE TIES 100/BAG                               ,$2.15,BG,10,100, 16.6 ,$5.03,$5.59,N ,D  ,NDT,032076462062,39121703       ,Gardner Bender,,,,,,
46-206M,Cable Tie 6in 30 lb 1000/Bag 5Bags/Master COMUN             ,$15.95,BG,5,1000, 150.8 ,$45.30,$50.33,N ,D  ,NBT,032076882334,39121703       ,Gardner Bender,,,,,,
46-206UVB,UV BLACK - CABLE TIES 100/BAG                               ,$2.22,BG,10,100, 16.2 ,$5.81,$6.46,N ,D  ,UDT,032076881498,39121703       ,Gardner Bender,,,,,,
46-210,Cable Tie Double Lock 11in 45 lb 100/Bag 10Bags/Master      ,$4.08,BG,10,100, 29.7 ,$9.86,$10.96,N ,D  ,UDT,032076462109,39121703       ,Gardner Bender,,,,,,
46-210UVB,Cable Tie UVB 11in 45 lb 100/Bag 10Bags/Master              ,$4.44,BG,10,100, 29.4 ,$13.09,$14.54,N ,D  ,UBT,032076881504,39121703       ,Gardner Bender,,,,,,
46300,PVC CABLE SAW 36in 1/CARD 12 CARDS/MASTER                   ,$2.74,EA,12,1, 6.3 ,$5.45,$6.06,N ,D  ,PCC,719362463001,27111508       ,King,,,,,,
46-308,NATURAL 8in CABLE TIE 100/BAG                               ,$2.47,BG,10,100, 29.3 ,$5.12,$5.69,N ,D  ,NDT,032076463083,39121703       ,Gardner Bender,,,,,,
46-308FST,Cable tie 8in 75lb Neon FPK FOE FBE FYW FGN 100/bag 10 Bags ,$3.21,BG,10,100, 30.2 ,$6.08,$6.76,N ,D  ,ACT,032076002916,39121703       ,Gardner Bender,,,,,,
46-308G,Cable tie 8in 75lb Green 100/bag 10 Bags/Master             ,$3.21,BG,10,100, 28.7 ,$6.84,$7.60,N ,D  ,UDT,032076898250,39121703       ,Gardner Bender,,,,,,
46-308LP,CABLE TIE LOW PROFILE 8in NATURAL 50LB. 100/BAG 10 BAGS     ,$4.01,BG,10,100, 30.0 ,$8.01,$8.91,N ,D  ,SPE,032076945909,39121703       ,Gardner Bender,,,,,,
46-308MN,NATURAL 8in CABLE TIE 1000/BAG                              ,$23.04,BG,5,1000, 288.6 ,$46.23,$51.37,N ,D  ,NDT,032076882419,39121703       ,Gardner Bender,,,,,,
46-308MP,Cable Tie 7in 50# Natural Metal Pawl 20/Bag 10 Bags/Master  ,$2.18,BG,10,20, 8.1 ,$2.97,$3.30,N ,D  ,SPE,032076073152,39121703       ,Gardner Bender,,,,,,
46-308SC,8inSelf Cutting Cable Tie natural 50lb 50/bag 10 bags/master,$3.59,BG,10,50, 17.2 ,$5.91,$6.56,N ,D  ,SCT,032076922047,39121703       ,Gardner Bender,,,,,,
46-308UVB,Cable tie 8in 75lb Black100   /BAG                          ,$2.55,BG,10,100, 29.1 ,$6.42,$7.13,N ,D  ,UDT,032076881085,39121703       ,Gardner Bender,,,,,,
46-308UVBFZCC,Xtreme Cable Tie 8in 50lbBl   ack 100/bag 10 bags/CutCase   ,$4.34,BG,10,100, 26.3 ,$9.49,$10.55,N ,D  ,EXT,032076919931,39121703       ,Gardner Bender,,,,,,
46-308UVBMN,Cable tie 8in 75lb Black100   /bag                          ,$24.20,BG,5,1000, 283.0 ,$57.75,$64.16,N ,D  ,UDT,032076882426,39121703       ,Gardner Bender,,,,,,
46-308UVBMP,Cable Tie 7in 50# UV Metal Pawl 20/Bag 10 Bags/Master       ,$2.15,BG,10,20, 8.0 ,$3.19,$3.54,N ,D  ,SPE,032076073169,39121703       ,Gardner Bender,,,,,,
46-308UVBSC,8in Self Cutting black 50lb.  50 per bag                    ,$4.01,BG,10,50, 17.5 ,$5.91,$6.56,N ,D  ,SCT,032076922429,39121703       ,Gardner Bender,,,,,,
46310,RATCHET POLY/PVC PIPE CUTTER1/CARD                          ,$21.70,EA,6,1, 124.2 ,$37.29,$41.44,N ,D  ,PVC,719362463100,23241610       ,King,,,,,,
46-310,NATURAL 11.25in CABLE TIE 100/BAG                           ,$3.55,BG,10,100, 38.0 ,$10.95,$12.17,N ,D  ,NDT,032076463106,39121703       ,Gardner Bender,,,,,,
46-310M,NATURAL 11.25in CABLE TIE 1000/BAG                          ,$30.11,BG,5,1000, 364.0 ,$98.34,$109.27,N ,D  ,NDT,032076882433,39121703       ,Gardner Bender,,,,,,
46-310MP,Cable Tie 11in 50# Natural Metal Pawl 10/Bag 10 Bags/Master ,$2.15,BG,10,10, 6.8 ,$2.87,$3.19,N ,D  ,SPE,032076073176,39121703       ,Gardner Bender,,,,,,
46-310UVB,UV BLACK - CABLE TIES 100/BAG                               ,$3.84,BG,10,100, 39.2 ,$13.55,$15.06,N ,D  ,UDT,032076881092,39121703       ,Gardner Bender,,,,,,
46-310UVBM,Cable tie 11in 75lb Black10   00/Bag                        ,$31.38,BG,5,1000, 373.6 ,$121.81,$135.35,N ,D  ,UDT,032076882440,39121703       ,Gardner Bender,,,,,,
46-310UVBMP,Cable Tie 11in 50# UV Metal Pawl 10/Bag 10 Bags/Master      ,$2.32,BG,10,10, 6.7 ,$3.16,$3.52,N ,D  ,SPE,032076073183,39121703       ,Gardner Bender,,,,,,
46-311,Cable tie 11in 75lb Natural 300/bag 5 Bags/Master           ,$10.44,BG,5,300, 115.2 ,$27.09,$30.10,N ,D  ,NDT,032076899042,39121703       ,Gardner Bender,,,,,,
46-311GSC,11in Self Cutting Cable Tie Green 50lb 50/bag 10 bags/master,$5.70,BG,10,50, 20.0 ,$10.68,$11.87,N ,D  ,SCT,032076940355,39121703       ,Gardner Bender,,,,,,
46-311SC,11inSelf Cutting Cable Tie natural 50lb 50/bag 10 bags/maste,$5.45,BG,10,50, 22.0 ,$8.88,$9.86,N ,D  ,SCT,032076922061,39121703       ,Gardner Bender,,,,,,
46-311UVBFZ,Cable Tie 11in Xtreme Black   50lb 100/bag                  ,$8.26,BG,10,100, 39.1 ,$11.87,$13.19,N ,D  ,EXT,032076919955,39121703       ,Gardner Bender,,,,,,
46-311UVBSC,11in Self Cutting Cable Tie black 50lb 50/bag 10 bags/master,$5.70,BG,10,50, 22.3 ,$8.88,$9.86,N ,D  ,SCT,032076922443,39121703       ,Gardner Bender,,,,,,
46-314SC,14inSelf Cutting Cable Tie natural 50lb 50/bag 10 bags/maste,$7.14,BG,10,50, 27.8 ,$9.47,$10.52,N ,D  ,SCT,032076922085,39121703       ,Gardner Bender,,,,,,
46-314UVBFZ,Cable Tie 14in Xtreme Black   50lb 100/bag                  ,$10.14,BG,10,100, 49.6 ,$14.25,$15.83,N ,D  ,EXT,032076919979,39121703       ,Gardner Bender,,,,,,
46-314UVBSC,14in Self Cutting Cable Tie black 50lb 50/bag 10 bags/master,$7.40,BG,10,50, 28.0 ,$11.85,$13.16,N ,D  ,SCT,032076922467,39121703       ,Gardner Bender,,,,,,
46-315,Cable tie 14in 75lb Natural   100/bag                       ,$4.00,BG,10,100, 46.2 ,$12.43,$13.81,N ,D  ,NDT,032076463151,39121703       ,Gardner Bender,,,,,,
46-315M,Cable tie 14in 75lb Natural   1000/bag 5 Bags/Master        ,$35.45,BG,5,1000, 454.8 ,$111.92,$124.36,N ,D  ,NDT,032076882457,39121703       ,Gardner Bender,,,,,,
46-315UVB,Cable tie 14in 75lb Black10   0/bag                         ,$4.36,BG,10,100, 46.2 ,$15.78,$17.53,N ,D  ,UDT,032076881108,39121703       ,Gardner Bender,,,,,,
46-315UVBM,CABLE TIE 14in 75LB BLACK1000/BAG                           ,$38.03,BG,5,1000, 447.8 ,$142.28,$158.09,N ,D  ,UDT,032076882464,39121703       ,Gardner Bender,,,,,,
46-330,Cable tie Hvy-dty 30in 175lb Natural 25/bag 10 Bags/Master  ,$7.95,BG,10,25, 94.0 ,$13.28,$14.76,N ,D  ,NHT,032076463304,39121703       ,Gardner Bender,,,,,,
46-330UVB,UV BLACK 28in CABLE TIE 50/BAG                              ,$8.35,BG,10,25, 92.9 ,$14.49,$16.10,N ,D  ,UHT,032076881122,39121703       ,Gardner Bender,,,,,,
46350,2in RATCHET POLY/PVC PIPE CUTTER 1/CARD 6 CARDS/MASTER      ,$32.53,EA,6,1, 141.6 ,$55.94,$62.16,N ,D  ,PCC,719362463506,23241610       ,King,,,,,,
46351,2in RATCHET CUTTER REPLACEMENTBLADE 1/CARD 6 CARDS/MASTER   ,$12.48,EA,24,1, 30.0 ,$21.49,$23.88,N ,D  ,PCC,719362463513,27112802       ,King,,,,,,
46-408,Cable tie Hvy-dty 8in 120lb Natural 100/bag 10 Bags/Master  ,$9.40,BG,10,100, 58.5 ,$20.77,$23.08,N ,D  ,NHT,032076038793,39121703       ,Gardner Bender,,,,,,
46-408UVB,Cable tie Hvy-dty 8in 120lb Black 100/bag 10 Bags/Master    ,$9.47,BG,10,100, 58.9 ,$22.52,$25.02,N ,D  ,UHT,032076038809,39121703       ,Gardner Bender,,,,,,
46-412,Cable tie Hvy-dty 12in 120lb Natural 100/bag 10 Bags/Master ,$10.45,BG,10,100, 85.6 ,$28.63,$31.81,N ,D  ,NHT,032076038816,39121703       ,Gardner Bender,,,,,,
46-412UVB,Cable tie Hvy-dty 12in 120lb Black 100/bag 10 Bags/Master   ,$11.55,BG,10,100, 84.9 ,$31.38,$34.87,N ,D  ,UHT,032076038823,39121703       ,Gardner Bender,,,,,,
46-415,Cable tie Hvy-dty 15in 120lb Natural 50/bag 10 Bags/Master  ,$6.38,BG,10,50, 54.4 ,$13.62,$15.13,N ,D  ,NHT,032076464158,39121703       ,Gardner Bender,,,,,,
46-415UVB,NATURAL 14.5in CABLE TIE 100/BAG                            ,$6.56,BG,10,50, 55.5 ,$18.55,$20.62,N ,D  ,UHT,032076881146,39121703       ,Gardner Bender,,,,,,
46-418,Cable tie Hvy-dty 18in 175lb Natural 50/bag 10 Bags/Master  ,$7.10,BG,10,50, 101.6 ,$18.93,$21.04,N ,D  ,NHT,032076038830,39121703       ,Gardner Bender,,,,,,
46-418UVB,UV BLACK - CABLE TIES 100/BAG                               ,$7.70,BG,10,50, 102.1 ,$19.87,$22.08,N ,D  ,UHT,032076038847,39121703       ,Gardner Bender,,,,,,
46-421UVB,Cable tie Hvy-dty 21in 175lb Black 50/bag 10 Bags/Master    ,$7.79,BG,10,50, 108.5 ,$25.92,$28.80,N ,D  ,UHT,032076881153,39121703       ,Gardner Bender,,,,,,
46-424,NYLON 66 - CABLE TIES 100/BAG                               ,$10.79,BG,10,50, 117.4 ,$19.67,$21.85,N ,D  ,NHT,032076024581,39121703       ,Gardner Bender,,,,,,
46-424UVB,UV BLACK - CABLE TIES 100/BAG                               ,$11.30,BG,10,50, 115.1 ,$20.60,$22.88,N ,D  ,UHT,032076024598,39121703       ,Gardner Bender,,,,,,
