"MORRIS PRICING EFFECTIVE May 13, 2022",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Bar Code#,key,UNSPS Code,Page#,Morris Cat #,Min Piece   Order Qty,Item Description,Price Per,Broken Case Price,PVC Cement                                 1-19 Cases                            Ships UPS,PVC Cement            Pickup/Will Call,PVC Cement                     20+ Cases                  Assorted ,Qty Per Case,,,,,,,
4966,601986731126,,,SPR2022LC57,73112,1,Mic LED Emergency HO WH Housin,Piece,27.51,,,,,,,,,,,
4967,601986731140,,,SPR2022LC57,73114,1,Mic LED Emer HO Rem WH Housin,Piece,32.73,,,,,,,,,,,
4968,601986731157,,,SPR2022LC57,73115,1,Mic LED Emer HO Rem BLK Housin,Piece,35.36,,,,,,,,,,,
4969,601986731164,,,SPR2022LC58,73116,1,Micro LED Single Em Lt  Head,Piece,10.83,,,,,,,,,,,
4970,601986731171,,,SPR2022LC58,73117,1,Micro LED Double Head Round HO,Piece,16.09,,,,,,,,,,,
4971,601986731188,,,SPR2022LC57,73118,1,Micro LED Emergency WH Housing,Piece,17.69,,26.55,28.35,31.45,34.95,,,,,,
4972,601986731195,,,SPR2022LC57,73119,1,Micro LED Emergency BLK Housin,Piece,24.88,,,,,,,,,,,
4973,601986731263,,,SPR2022LC58,73126,1,Micro Single Head Weatherproof,Piece,12.68,,,,,,,,,,,
4974,601986731270,,,SPR2022LC58,73127,1,Micro Double Head Weatherproof,Piece,21.27,,,,,,,,,,,
4975,601986731584,,,SPR2022LC57,73158,1,Recessed Emergency Light,Piece,157.53,,,,,,,,,,,
4976,601986731607,,,SPR2022LC57,73160,1,Recessed Emergency Light Wh,Piece,123.51,,,,,,,,,,,
4977,601986731614,,,SPR2022LC57,73161,1,Recessed Emergency Light Black,Piece,126.67,,,,,,,,,,,
4978,601986731669,,,SPR2022LC58,73166,1,50W 6V Remote Emergency Lt,Piece,128.68,,,,,,,,,,,
4979,601986731706,,,SPR2022LC58,73170,1,100W 6V Remote Emergency Lt,Piece,183.96,,,,,,,,,,,
4980,601986731768,,,SPR2022LC58,73176,1,50W 12V Remote Emergency Lt,Piece,123.79,,,,,,,,,,,
4981,601986731805,,,SPR2022LC58,73180,1,100W 12V Remote Emergency Lt,Piece,176.84,,,,,,,,,,,
4982,601986732109,,,SPR2022LC10,73210,1,Twinspot Light Bronze,Piece,21.00,,,,,,,,,,,
4983,601986732116,,,SPR2022LC10,73211,1,Twinspot Light White,Piece,21.00,,,,,,,,,,,
4984,601986733007,,,SPR2022LC58,73300,1,Outdoor Em Exit Self Diag Brnz,Piece,165.92,,,,,,,,,,,
4985,601986733014,,,SPR2022LC58,73301,1,Cold Em Exit Self Diag Brnz,Piece,183.96,,,,,,,,,,,
4986,601986733021,,,SPR2022LC58,73302,1,Cold EmExit SelfDiag Brnz Tl20,Piece,195.98,,,,,,,,,,,
4987,601986733038,,,SPR2022LC58,73303,1,Indoor Remote 1-Head Gray,Piece,16.84,,,,,,,,,,,
4988,601986733045,,,SPR2022LC58,73304,1,Indoor Remote 2-Head Gray,Piece,28.86,,,,,,,,,,,
4989,601986733052,,,SPR2022LC58,73305,1,Outdoor PC Remote 1-Head White,Piece,33.65,,,,,,,,,,,
4990,601986733069,,,SPR2022LC58,73306,1,Outdoor PC Remote 2-Head White,Piece,54.11,,,,,,,,,,,
4991,601986733106,,,SPR2022LC54,73310,1,Red Panel AL Surf Edge Lit,Piece,78.94,,,,,,,,,,,
4992,601986733113,,,SPR2022LC54,73311,1,Red Panel Wh Surf Edge Lit,Piece,78.94,,,,,,,,,,,
4993,601986733120,,,SPR2022LC54,73312,1,Red Panel Blk Surf Edge Lit,Piece,78.94,,,,,,,,,,,
4994,601986733151,,,SPR2022LC54,73315,1,Green Panel AL Surf Edge Lit,Piece,85.24,,,,,,,,,,,
4995,601986733168,,,SPR2022LC54,73316,1,Green Panel Wh Surf Edge Lit,Piece,85.24,,,,,,,,,,,
4996,601986733175,,,SPR2022LC54,73317,1,Green Panel Blk Surf Edge Lit,Piece,85.24,,,,,,,,,,,
4997,601986733205,,,SPR2022LC54,73320,1,Red Edge Lit Panel,Piece,39.47,,,,,,,,,,,
4998,601986733229,,,SPR2022LC54,73322,1,Green Edge Lit Panel,Piece,39.67,,,,,,,,,,,
4999,601986733304,,,SPR2022LC54,73330,1,Red Panel Al Recess Edge Lit,Piece,110.52,,,,,,,,,,,
5000,601986733311,,,SPR2022LC54,73331,1,Red Panel Wh Recess Edge Lit,Piece,110.52,,,,,,,,,,,
5001,601986733328,,,SPR2022LC54,73332,1,Red Panel Blk Recess Edge Lit,Piece,110.52,,,,,,,,,,,
5002,601986733359,,,SPR2022LC54,73335,1,Green Panel Al Recess Edge Lit,Piece,126.31,,,,,,,,,,,
5003,601986733366,,,SPR2022LC54,73336,1,Green Panel Wh Recess Edge Lit,Piece,110.52,,,,,,,,,,,
5004,601986733373,,,SPR2022LC54,73337,1,Green Panel Blk Recess Edge Li,Piece,126.31,,,,,,,,,,,
5005,601986733403,,,SPR2022LC54,73340,1,Red Lett Al(H) Al(F) Cast Alum,Piece,65.48,,,,,,,,,,,
5006,601986733434,,,SPR2022LC54,73343,1,Red Lett Blk(H) Al(F) Cast Alu,Piece,65.48,,,,,,,,,,,
5007,601986733441,,,SPR2022LC54,73344,1,Red Lett Blk(H) Blk(F) Cast Al,Piece,65.48,,,,,,,,,,,
5008,601986733465,,,SPR2022LC54,73346,1,Red Lett Wh(H) Al(F) Cast Alum,Piece,65.48,,,,,,,,,,,
5009,601986733489,,,SPR2022LC54,73348,1,Red Lett Wh(H) Wh(F) Cast Alum,Piece,65.48,,,,,,,,,,,
5010,601986733601,,,SPR2022LC54,73360,1,Grn Lett Al(H) Al(F) Cast Alum,Piece,78.56,,,,,,,,,,,
5011,601986733632,,,SPR2022LC54,73363,1,Grn Lett Blk(H) Al(F) Cast Alu,Piece,78.56,,,,,,,,,,,
5012,601986733649,,,SPR2022LC54,73364,1,Grn Lett Blk(H) Blk(F) Cast Al,Piece,78.56,,,,,,,,,,,
5013,601986733663,,,SPR2022LC54,73366,1,Grn Lett Wh(H) Al(F) Cast Alum,Piece,78.56,,,,,,,,,,,
5014,601986733700,,,SPR2022LC55,73370,1,LED Emergency Wet Loc R/C,Piece,154.58,,,,,,,,,,,
5015,601986733717,,,SPR2022LC55,73371,1,Wet Loc Em Red Exit Wht Cold,Piece,133.56,,,,,,,,,,,
5016,601986733724,,,SPR2022LC56,73372,1,Lightpipe LED Red Remot Capabl,Piece,62.52,,,,,,,,,,,
5017,601986733731,,,SPR2022LC56,73373,1,Lightpipe LED Grn Remot Capabl,Piece,63.15,,,,,,,,,,,
5018,601986733748,,,SPR2022LC56,73374,1,Lightpipe LED Grn RC Self Diag,Piece,74.55,,,,,,,,,,,
5019,601986733755,,,SPR2022LC55,73375,1,Wet Loc Red Ltr Wht Cold 2 Leg,Piece,247.67,,,,,,,,,,,
5020,601986733762,,,SPR2022LC55,73376,1,WetLoc Red Ltr Wht Cold 2LegRC,Piece,271.73,,,,,,,,,,,
5021,601986733779,,,SPR2022LC55,73377,1,Mounting Use with 73375 & 73376,Piece,20.83,,,,,,,,,,,
5022,601986733786,,,SPR2022LC55,73378,1,White Back Plate,Piece,11.70,,,,,,,,,,,
5023,601986733793,,,SPR2022LC55,73379,1,Black Back Plate,Piece,11.70,,,,,,,,,,,
5024,601986733809,,,SPR2022LC54,73380,1,Xtra Plate Red Lett Br/Al Cast,Piece,25.27,,,,,,,,,,,
5025,601986733816,,,SPR2022LC54,73381,1,Xtra Plate Red Lett Blk Cast A,Piece,25.27,,,,,,,,,,,
5026,601986733823,,,SPR2022LC54,73382,1,Xtra Plate Red Lett Wh(F) Cast,Piece,25.27,,,,,,,,,,,
5027,601986733830,,,SPR2022LC54,73383,1,Xtra Plate Grn Lett Al(F) Cast,Piece,25.27,,,,,,,,,,,
5028,601986733847,,,SPR2022LC54,73384,1,Xtra Plate Grn Lett Blk(F) Cas,Piece,25.27,,,,,,,,,,,
5029,601986733854,,,SPR2022LC54,73385,1,Xtra Plate Grn Lett Wh(F) Cast,Piece,25.27,,,,,,,,,,,
5030,601986733861,,,SPR2022LC55,73386,1,Wet Location Red Exit Wh,Piece,129.64,,,,,,,,,,,
5031,601986733878,,,SPR2022LC55,73387,1,Wet Location Red Exit Blk,Piece,129.64,,,,,,,,,,,
5032,601986733885,,,SPR2022LC55,73388,1,Wet Location Green Exit Wh,Piece,129.64,,,,,,,,,,,
5033,601986733892,,,SPR2022LC55,73389,1,Wet Location Green Exit Blk,Piece,129.64,,,,,,,,,,,
5034,601986733960,,,SPR2022LC55,73396A,1,Wet Location Em Lt,Piece,212.21,,,,,,,,,,,
5035,601986733984,,,SPR2022LC57,73398,1,Wproof LED Em Lt Wh w/Shield,Piece,63.15,,,,,,,,,,,
5036,601986734028,,,SPR2022LC54,73402,1,Dbl Side Rd Pan AL Sur Edg Lit,Piece,94.73,,,,,,,,,,,
5037,601986734035,,,SPR2022LC54,73403,1,Dbl Side Rd Pan Wh Sur Edg Lit,Piece,94.73,,,,,,,,,,,
5038,601986734042,,,SPR2022LC54,73404,1,Db Side Rd Pan Blk Sur Edg Lit,Piece,94.73,,,,,,,,,,,
5039,601986734059,,,SPR2022LC54,73405,1,Db Side Grn Pan AL Sur Edg Lit,Piece,101.04,,,,,,,,,,,
5040,601986734066,,,SPR2022LC54,73406,1,Db Side Grn Pan Wh Sur Edg Lit,Piece,101.04,,,,,,,,,,,
5041,601986734073,,,SPR2022LC54,73407,1,Db Side Grn Pan Blk Sur Ed Lit,Piece,101.04,,,,,,,,,,,
5042,601986734127,,,SPR2022LC54,73412,1,Db Side Rd Pan AL Reces Ed Lit,Piece,126.31,,,,,,,,,,,
5043,601986734134,,,SPR2022LC54,73413,1,Db Side Rd Pan Wh Reces Ed Lit,Piece,126.31,,,,,,,,,,,
5044,601986734158,,,SPR2022LC54,73415,1,Db Side Grn Pan AL Rec Edg Lit,Piece,91.66,,,,,,,,,,,
5045,601986734165,,,SPR2022LC54,73416,1,DB Side Grn Pan Wh Rec Edg Lit,Piece,129.47,,,,,,,,,,,
5046,601986734172,,,SPR2022LC54,73417,1,Db Side Grn Pan Blk Rec Ed Lit,Piece,129.47,,,,,,,,,,,
5047,601986734240,,,SPR2022LC57,73424,1,Wh LED HO Emer Lt Square,Piece,19.65,,,,,,,,,,,
5048,601986734257,,,SPR2022LC57,73425,1,Blk LED HO Emer Lt Square,Piece,29.47,,,,,,,,,,,
5049,601986734264,,,SPR2022LC57,73426,1,Wh LED RC Emer Lt Square,Piece,23.62,,,,,,,,,,,
5050,601986734271,,,SPR2022LC57,73427,1,Blk LED RC Emer Lt Square,Piece,36.96,,,,,,,,,,,
5051,601986734288,,,SPR2022LC57,73428,1,LED Emergency Adj Optics White,Piece,28.86,,,,,,,,,,,
5052,601986734295,,,SPR2022LC57,73429,1,LED Emergency Adj Optics Black,Piece,28.86,,,,,,,,,,,
5053,601986734325,,,SPR2022LC56,73432,1,LED Red Combo WH House Square,Piece,37.96,,,,,,,,,,,
5054,601986734332,,,SPR2022LC56,73433,1,LED Red Combo Blk House HO SQ,Piece,41.90,,,,,,,,,,,
5055,601986734349,,,SPR2022LC56,73434,1,LED Green Combo WH House Sq,Piece,41.90,,,,,,,,,,,
5056,601986734356,,,SPR2022LC56,73435,1,LED Grn Combo Blk House HO Sq,Piece,41.90,,,,,,,,,,,
5057,601986734424,,,SPR2022LC56,73442,1,LED Red Combo WH House Rc Sq,Piece,58.44,,,,,,,,,,,
5058,601986734431,,,SPR2022LC56,73443,1,LED Red Combo Blk House RC Sq,Piece,66.32,,,,,,,,,,,
5059,601986734448,,,SPR2022LC56,73444,1,LED Grn Combo WH House RC Sq,Piece,61.58,,,,,,,,,,,
5060,601986734523,,,SPR2022LC55,73452,1,Wet Location Red Exit Light,Piece,73.84,,,,,,,,,,,
5061,601986734530,,,SPR2022LC55,73453,1,Wet Location Green Exit Light,Piece,79.02,,,,,,,,,,,
5062,601986734547,,,SPR2022LC55,73454,1,Wet Location Red Exit Light RC,Piece,82.57,,,,,,,,,,,
5063,601986734554,,,SPR2022LC55,73455,1,Wet Location Grn Exit Light RC,Piece,86.44,,,,,,,,,,,
5064,601986734561,,,SPR2022LC55,73456,1,Wet Location Combo Red,Piece,95.74,,,,,,,,,,,
5065,601986734578,,,SPR2022LC55,73457,1,Wet Location Combo Green,Piece,99.58,,,,,,,,,,,
5066,601986734585,,,SPR2022LC55,73458,1,Wet Location Red Combo RC,Piece,101.13,,,,,,,,,,,
5067,601986734622,,,SPR2022LC56,73462,1,Red LED Wh Combo Exit/Em Lt,Piece,36.49,,,,,,,,,,,
5068,601986734660,,,SPR2022LC56,73466,1,Red LED Wh Remote Exit/Em Lt,Piece,54.03,,,,,,,,,,,
5069,601986734707,,,SPR2022LC56,73470,1,Red LED Wh Combo Exit/Em Lt SD,Piece,62.08,,,,,,,,,,,
5070,601986734721,,,SPR2022LC56,73472,1,Grn LED Wh Combo Exit/Em Lt SD,Piece,67.05,,,,,,,,,,,
5071,601986734745,,,SPR2022LC56,73474,1,Red LED Wh Remote Exit/Em SD,Piece,69.99,,,,,,,,,,,
5072,601986734769,,,SPR2022LC56,73476,1,Grn LED Wh Remote Exit/Em SD,Piece,74.64,,,,,,,,,,,
5073,601986735124,,,SPR2022LC54,73512,1,Red LED Wh Hous Exit Self Diag,Piece,38.06,,,,,,,,,,,
5074,601986735148,,,SPR2022LC54,73514,1,Grn LED Wh Hous Exit Self Diag,Piece,42.16,,,,,,,,,,,
5075,601986735162,,,SPR2022LC54,73516,1,Rd LED WH Hou Exit RC Self Dia,Piece,47.75,,,,,,,,,,,
5076,601986735186,,,SPR2022LC54,73518,1,Grn LED Wh Hou Exit RC Self Di,Piece,51.79,,,,,,,,,,,
5077,601986735223,,,SPR2022LC57,73522,1,Wh LED Emer Light Self Diag,Piece,30.12,,,,,,,,,,,
5078,601986735247,,,SPR2022LC57,73524,1,Wh LED Emer Lt HO RC Self Diag,Piece,36.67,,,,,,,,,,,
5079,601986735346,,,SPR2022LC56,73534,1,Grn LED Wh Hou Combo Self Diag,Piece,61.11,,,,,,,,,,,
5080,601986735384,,,SPR2022LC56,73538,1,Grn LED Wh Hou ComboRC Self Di,Piece,68.86,,,,,,,,,,,
5081,601986736015,,,SPR2022LC60,73601,1,"EXIT,NY SERIES,AC ONLY, 2 FACE",Piece,37.32,,,,,,,,,,,
5082,601986736022,,,SPR2022LC60,73602,1,EXIT NYC BBU,Piece,38.64,,,,,,,,,,,
5083,601986736039,,,SPR2022LC60,73603,1,NYC Appvd Emer BBU Wh 120/277V,Piece,58.92,,,,,,,,,,,
5084,601986736046,,,SPR2022LC60,73604,1,NYC Appvd Comb BBU Wh 120/277V,Piece,62.86,,,,,,,,,,,
5085,601986736114,,,SPR2022LC60,73611,1,CHICAGO EXIT AC SINGLE FACE,Piece,47.70,,,,,,,,,,,
5086,601986736121,,,SPR2022LC60,73612,1,CHICAGO EXIT BBU SINGLE FACE,Piece,56.44,,,,,,,,,,,
5087,601986736138,,,SPR2022LC60,73613,1,CHICAGO COMBO BBU SINGLE FACE,Piece,87.98,,,,,,,,,,,
5088,601986740005,,,SPR2022LC3,74000A,1,100W 4000K 120-277V Type III B,Piece,143.23,,,,,,,,,,,
5089,601986740005,,,SPR2022LC2,74000C,1,60-100W Watt Tnbl G4 Type III  4K 120-277V Br,Piece,121.54,,,,,,,,,,,
5090,601986740012,,,SPR2022LC3,74001A,1,100W 4000K 120-277V Type IV Br,Piece,143.23,,,,,,,,,,,
5091,601986740012,,,SPR2022LC2,74001C,1,60-100W Watt Tnbl G4 Type IV 120-277V 4K Br,Piece,121.54,,,,,,,,,,,
5092,601986740029,,,SPR2022LC3,74002A,1,100W 5000K 120-277V Type III Br,Piece,143.23,,,,,,,,,,,
5093,601986740029,,,SPR2022LC2,74002C,1, 100W G4 5K 120-277V Type III Br,Piece,121.54,,,,,,,,,,,
5094,601986740036,,,SPR2022LC3,74003A,1,100W 5K 120-277V Type IV Br,Piece,143.23,,,,,,,,,,,
5095,601986740036,,,SPR2022LC2,74003C,1, 100W G4 5K 120-277V Type IV Br,Piece,121.54,,,,,,,,,,,
5096,601986740043,,,see website,74004,1,100W Type III 120-277V 5K Wh,Piece,94.76,,,,,,,,,,,
5097,601986740043,,,SPR2022LC3,74004A,1,100W 5000K 120-277V Type III W,Piece,146.57,,,,,,,,,,,
5098,601986740050,,,see website,74005,1,100W Type IV 120-277V 5K Wh,Piece,94.76,,,,,,,,,,,
5099,601986740050,,,SPR2022LC3,74005A,1,100W 5000K 120-277V Type IV Wh,Piece,146.57,,,,,,,,,,,
5100,601986740050,,,SPR2022LC2,74005C,1,Watt Tnbl 60-100W G4 Type IV 120-277V 5K Wh,Piece,125.66,,,,,,,,,,,
5101,601986740067,,,see website,74006,1,100W Type III 480V 5K Br,Piece,154.50,,,,,,,,,,,
5102,601986740074,,,see website,74007,1,100W Type IV 480V 5K Br,Piece,154.50,,,,,,,,,,,
5103,601986740081,,,see website,74008A,1,150W 4000K 120-277V Type III Br,Piece,162.11,,,,,,,,,,,
5104,601986740081,,,SPR2022LC2,74008C,1,Watt Tnbl G4 Type III 150/200W 120-277V 4K Br,Piece,185.40,,,,,,,,,,,
5105,601986740098,,,see website,74009A,1,150W 4000K 120-277V Type IV Br,Piece,162.11,,,,,,,,,,,
5106,601986740098,,,SPR2022LC2,74009C,1,Watt Tnbl G4 Type IV 150/200W 120-277V 4K Br,Piece,185.40,,,,,,,,,,,
5107,601986740104,,,SPR2022LC3,74010A,1,150W 5000K 120-277V Type III Br,Piece,162.11,,,,,,,,,,,
5108,601986740104,,,SPR2022LC2,74010C,1,150W G4 5000K Type III 120-277V Br,Piece,133.90,,,,,,,,,,,
5109,601986740111,,,SPR2022LC3,74011A,1,150W 5000K 120-277V Type IV Br,Piece,162.11,,,,,,,,,,,
5110,601986740111,,,SPR2022LC2,74011C,1,150W G4 5000K Type IV 120-277V Br,Piece,133.90,,,,,,,,,,,
5111,601986740128,,,see website,74012A,1,150W 5000K 120-277V Type IIIWh,Piece,165.44,,,,,,,,,,,
5112,601986740128,,,SPR2022LC2,74012C,1,Watt Tnbl G4 Type III 150/200W 5K 120-277V Wh,Piece,189.52,,,,,,,,,,,
5113,601986740135,,,see website,74013A,1,Discontinued - replace with 74012C,Piece,165.44,,,,,,,,,,,
5114,601986740135,,,SPR2022LC2,74013C,1,Watt Tnbl G4 Type IV 150/200W 5K 120-277V Wh,Piece,189.52,,,,,,,,,,,
5115,601986740142,,,SPR2022LC3,74014A,1,150W 5000K 480V Type III Bronz,Piece,247.20,,,,,,,,,,,
5116,601986740142,,,SPR2022LC2,74014C,1,Watt Tnbl G4 Type III 150/200W 5K 347-480V Br,Piece,265.74,,,,,,,,,,,
5117,601986740159,,,SPR2022LC3,74015A,1,150W 5000K 480V Type IV Bronze,Piece,247.20,,,,,,,,,,,
5118,601986740159,,,SPR2022LC2,74015C,1,Watt Tnbl G4 Type III 150/200W 5K 347-480V Br,Piece,265.74,,,,,,,,,,,
5119,601986740166,,,SPR2022LC3,74016A,1,240W 4000K 120-277V Type III B,Piece,238.72,,,,,,,,,,,
5120,601986740173,,,see website,74017A,1,240W 4000K 120-277V Type IV Br,Piece,238.72,,,,,,,,,,,
5121,601986740173,,,SPR2022LC2,74017C,1,Watt Tnbl G4 Type IV 240/300W 4K 120-277V Br,Piece,257.50,,,,,,,,,,,
5122,601986740180,,,SPR2022LC3,74018A,1,240W 5000K 120-277V Type III B,Piece,238.72,,,,,,,,,,,
5123,601986740180,,,SPR2022LC2,74018C,1,240W G4 Type III 5000K 120-277V Br,Piece,221.45,,,,,,,,,,,
5124,601986740197,,,SPR2022LC3,74019A,1,240W 5000K 120-277V Type IV Br,Piece,238.72,,,,,,,,,,,
5125,601986740197,,,SPR2022LC2,74019C,1,240W G4 Type IV 5000K 120-277V Br,Piece,221.45,,,,,,,,,,,
5126,601986740203,,,CC33B,74020,1,Discontinued - replace with 74020A,Piece,154.50,,,,,,,,,,,
5127,601986740203,,,SPR2022LC3,74020A,1,240W 5000K 120-277V Type III W,Piece,242.05,,,,,,,,,,,
5128,601986740210,,,see website,74021A,1,240W 5000K 120-277V Type IV Wh,Piece,242.05,,,,,,,,,,,
5129,601986740241,,,SPR2022LC2,74024C,1,Watt Tnbl G4 Type III 240/300W 4K 120-277V Br,Piece,257.50,,,,,,,,,,,
5130,601986740265,,,SPR2022LC3,74026B,1,300W 5K 120-277V Type III Br,Piece,324.45,,,,,,,,,,,
5131,601986740265,,,SPR2022LC2,74026C,1,300W G4 Type III 5000K 120-277V Br,Piece,257.50,,,,,,,,,,,
5132,601986740272,,,SPR2022LC3,74027B,1,300W 5K 120-277V Type IV Br,Piece,324.45,,,,,,,,,,,
5133,601986740272,,,SPR2022LC2,74027C,1,300W G4 Type IV 5000K 120-277V Br,Piece,257.50,,,,,,,,,,,
5134,601986740289,,,SPR2022LC2,74028C,1,Watt Tnbl G4 Type III 240/300W 5K 120-277V Wh,Piece,261.62,,,,,,,,,,,
5135,601986740296,,,SPR2022LC2,74029C,1,Watt Tnbl G4 Type IV 240/300W 5K 120-277V Wh,Piece,261.62,,,,,,,,,,,
5136,601986740302,,,SPR2022LC3,74030B,1,300W 5K 480V Type III Br,Piece,410.97,,,,,,,,,,,
5137,601986740302,,,SPR2022LC2,74030C,1,Watt Tnbl G4 Type III 240/300W 5K 347-480V Br,Piece,350.20,,,,,,,,,,,
5138,601986740319,,,SPR2022LC2,74031C,1,Watt Tnbl G4 Type IV 240/300W 5K 347-480V Br,Piece,350.20,,,,,,,,,,,
5139,601986740326,,,SPR2022LC3,74032A,1,Pole Arm Mount Bronze,Piece,29.12,,,,,,,,,,,
5140,601986740333,,,SPR2022LC3,74033A,1,Pole Arm Mount White,Piece,29.12,,,,,,,,,,,
5141,601986740340,,,see website,74034,1,Slipfitter Mount-Bronze,Piece,19.85,,,,,,,,,,,
5142,601986740340,,,SPR2022LC3,74034A,1,Slipfitter Mount Bronze,Piece,20.80,,,,,,,,,,,
5143,601986740357,,,SPR2022LC3,74035A,1,Slipfitter Mount White,Piece,20.80,,,,,,,,,,,
5144,601986740364,,,see website,74036,1,Trunnion Mount 100-230W-BR,Piece,4.97,,,,,,,,,,,
5145,601986740364,,,SPR2022LC3,74036A,1,Yoke Mount Bronze,Piece,14.27,,,,,,,,,,,
5146,601986740364,,,SPR2022LC3,74036C,1,G4 Area Light Yoke Mnt 150-200W Br,Piece,16.04,,,,,,,,,,,
5147,601986740371,,,SPR2022LC3,74037A,1,Yoke Mount White,Piece,14.27,,,,,,,,,,,
5148,601986740371,,,SPR2022LC3,74037C,1,G4 Area Light Yoke Mnt 150-200W Wh,Piece,16.04,,,,,,,,,,,
5149,601986740388,,,see website,74038A,1,Trunnion Mount,Piece,14.27,,,,,,,,,,,
5150,601986740388,,,SPR2022LC3,74038C,1,G4 Area Light Trunn Mnt 80-300W Br,Piece,14.27,,,,,,,,,,,
5151,601986740395,,,SPR2022LC3,74039C,1,G4 Area Light Trunn Mnt 80-300W Wh,Piece,14.27,,,,,,,,,,,
5152,601986740425,,,see website,74042,1,Mot/Lght Sensor for Flatpanels,Piece,33.08,,,,,,,,,,,
5153,601986740432,,,SPR2022LC3,74043A,1,Universal Mount Bronze,Piece,38.04,,,,,,,,,,,
5154,601986740449,,,SPR2022LC3,74044A,1,Universal Mount White,Piece,38.04,,,,,,,,,,,
5155,601986740456,,,SPR2022LC3,74045A,1,80W 5000K 120-277V Type V Bron,Piece,122.14,,,,,,,,,,,
5156,601986740456,,,SPR2022LC2,74045C,1,80W G4 Type V 5K 120-277V Br,Piece,107.00,,,,,,,,,,,
5157,601986740463,,,see website,74046A,1,80W 5000K 120-277V Type III Wh,Piece,123.60,,,,,,,,,,,
5158,601986740463,,,SPR2022LC2,74046C,1,Watt Tnbl 60-100W G4 Type III 120-277V 5K Wh,Piece,125.66,,,,,,,,,,,
5159,601986740487,,,SPR2022LC3,74048A,1,100W 5000K 480V Type III Bronz,Piece,154.50,,,,,,,,,,,
5160,601986740494,,,SPR2022LC3,74049A,1,100W 5000K 480V Type IV Bronze,Piece,154.50,,,,,,,,,,,
5161,601986740500,,,SPR2022LC3,74050A,1,100W 5000K 120-277V Type V Bro,Piece,143.23,,,,,,,,,,,
5162,601986740500,,,SPR2022LC2,74050C,1,100W G4 5000K 120-277V Type V Br,Piece,118.00,,,,,,,,,,,
5163,601986740517,,,SPR2022LC3,74051A,1,100W 5000K 480V Type V Bronze,Piece,154.50,,,,,,,,,,,
5164,601986740524,,,SPR2022LC3,74052A,1,100W 4000K 120-277V Type V Bro,Piece,143.23,,,,,,,,,,,
5165,601986740524,,0,SPR2022LC2,74052C,1,Watt Tnbl G4 60-100W Type V 120-277V 4K Br,Piece,118.00,,,,,,,,,,,
5166,601986740531,,,SPR2022LC3,74053A,1,150W 5000K 120-277V Type V Br,Piece,162.11,,,,,,,,,,,
5167,601986740531,,,SPR2022LC2,74053C,1,150W G4 5000K Type V 120-277V Br,Piece,133.90,,,,,,,,,,,
5168,601986740548,,,SPR2022LC3,74054A,1,150W 5000K 480V Bronze Type V,Piece,247.20,,,,,,,,,,,
5169,601986740548,,,SPR2022LC2,74054C,1,Watt Tnbl G4 Type III 150/200W 5K 347-480V Br,Piece,265.74,,,,,,,,,,,
5170,601986740555,,,SPR2022LC2,74055C,1,Watt Tnbl G4 Type V 150/200W 4K Br,Piece,185.40,,,,,,,,,,,
5171,601986740562,,,SPR2022LC3,74056A,1,200W 5000K 120-277V Type III Br,Piece,213.19,,,,,,,,,,,
5172,601986740562,,,SPR2022LC2,74056C,1,200W G4 Type III 5K 120-277V Br,Piece,185.40,,,,,,,,,,,
5173,601986740586,,,SPR2022LC3,74058A,1,200W 5000K 120-277V Type IV Br,Piece,213.19,,,,,,,,,,,
5174,601986740586,,,SPR2022LC2,74058C,1,200W G4 Type IV 5K 120-277V Br,Piece,185.40,,,,,,,,,,,
5175,601986740609,,,SPR2022LC3,74060A,1,200W 5000K 120-277V Type V Bro,Piece,213.19,,,,,,,,,,,
5176,601986740609,,,SPR2022LC2,74060C,1,200W G4 Type V 5K 120-277V Br,Piece,185.40,,,,,,,,,,,
5177,601986740616,,,see website,74061A,1,Discontinued - replace with 74054C,Piece,267.80,,,,,,,,,,,
5178,601986740623,,,see website,74062A,1,200W 5000K 120-277V Type III W,Piece,216.52,,,,,,,,,,,
5179,601986740654,,,see website,74065A,1,Discontinued - replace with 74055C,Piece,213.19,,,,,,,,,,,
5180,601986740661,,,SPR2022LC3,74066A,1,240W 5000K 120-277V Type V Bro,Piece,238.72,,,,,,,,,,,
5181,601986740661,,,SPR2022LC2,74066C,1,240W G4 Type V 5000K 120-277V Br,Piece,215.00,,,,,,,,,,,
5182,601986740685,,,SPR2022LC3,74068A,1,240W 4000K 120-277V Type V Bro,Piece,238.72,,,,,,,,,,,
5183,601986740692,,,SPR2022LC3,74069B,1,300W 5K 120-277V Type V Br,Piece,324.45,,,,,,,,,,,
5184,601986740692,,,SPR2022LC2,74069C,1,300W G4 Type IV 5000K 120-277V Br,Piece,257.50,,,,,,,,,,,
5185,601986740708,,,SPR2022LC3,74070B,1,300W 5K 480V Type V Br,Piece,399.00,,,,,,,,,,,
5186,601986740708,,,SPR2022LC2,74070C,1,Watt Tnbl G4 Type V 240/300W 5K 347-480V Br,Piece,350.20,,,,,,,,,,,
5187,601986740715,,,SPR2022LC3,74071A,1,300W 4000K 120-277V Type V Bro,Piece,324.45,,,,,,,,,,,
