"MORRIS PRICING EFFECTIVE May 13, 2022",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Bar Code#,key,UNSPS Code,Page#,Morris Cat #,Min Piece   Order Qty,Item Description,Price Per,Broken Case Price,PVC Cement                                 1-19 Cases                            Ships UPS,PVC Cement            Pickup/Will Call,PVC Cement                     20+ Cases                  Assorted ,Qty Per Case,,,,,,,
1049,601986141369,142051,39131506,F3,14136,1,"2.5""Rigid C w/Cover & Gasket",Piece,41.95,,,,,,,,,,,
1050,601986141376,142051,39131506,F3,14137,1,"3""Rigid C w/Cover & Gasket",Piece,50.07,,,,,,,,,,,
1051,601986141383,142051,39131506,F3,14138,1,"3.5""Rigid C w/Cover & Gasket",Piece,68.29,,,,,,,,,,,
1052,601986141390,142051,39131506,F3,14139,1,"4""Rigid C w/Cover & Gasket",Piece,71.61,,,,,,,,,,,
1053,601986141406,142051,39131506,F4,14140,1,"1/2""EMT LB",Piece,2.65,,,,,,,,,,,
1054,601986141413,142051,39131506,F4,14141,1,"3/4""EMT LB",Piece,3.31,,,,,,,,,,,
1055,601986141420,142051,39131506,F4,14142,1,"1""EMT LB",Piece,4.75,,,,,,,,,,,
1056,601986141437,142051,39131506,F4,14143,1,"1-1/4""EMT LB",Piece,8.45,,,,,,,,,,,
1057,601986141444,142051,39131506,F4,14144,1,"1-1/2""EMT LB",Piece,10.54,,,,,,,,,,,
1058,601986141451,142051,39131506,F4,14145,1,"2""EMT LB",Piece,17.02,,,,,,,,,,,
1059,601986141505,142051,39131506,F4,14150,1,"1/2""EMT LB w/Cover & Gasket",Piece,3.93,,,,,,,,,,,
1060,601986141512,142051,39131506,F4,14151,1,"3/4""EMT LB w/Cover & Gasket",Piece,4.90,,,,,,,,,,,
1061,601986141529,142051,39131506,F4,14152,1,"1""EMT LB w/Cover & Gasket",Piece,7.08,,,,,,,,,,,
1062,601986141536,142051,39131506,F4,14153,1,"1-1/4""EMT LB w/Cover & Gasket",Piece,12.42,,,,,,,,,,,
1063,601986141543,142051,39131506,F4,14154,1,"1-1/2""EMT LB w/Cover & Gasket",Piece,15.30,,,,,,,,,,,
1064,601986141550,142051,39131506,F4,14155,1,"2""EMT LB w/Cover & Gasket",Piece,24.43,,,,,,,,,,,
1065,601986141604,142051,39131506,F4,14160,1,"1/2""EMT T",Piece,3.64,,,,,,,,,,,
1066,601986141611,142051,39131506,F4,14161,1,"3/4""EMT T",Piece,3.89,,,,,,,,,,,
1067,601986141628,142051,39131506,F4,14162,1,"1""EMT T",Piece,6.63,,,,,,,,,,,
1068,601986141635,142051,39131504,F4,14163,1,"1-1/4""EMT T",Piece,10.78,,,,,,,,,,,
1069,601986141642,142051,39131504,F4,14164,1,"1-1/2""EMT T",Piece,13.89,,,,,,,,,,,
1070,601986141659,142051,39131504,F4,14165,1,"2""EMT T",Piece,22.21,,,,,,,,,,,
1071,601986141703,142051,39131504,F4,14170,1,"1/2""EMT T w/Cover & Gasket",Piece,3.93,,,,,,,,,,,
1072,601986141710,142051,39131504,F4,14171,1,"3/4""EMT T w/Cover & Gasket",Piece,4.92,,,,,,,,,,,
1073,601986141727,142051,39131504,F4,14172,1,"1""EMT T w/Cover & Gasket",Piece,7.08,,,,,,,,,,,
1074,601986141734,142051,39131504,F4,14173,1,"1-1/4""EMT T w/Cover & Gasket",Piece,12.43,,,,,,,,,,,
1075,601986141741,142051,39131504,F4,14174,1,"1-1/2""EMT T w/Cover & Gasket",Piece,15.31,,,,,,,,,,,
1076,601986141758,142051,39131504,F4,14175,1,"2""EMT T w/Cover & Gasket",Piece,24.45,,,,,,,,,,,
1077,601986141802,142051,39131504,F5,14180,1,"1/2""EMT LR",Piece,2.87,,,,,,,,,,,
1078,601986141819,142051,39131504,F5,14181,1,"3/4""EMT LR",Piece,2.89,,,,,,,,,,,
1079,601986141826,142051,39131504,F5,14182,1,"1""EMT LR",Piece,3.71,,,,,,,,,,,
1080,601986141833,142051,39131504,F5,14183,1,"1-1/4""EMT LR",Piece,5.43,,,,,,,,,,,
1081,601986141840,142051,39131504,F5,14184,1,"1-1/2""EMT LR",Piece,9.31,,,,,,,,,,,
1082,601986141857,142051,39131504,F5,14185,1,"2""EMT LR",Piece,11.97,,,,,,,,,,,
1083,601986141901,142051,39131504,F5,14190,1,"1/2""EMT LR w/Cover & Gasket",Piece,3.30,,,,,,,,,,,
1084,601986141918,142051,39131504,F5,14191,1,"3/4""EMT LR w/Cover & Gasket",Piece,4.13,,,,,,,,,,,
1085,601986141925,142051,39131504,F5,14192,1,"1""EMT LR w/Cover & Gasket",Piece,5.95,,,,,,,,,,,
1086,601986141932,142051,39131504,F5,14193,1,"1-1/4""EMT LR w/Cover & Gasket",Piece,10.44,,,,,,,,,,,
1087,601986141949,142051,39131504,F5,14194,1,"1-1/2""EMT LR w/Cover & Gasket",Piece,12.86,,,,,,,,,,,
1088,601986141956,142051,39131504,F5,14195,1,"2""EMT LR w/Cover & Gasket",Piece,20.54,,,,,,,,,,,
1089,601986142007,102578,39131504,F5,14200,1,"1/2""EMT LL",Piece,2.87,,,,,,,,,,,
1090,601986142014,102578,39131504,F5,14201,1,"3/4""EMT LL",Piece,2.89,,,,,,,,,,,
1091,601986142021,102578,39131504,F5,14202,1,"1""EMT LL",Piece,3.71,,,,,,,,,,,
1092,601986142038,102578,39131504,F5,14203,1,"1-1/4""EMT LL",Piece,5.43,,,,,,,,,,,
1093,601986142045,102578,39131504,F5,14204,1,"1-1/2""EMT LL",Piece,9.31,,,,,,,,,,,
1094,601986142052,102578,39131504,F5,14205,1,"2""EMT LL",Piece,11.97,,,,,,,,,,,
1095,601986142106,102578,39131504,F5,14210,1,"1/2""EMT LL w/Cover & Gasket",Piece,3.30,,,,,,,,,,,
1096,601986142113,102578,39131504,F5,14211,1,"3/4""EMT LL w/Cover & Gasket",Piece,4.13,,,,,,,,,,,
1097,601986142120,102578,39131504,F5,14212,1,"1""EMT LL w/Cover & Gasket",Piece,5.95,,,,,,,,,,,
1098,601986142137,102578,26121630,F5,14213,1,"1-1/4""EMT LL w/Cover & Gasket",Piece,10.44,,,,,,,,,,,
1099,601986142144,142051,26121630,F5,14214,1,"1-1/2""EMT LL w/Cover & Gasket",Piece,12.86,,,,,,,,,,,
1100,601986142151,142051,26121630,F5,14215,1,"2""EMT LL w/Cover & Gasket",Piece,20.54,,,,,,,,,,,
1101,601986142205,142051,26121630,F6,14220,1,"1/2""EMT C",Piece,2.87,,,,,,,,,,,
1102,601986142212,142051,26121630,F6,14221,1,"3/4""EMT C",Piece,2.89,,,,,,,,,,,
1103,601986142229,142051,26121630,F6,14222,1,"1""EMT C",Piece,3.71,,,,,,,,,,,
1104,601986142236,142051,26121630,F6,14223,1,"1-1/4""EMT C",Piece,5.43,,,,,,,,,,,
1105,601986142243,142051,26121630,F6,14224,1,"1-1/2""EMT C",Piece,9.31,,,,,,,,,,,
1106,601986142250,142051,26121630,F6,14225,1,"2""EMT C",Piece,11.97,,,,,,,,,,,
1107,601986142304,142051,26121630,F6,14230,1,"1/2""EMT C w/Cover & Gasket",Piece,3.30,,,,,,,,,,,
1108,601986142311,102578,26121630,F6,14231,1,"3/4""EMT C w/Cover & Gasket",Piece,4.13,,,,,,,,,,,
1109,601986142328,102578,26121630,F6,14232,1,"1""EMT C w/Cover & Gasket",Piece,5.95,,,,,,,,,,,
1110,601986142335,102578,26121630,F6,14233,1,"1-1/4""EMT C w/Cover & Gasket",Piece,10.44,,,,,,,,,,,
1111,601986142342,102578,26121630,F6,14234,1,"1-1/2""EMT C w/Cover & Gasket",Piece,12.86,,,,,,,,,,,
1112,601986142359,102578,26121630,F6,14235,1,"2""EMT C w/Cover & Gasket",Piece,20.54,,,,,,,,,,,
1113,601986142403,102578,26121630,F7,14240,1,"1/2""Combo EMT/RIGID LB",Piece,2.71,,,,,,,,,,,
1114,601986142410,102578,26121630,F7,14241,1,"3/4""Combo EMT/RIGID LB",Piece,3.39,,,,,,,,,,,
1115,601986142427,102578,26121630,F7,14242,1,"1""Combo EMT/RIGID LB",Piece,5.04,,,,,,,,,,,
1116,601986142434,102578,26121630,F7,14243,1,"1-1/4""Combo EMT/RIGID LB",Piece,8.53,,,,,,,,,,,
1117,601986142441,102578,26121630,F7,14244,1,"1-1/2""Combo EMT/RIGID LB",Piece,10.65,,,,,,,,,,,
1118,601986142458,102578,26121630,F7,14245,1,"2""Combo EMT/RIGID LB",Piece,15.89,,,,,,,,,,,
1119,601986142465,102578,26121630,F7,14246,1,"1/2""Combo LB w/Cover & Gasket",Piece,3.71,,,,,,,,,,,
1120,601986142472,102578,26121630,F7,14247,1,"3/4""Combo LB w/Cover & Gasket",Piece,4.64,,,,,,,,,,,
1121,601986142489,102578,26121630,F7,14248,1,"1""Combo LB w/Cover & Gasket",Piece,6.67,,,,,,,,,,,
1122,601986142496,102578,26121630,F7,14249,1,"1.25""Combo LB w/Cover & Gasket",Piece,11.07,,,,,,,,,,,
1123,601986142502,102578,26121630,F7,14250,1,"1.5""Combo LB w/Cover & Gasket",Piece,13.31,,,,,,,,,,,
1124,601986142519,102578,26121630,F7,14251,1,"2""Combo LB w/Cover & Gasket",Piece,14.91,,,,,,,,,,,
1125,601986142526,102578,26121630,F7,14252,1,"1/2""Combo EMT/RIGID T",Piece,3.67,,,,,,,,,,,
1126,601986142533,102577,26121630,F7,14253,1,"3/4""Combo EMT/RIGID T",Piece,4.59,,,,,,,,,,,
1127,601986142540,102577,26121630,F7,14254,1,"1""Combo EMT/RIGID T",Piece,6.79,,,,,,,,,,,
1128,601986142557,102577,26121630,F7,14255,1,"1-1/4""Combo EMT/RIGID T",Piece,11.60,,,,,,,,,,,
1129,601986142564,142051,26121630,F7,14256,1,"1-1/2""Combo EMT/RIGID T",Piece,14.43,,,,,,,,,,,
1130,601986142571,142051,26121630,F7,14257,1,"2""Combo EMT/RIGID T",Piece,21.62,,,,,,,,,,,
1131,601986142588,142051,26121630,F7,14258,1,"1/2""Combo T w/Cover & Gasket",Piece,5.06,,,,,,,,,,,
1132,601986142595,142051,26121630,F7,14259,1,"3/4""Combo T w/Cover & Gasket",Piece,6.32,,,,,,,,,,,
1133,601986142601,142051,26121630,F7,14260,1,"1""Combo T w/Cover & Gasket",Piece,9.01,,,,,,,,,,,
1134,601986142618,142051,26121630,F7,14261,1,"1-1/4""Combo T w/Cover & Gasket",Piece,15.05,,,,,,,,,,,
1135,601986142625,142051,26121630,F7,14262,1,"1-1/2""Combo T w/Cover & Gasket",Piece,18.14,,,,,,,,,,,
1136,601986142632,142051,26121630,F7,14263,1,"2""Combo T w/Cover & Gasket",Piece,20.20,,,,,,,,,,,
1137,601986142649,142051,26121630,F8,14264,1,"1/2""Combo EMT/RIGID LR",Piece,2.71,,,,,,,,,,,
1138,601986142656,142051,26121630,F8,14265,1,"3/4""Combo EMT/RIGID LR",Piece,3.39,,,,,,,,,,,
1139,601986142663,142051,26121630,F8,14266,1,"1""Combo EMT/RIGID LR",Piece,5.04,,,,,,,,,,,
1140,601986142670,102602,26121630,F8,14267,1,"1-1/4""Combo EMT/RIGID LR",Piece,8.53,,,,,,,,,,,
1141,601986142687,102602,26121630,F8,14268,1,"1-1/2""Combo EMT/RIGID LR",Piece,10.65,,,,,,,,,,,
1142,601986142694,102602,26121630,F8,14269,1,"2""Combo EMT/RIGID LR",Piece,15.89,,,,,,,,,,,
1143,601986142700,102602,26121630,F8,14270,1,"1/2""Combo LR w/Cover & Gasket",Piece,3.71,,,,,,,,,,,
1144,601986142717,102602,26121630,F8,14271,1,"3/4""Combo LR w/Cover & Gasket",Piece,4.64,,,,,,,,,,,
1145,601986142724,102602,26121630,F8,14272,1,"1""Combo LR w/Cover & Gasket",Piece,6.67,,,,,,,,,,,
1146,601986142731,102602,26121630,F8,14273,1,"1-1/4""Combo LR w/Cover & Gaske",Piece,11.07,,,,,,,,,,,
1147,601986142748,102602,26121630,F8,14274,1,"1-1/2""Combo LR w/Cover & Gaske",Piece,13.31,,,,,,,,,,,
1148,601986142755,102602,26121630,F8,14275,1,"2""Combo LR w/Cover & Gasket",Piece,14.91,,,,,,,,,,,
1149,601986142762,102602,26121630,F8,14276,1,"1/2""Combo EMT/RIGID LL",Piece,2.71,,,,,,,,,,,
1150,601986142779,102602,26121630,F8,14277,1,"3/4""Combo EMT/RIGID LL",Piece,3.39,,,,,,,,,,,
1151,601986142786,102602,26121630,F8,14278,1,"1""Combo EMT/RIGID LL",Piece,5.04,,,,,,,,,,,
1152,601986142793,102602,26121630,F8,14279,1,"1-1/4""Combo EMT/RIGID LL",Piece,8.53,,,,,,,,,,,
1153,601986142809,102602,26121630,F8,14280,1,"1-1/2""Combo EMT/RIGID LL",Piece,10.65,,,,,,,,,,,
1154,601986142816,142051,26121630,F8,14281,1,"2""Combo EMT/RIGID LL",Piece,15.89,,,,,,,,,,,
1155,601986142823,142051,26121630,F8,14282,1,"1/2""Combo LL w/Cover & Gasket",Piece,3.71,,,,,,,,,,,
1156,601986142830,142051,39121312,F8,14283,1,"3/4""Combo LL w/Cover & Gasket",Piece,4.64,,,,,,,,,,,
1157,601986142847,142051,39121312,F8,14284,1,"1""Combo LL w/Cover & Gasket",Piece,6.67,,,,,,,,,,,
1158,601986142854,142051,39121312,F8,14285,1,"1-1/4""Combo LL w/Cover & Gaske",Piece,11.07,,,,,,,,,,,
1159,601986142861,142051,39121312,F8,14286,1,"1-1/2""Combo LL w/Cover & Gaske",Piece,13.31,,,,,,,,,,,
1160,601986142878,142051,39121312,F8,14287,1,"2""Combo LL w/Cover & Gasket",Piece,14.91,,,,,,,,,,,
1161,601986142885,142051,39121312,F8,14288,1,"1/2""Combo EMT/RIGID C",Piece,2.71,,,,,,,,,,,
1162,601986142892,142051,39121312,F8,14289,1,"3/4""Combo EMT/RIGID C",Piece,3.39,,,,,,,,,,,
1163,601986142908,142051,39121312,F8,14290,1,"1""Combo EMT/RIGID C",Piece,5.04,,,,,,,,,,,
1164,601986142915,133031,39121312,F8,14291,1,"1-1/4""Combo EMT/RIGID C",Piece,8.53,,,,,,,,,,,
1165,601986142922,133031,39121312,F8,14292,1,"1-1/2""Combo EMT/RIGID C",Piece,10.65,,,,,,,,,,,
1166,601986142939,133031,26121630,F8,14293,1,"2""Combo EMT/RIGID C",Piece,15.89,,,,,,,,,,,
1167,601986142946,133031,26121630,F8,14294,1,"1/2""Combo C w/Cover & Gasket",Piece,3.71,,,,,,,,,,,
1168,601986142953,133031,26121630,F8,14295,1,"3/4""Combo C w/Cover & Gasket",Piece,4.64,,,,,,,,,,,
1169,601986142960,133031,26121630,F8,14296,1,"1""Combo C w/Cover & Gasket",Piece,6.67,,,,,,,,,,,
1170,601986142977,133031,26121630,F8,14297,1,"1-1/4""Combo C w/Cover & Gasket",Piece,11.07,,,,,,,,,,,
1171,601986142984,133031,26121630,F8,14298,1,"1-1/2""Combo C w/Cover & Gasket",Piece,13.31,,,,,,,,,,,
1172,601986142991,102586,26121630,F8,14299,1,"2""Combo C w/Cover & Gasket",Piece,14.91,,,,,,,,,,,
1173,601986143004,102586,26121630,F3,14300,1,"1.25""Mogul LB w/Cover&Gask",Piece,17.03,,,,,,,,,,,
1174,601986143011,102586,26121630,F3,14301,1,"1.5""Mogul LB w/Cover&Gask",Piece,37.62,,,,,,,,,,,
1175,601986143028,102586,39121312,F3,14302,1,"2""Mogul LB w/Cover&Gask",Piece,41.79,,,,,,,,,,,
1176,601986143035,102586,39121312,F3,14303,1,"2.5""Mogul LB w/Cover&Gask",Piece,82.01,,,,,,,,,,,
1177,601986143042,102586,39121312,F3,14304,1,"3""Mogul LB w/Cover&Gask",Piece,135.86,,,,,,,,,,,
1178,601986143059,102586,39121312,F3,14305,1,"3.5""Mogul LB w/Cover&Gask",Piece,180.28,,,,,,,,,,,
1179,601986143066,102586,39121312,F3,14306,1,"4""Mogul LB w/Cover&Gask",Piece,209.43,,,,,,,,,,,
1180,601986143073,102586,39121312,F9,14307,1,"1/2""Service Entrance Condulet",Piece,2.13,,,,,,,,,,,
1181,601986143080,102586,39121312,F9,14308,1,"3/4""Service Entrance Condulet",Piece,2.87,,,,,,,,,,,
1182,601986143103,102586,39121312,F9,14310,1,"1-1/4""Service Entrance Condule",Piece,6.17,,,,,,,,,,,
1183,601986143134,142051,39121312,F9,14313,1,"1.25""Xtra Long Serv Entry Body",Piece,11.12,,,,,,,,,,,
1184,601986143141,142051,39121312,F9,14314,1,"2""Xtra Long Serv Entry Body",Piece,22.64,,,,,,,,,,,
1185,601986143400,142051,39121312,F11,14340,1,"1/2""Rigid Set Screw Conn",Piece,1.45,,,,,,,,,,,
1186,601986143417,142051,39121312,F11,14341,1,"3/4""Rigid Set Screw Conn",Piece,1.92,,,,,,,,,,,
1187,601986143424,142051,39121312,F11,14342,1,"1""Rigid Set Screw Conn",Piece,2.93,,,,,,,,,,,
1188,601986143431,142051,39121312,F11,14343,1,"1-1/4""Rigid Set Screw Conn",Piece,4.95,,,,,,,,,,,
1189,601986143448,142051,39121312,F11,14344,1,"1-1/2""Rigid Set Screw Conn",Piece,7.01,,,,,,,,,,,
1190,601986143455,142051,39121312,F11,14345,1,"2""Rigid Set Screw Conn",Piece,12.62,,,,,,,,,,,
1191,601986143509,142051,39121312,F11,14350,1,"1/2""Rigid Set Screw Coupling",Piece,1.98,,,,,,,,,,,
1192,601986143516,142051,39121312,F11,14351,1,"3/4""Rigid Set Screw Couplings",Piece,3.01,,,,,,,,,,,
1193,601986143523,142051,39121311,F11,14352,1,"1""Rigid Set Screw Coupling",Piece,4.06,,,,,,,,,,,
1194,601986143530,142051,39121311,F11,14353,1,"1-1/4""Rigid SetScrew Couplings",Piece,6.51,,,,,,,,,,,
1195,601986143547,102586,39121311,F11,14354,1,"1-1/2""Rigid SetScrew Coupling",Piece,8.37,,,,,,,,,,,
1196,601986143554,102586,26121630,F11,14355,1,"2""Rigid Set Screw Coupling",Piece,18.89,,,,,,,,,,,
1197,601986143561,102586,26121630,F11,14356,1,"2-1/2""Rigid SetScrew Coupling",Piece,26.84,,,,,,,,,,,
1198,601986143578,102586,26121630,F11,14357,1,"3""Rigid Set Screw Coupling",Piece,44.29,,,,,,,,,,,
1199,601986143585,102586,26121630,F11,14358,1,"3-1/2""Rigid SetScrew Coupling",Piece,45.65,,,,,,,,,,,
1200,601986143592,102586,26121630,F11,14359,1,"4""Rigid Set Screw Coupling",Piece,60.25,,,,,,,,,,,
1201,601986143608,102586,,F12,14360,1," 1/2""  RIGID COMPRESSION CONN",Piece,2.53,,,,,,,,,,,
1202,601986143615,,,F12,14361,1," 3/4""  RIGID COMPRESSION CONN",Piece,3.06,,,,,,,,,,,
1203,601986143622,,,F12,14362,1," 1""  RIGID COMPRESSION CONN",Piece,4.41,,,,,,,,,,,
1204,601986143639,,,F12,14363,1," 1-1/4""  RIGID COMPRESSON CONN",Piece,7.30,,,,,,,,,,,
1205,601986143646,,,F12,14364,1," 1 1/2""  RIGID COMPRESSION CON",Piece,8.51,,,,,,,,,,,
1206,601986143653,,,F12,14365,1," 2""  RIGID COMPRESSION CONNECT",Piece,13.24,,,,,,,,,,,
1207,601986143707,,,F12,14370,1," 1/2""  RIGID COMPRESS CONN INS",Piece,2.98,,,,,,,,,,,
1208,601986143714,,,F12,14371,1," 3/4""  RIGID COMP CONN INSUL",Piece,3.46,,,,,,,,,,,
1209,601986143721,,,F12,14372,1," 1""  RIGID COMP CONN INSUL",Piece,4.88,,,,,,,,,,,
1210,601986143738,,,F12,14373,1," 1-1/4""  RIGID COMP CONN INSUL",Piece,7.98,,,,,,,,,,,
1211,601986143745,,,F12,14374,1," 1 1/2""  RIGID COMP CONN INSUL",Piece,9.32,,,,,,,,,,,
1212,601986143752,,,F12,14375,1," 2""  RIGID COMPR CONN INSUL",Piece,14.32,,,,,,,,,,,
1213,601986143806,,,F12,14380,1," 1/2""  RIGID COMPRESSION COUP",Piece,2.80,,,,,,,,,,,
1214,601986143813,,,F12,14381,1," 3/4""  RIGID COMPRESSION COUP",Piece,3.23,,,,,,,,,,,
1215,601986143820,,,F12,14382,1," 1""  RIGID COMPRESSION COUPL",Piece,4.62,,,,,,,,,,,
1216,601986143837,,,F12,14383,1," 1 1/4"" RIGID COMPRESSION COUP",Piece,7.39,,,,,,,,,,,
1217,601986143844,,,F12,14384,1," 1 1/2"" RIGID COMPRESSION COUP",Piece,10.74,,,,,,,,,,,
1218,601986143851,,,F12,14385,1," 2"" RIGID COMPRESSION COUP",Piece,14.37,,,,,,,,,,,
1219,601986143875,,,F13,14387,1,"1/2"" CONDUIT COUPLING",Piece,0.50,,,,,,,,,,,
1220,601986143882,,,F13,14388,1,"3/4"" CONDUIT COUPLING",Piece,0.61,,,,,,,,,,,
1221,601986143899,,,F13,14389,1,"1"" CONDUIT COUPLING",Piece,1.05,,,,,,,,,,,
1222,601986143905,,,F13,14390,1,"1-1/4"" CONDUIT COUPLING",Piece,1.59,,,,,,,,,,,
1223,601986143912,,,F13,14391,1,"1-1/2"" CONDUIT COUPLING",Piece,1.92,,,,,,,,,,,
1224,601986143929,,,F13,14392,1,"2"" CONDUIT COUPLING",Piece,2.63,,,,,,,,,,,
1225,601986143936,,,F13,14393,1,"2-1/2"" CONDUIT COUPLING",Piece,7.69,,,,,,,,,,,
1226,601986143943,,,F13,14394,1,"3"" CONDUIT COUPLING",Piece,9.50,,,,,,,,,,,
1227,601986143950,,,F13,14395,1,"3-1/2"" CONDUIT COUPLING",Piece,12.83,,,,,,,,,,,
1228,601986143967,,,F13,14396,1,"4"" CONDUIT COUPLING",Piece,13.72,,,,,,,,,,,
1229,601986143974,,,F13,14397,1,"5"" CONDUIT COUPLING",Piece,35.16,,,,,,,,,,,
1230,601986143981,,,F13,14398,1,"6"" CONDUIT COUPLING",Piece,51.31,,,,,,,,,,,
1231,601986144001,,26121630,F14,14400,1,"1/2""Rigid to Rigid Pull Elbow",Piece,2.51,,,,,,,,,,,
1232,601986144018,102586,26121630,F14,14401,1,"3/4""Rigid to Rigid Pull Elbow",Piece,3.36,,,,,,,,,,,
1233,601986144025,102586,26121630,F14,14402,1,"1""Rigid to Rigid Pull Elbow",Piece,6.06,,,,,,,,,,,
1234,601986144032,102586,26121630,F14,14403,1,"1-1/4""Rigid to Rigid Pull Elbo",Piece,8.33,,,,,,,,,,,
1235,601986144049,102586,26121630,F14,14404,1,"1/2""Rigid to Box Pull Elbow",Piece,2.63,,,,,,,,,,,
1236,601986144056,142051,26121630,F14,14405,1,"3/4""Rigid to Box Pull Elbow",Piece,4.25,,,,,,,,,,,
1237,601986144063,142051,39121420,F14,14406,1,"1""Rigid to Box Pull Elbow",Piece,6.72,,,,,,,,,,,
1238,601986144070,142051,39121420,F14,14407,1,"1-1/4""Rigid to Box Pull Elbow",Piece,11.81,,,,,,,,,,,
1239,601986144087,142051,39121420,F11,14408,1,"1/2"" Short Radius Elbow",Piece,2.61,,,,,,,,,,,
1240,601986144094,142051,39121420,F11,14409,1,"3/4"" Short Radius Elbow",Piece,3.64,,,,,,,,,,,
1241,601986144209,142051,39121420,F14,14420,1,"1/2""Concrete Slab Insert",Piece,6.78,,,,,,,,,,,
1242,601986144216,142051,39121420,F14,14421,1,"3/4""Concrete Slab Insert",Piece,8.61,,,,,,,,,,,
1243,601986144223,142051,39121420,F14,14422,1,"1""Concrete Slab Insert",Piece,10.45,,,,,,,,,,,
1244,601986144230,142051,39121420,F14,14423,1,"1/2""Concrete Slab Insert 90deg",Piece,11.59,,,,,,,,,,,
1245,601986144247,142051,39121420,F14,14424,1,"3/4""Concrete Slab Insert 90deg",Piece,16.09,,,,,,,,,,,
1246,601986144254,142051,39121420,F14,14425,1,"1""Concrete Slab Insert 90deg",Piece,21.73,,,,,,,,,,,
1247,601986144407,142051,39121420,F13,14440,1,"1/2""Rigid 3Piece Coupling",Piece,2.14,,,,,,,,,,,
1248,601986144414,142051,39121420,F13,14441,1,"3/4""Rigid 3Piece Coupling",Piece,2.60,,,,,,,,,,,
1249,601986144421,142051,39121420,F13,14442,1,"1""Rigid 3Piece Coupling",Piece,3.84,,,,,,,,,,,
1250,601986144438,142051,39121420,F13,14443,1,"1-1/4""Rigid 3Piece Coupling",Piece,7.17,,,,,,,,,,,
1251,601986144445,142051,26121630,F13,14444,1,"1-1/2""Rigid 3Piece Coupling",Piece,9.71,,,,,,,,,,,
1252,601986144452,142051,26121630,F13,14445,1,"2""Rigid 3Piece Coupling",Piece,16.40,,,,,,,,,,,
1253,601986144469,142051,26121630,F13,14446,1,"2-1/2""Rigid 3Piece Coupling",Piece,39.26,,,,,,,,,,,
1254,601986144476,142051,26121630,F13,14447,1,"3""Rigid 3Piece Coupling",Piece,46.24,,,,,,,,,,,
1255,601986144483,142051,26121630,F13,14448,1,"3-1/2""Rigid 3Piece Coupling",Piece,60.24,,,,,,,,,,,
1256,601986144490,142051,26121630,F13,14449,1,"4""Rigid 3Piece Coupling",Piece,66.96,,,,,,,,,,,
1257,601986144506,142051,26121630,F13,14450,1,"5""Rigid 3Piece Coupling",Piece,148.74,,,,,,,,,,,
1258,601986144513,142051,26121630,F13,14451,1,"6""Rigid 3Piece Coupling",Piece,201.45,,,,,,,,,,,
1259,601986144520,142051,26121630,F13,14452,1,"2""Rigid Split Coupling",Piece,17.98,,,,,,,,,,,
1260,601986144537,142051,26121630,F13,14453,1,"2-1/2""Rigid Split Coupling",Piece,23.35,,,,,,,,,,,
1261,601986144544,142051,39131604,F13,14454,1,"3""Rigid Split Coupling",Piece,39.67,,,,,,,,,,,
1262,601986144551,142051,39131604,F13,14455,1,"3-1/2""Rigid Split Coupling",Piece,44.84,,,,,,,,,,,
1263,601986144568,142051,39131604,F13,14456,1,"4""Rigid Split Coupling",Piece,54.95,,,,,,,,,,,
1264,601986144605,142051,39131604,F15,14460,1,"1/2""Rigid Offset Nipple",Piece,0.90,,,,,,,,,,,
1265,601986144612,142051,39131604,F15,14461,1,"3/4""Rigid Offset Nipple",Piece,1.23,,,,,,,,,,,
1266,601986144629,142051,39131604,F15,14462,1,"1""Rigid Offset Nipple",Piece,1.64,,,,,,,,,,,
1267,601986144636,142051,39131604,F15,14463,1,"1-1/4""Rigid Offset Nipple",Piece,2.14,,,,,,,,,,,
1268,601986144643,142051,39131604,F15,14464,1,"1-1/2""Rigid Offset Nipple",Piece,3.01,,,,,,,,,,,
1269,601986144650,142051,39121407,F15,14465,1,"2""Rigid Offset Nipple",Piece,4.42,,,,,,,,,,,
1270,601986144667,142051,39121407,F15,14466,1,"2-1/2""Rigid Offset Nipple",Piece,13.22,,,,,,,,,,,
1271,601986144674,142051,39121407,F15,14467,1,"3""Rigid Offset Nipple",Piece,21.27,,,,,,,,,,,
1272,601986144803,142051,39121407,F15,14480,1,"1/2""Rigid Conduit Nipple",Piece,0.21,,,,,,,,,,,
1273,601986144810,142051,39121407,F15,14481,1,"3/4""Rigid Conduit Nipple",Piece,0.43,,,,,,,,,,,
1274,601986144827,142051,39121407,F15,14482,1,"1""Rigid Conduit Nipple",Piece,0.80,,,,,,,,,,,
1275,601986144834,142051,39121407,F15,14483,1,"1-1/4""Rigid Conduit Nipple",Piece,1.36,,,,,,,,,,,
1276,601986144841,142051,39121407,F15,14484,1,"1-1/2""Rigid Conduit Nipple",Piece,1.67,,,,,,,,,,,
1277,601986144858,142051,39121407,F15,14485,1,"2""Rigid Conduit Nipple",Piece,2.77,,,,,,,,,,,
1278,601986144865,142051,39121407,F15,14486,1,"2-1/2""Rigid Conduit Nipple",Piece,5.01,,,,,,,,,,,
1279,601986144872,142051,39121407,F15,14487,1,"3""Rigid Conduit Nipple",Piece,7.39,,,,,,,,,,,
