Complete Price Report,"August 01, 2022",,,,,,,,,,,,,,,,
Customer Name,M & M ELECTRICAL SUPPLY COMPANY INC,,,,,,,,,,,,,,,,
"City, State","NASHUA, NH",,,,,,,,,,,,,,,,
Customer Account Number,23485,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CATALOG NUMBER,MATERIAL DESC,LIST PRICE,CUSTOMER PRICE,MULTIPLIER,UOM,MPG GRP,MPG Desc,STD PACK Q,UNIT WT IN,CARTON WT,UPC NUMBER,Special Nets,,,Lowes,,
CSB115LA,Switch Toggle SP 15A 120/277V B/Swire LA,$4.34,$2.39,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664719028,,,,,,
CSB115STB-SP-L,SW Sm TOG SP 15A 120/277V B/Swire BR,$4.04,$2.22,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664709906,,,,,,
CSB115STV-SP,SW Sm TOG SP 15A 120/277V B/Swire IV,$4.04,$2.22,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664709920,,,,,,
CSB115STW-SP,SW Sm TOG SP 15A 120/277V B/Swire WH,$4.04,$2.22,0.55,PE,WT,Commercial/Industrial Switches,30,,0,032664709937,,,,,,
CSB115V,Switch Toggle SP 15A 120/277V B/Swire IV,$4.34,$2.39,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664558894,,,,,,
CSB115W,Switch Toggle SP 15A 120/277V B/Swire WH,$4.34,$2.39,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664558900,,,,,,
CSB120B,Switch Toggle SP 20A 120/277V B/Swire BR,$4.83,$2.66,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559044,,,,,,
CSB120GY,Switch Toggle SP 20A 120/277V B/Swire GY,$4.83,$2.66,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559075,,,,,,
CSB120LA,Switch Toggle SP 20A 120/277V B/Swire LA,$4.83,$2.66,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664719042,,,,,,
CSB120V,Switch Toggle SP 20A 120/277V B/Swire IV,$4.83,$2.66,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559051,,,,,,
CSB120W,Switch Toggle SP 20A 120/277V B/Swire WH,$4.83,$2.66,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559068,,,,,,
CSB215B,Switch Toggle DP 15A 120/277V B/Swire BR,$7.17,$3.94,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664558924,,,,,,
CSB215GY,Switch Toggle DP 15A 120/277V B/Swire GY,$7.17,$3.94,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664558955,,,,,,
CSB215LA,Switch Toggle DP 15A 120/277V B/Swire LA,$7.17,$3.94,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664719066,,,,,,
CSB215V,Switch Toggle DP 15A 120/277V B/Swire IV,$7.17,$3.94,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664558931,,,,,,
CSB215W,Switch Toggle DP 15A 120/277V B/Swire WH,$7.17,$3.94,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664558948,,,,,,
CSB220B,Switch Toggle DP 20A 120/277V B/Swire BR,$8.25,$4.54,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559082,,,,,,
CSB220GY,Switch Toggle DP 20A 120/277V B/Swire GY,$8.25,$4.54,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559112,,,,,,
CSB220LA,Switch Toggle DP 20A 120/277V B/Swire LA,$8.25,$4.54,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664719080,,,,,,
CSB220V,Switch Toggle DP 20A 120/277V B/Swire IV,$8.25,$4.54,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559099,,,,,,
CSB220W,Switch Toggle DP 20A 120/277V B/Swire WH,$8.25,$4.54,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559105,,,,,,
CSB315B,Switch Tog 3Way 15A 120/277V B/Swire BR,$5.44,$2.99,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664558962,,,,,,
CSB315GY,Switch Tog 3Way 15A 120/277V B/Swire GY,$5.44,$2.99,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664558993,,,,,,
CSB315LA,Switch Tog 3Way 15A 120/277V B/Swire LA,$5.44,$2.99,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664719103,,,,,,
CSB315STA-SP-L,SW Sm TOG 3way 15A 120/277V B/Swire AL,$16.54,$9.10,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664709944,,,,,,
CSB315STB-SP-L,SW Sm TOG 3way 15A 120/277V B/Swire BR,$5.44,$2.99,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664709951,,,,,,
CSB315STV-SP,SW Sm TOG 3way 15A 120/277V B/Swire IV,$5.44,$2.99,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664709975,,,,,,
CSB315STW-SP,SW Sm TOG 3way 15A 120/277V B/Swire WH,$5.44,$2.99,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664709982,,,,,,
CSB315V,Switch Tog 3Way 15A 120/277V B/Swire IV,$5.44,$2.99,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664558979,,,,,,
CSB315W,Switch Tog 3Way 15A 120/277V B/Swire WH,$5.44,$2.99,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664558986,,,,,,
CSB320B,Switch Tog 3Way 20A 120/277V B/Swire BR,$5.97,$3.28,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559129,,,,,,
CSB320GY,Switch Tog 3Way 20A 120/277V B/Swire GY,$5.97,$3.28,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559150,,,,,,
CSB320LA,Switch Tog 3Way 20A 120/277V B/Swire LA,$5.97,$3.28,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664719127,,,,,,
CSB320V,Switch Tog 3Way 20A 120/277V B/Swire IV,$5.97,$3.28,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559136,,,,,,
CSB320W,Switch Tog 3Way 20A 120/277V B/Swire WH,$5.97,$3.28,0.55,PE,WT,Commercial/Industrial Switches,50,10,0,032664559143,,,,,,
AH1201B,SW Tog SP 15A 120/277V AutoGrd B&S BR,$7.24,$3.98,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734298,,,,,,
AH1201GY,SW Toggle SP 15A 120/277V AutoGrd B&S GY,$7.24,$3.98,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734304,,,,,,
AH1201RD,SW Toggle SP 15A 120/277V AutoGrd B&S RD,$7.24,$3.98,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734359,,,,,,
AH1201V,SW Toggle SP 15A 120/277V AutoGrd B&S IV,$7.24,$3.98,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734366,,,,,,
AH1201W,SW Toggle SP 15A 120/277V AutoGrd B&S WH,$7.24,$3.98,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734373,,,,,,
AH1201W-BU,SW Toggle15A 120/277VAutoGrd B&S BULK WH,$7.24,$3.98,0.55,PE,WT,Commercial/Industrial Switches,,,,032664734380,,,,,,
AH1202B,SW Tog DP 15A 120/277V AutoGrd B&S BR,$9.98,$5.49,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734397,,,,,,
AH1202GY,SW Tog DP 15A 120/277V AutoGrd B&S GY,$9.98,$5.49,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734403,,,,,,
AH1202V,SW Tog DP 15A 120/277V AutoGrd B&S IV,$9.98,$5.49,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734434,,,,,,
AH1202W,SW ToggleDP 15A 120/277V AutoGrd B&S WH,$9.98,$5.49,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734441,,,,,,
AH1203B,SW Tog 3Way 15A 120/277V AutoGrd B&S BR,$8.31,$4.57,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734458,,,,,,
AH1203GY,SW Tog 3Way 15A 120/277V AutoGrd B&S GY,$8.31,$4.57,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734465,,,,,,
AH1203RD,SW Tog 3Way 15A 120/277V AutoGrd B&S RD,$8.31,$4.57,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734502,,,,,,
AH1203V,SW Tog 3Way 15A 120/277V AutoGrd B&S IV,$8.31,$4.57,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734519,,,,,,
AH1203W,SW Toggle3Way 15A 120/277VAutoGrd B&S WH,$8.31,$4.57,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734526,,,,,,
AH1203W-BU,SW Toggle3Way 15A120/277VAutoGrd BULK WH,$8.31,$4.57,0.55,PE,WT,Commercial/Industrial Switches,,,,032664734533,,,,,,
AH1204B,SW Tog 4Way 15A 120/277V AutoGrd B&S BR,$10.40,$5.72,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734540,,,,,,
AH1204GY,15A 120/277V AutoGrd B&S GY,$10.40,$5.72,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734557,,,,,,
AH1204V,SW Lkg 4Way 15A 120/277V AutoGrd B&S IV,$10.40,$5.72,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734571,,,,,,
AH1204W,SW Toggle4Way 15A 120/277VAutoGrd B&S WH,$10.40,$5.72,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734588,,,,,,
AH1221B,SW Toggle SP 20A 120/277V AutoGrd B&S BR,$7.96,$4.38,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734595,,,,,,
AH1221BK,SW Toggle SP 20A 120/277V AutoGrd B&S BK,$7.96,$4.38,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734601,,,,,,
AH1221GY,SW Toggle SP 20A 120/277V AutoGrd B&S GY,$7.96,$4.38,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734618,,,,,,
AH1221LA,SW Toggle SP 20A 120/277V AutoGrd B&S LA,$7.96,$4.38,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734632,,,,,,
AH1221RD,SW Toggle SP 20A 120/277V AutoGrd B&S RD,$7.96,$4.38,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734670,,,,,,
AH1221V,SW Toggle SP 20A 120/277V AutoGrd B&S IV,$7.96,$4.38,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734687,,,,,,
AH1221W,SW Toggle SP 20A 120/277V AutoGrd B&S WH,$7.96,$4.38,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734694,,,,,,
AH1222B,SW Toggle DP 20A 120/277V AutoGrd B&S BR,$10.99,$6.04,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734700,,,,,,
AH1222GY,SW Toggle DP 20A 120/277V AutoGrd B&S GY,$10.99,$6.04,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734717,,,,,,
AH1222RD,SW Toggle DP 20A 120/277V AutoGrd B&S RD,$10.99,$6.04,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734748,,,,,,
AH1222V,SW Toggle DP 20A 120/277V AutoGrd B&S IV,$10.99,$6.04,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734755,,,,,,
AH1222W,SW Toggle DP 20A 120/277V AutoGrd B&S WH,$10.99,$6.04,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734762,,,,,,
AH1223B,SW Tog 3Way 20A 120/277V AutoGrd B&S BR,$9.15,$5.03,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734779,,,,,,
AH1223BK,SW Tog 3Way 20A 120/277V AutoGrd B&S BK,$9.15,$5.03,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734786,,,,,,
AH1223GY,SW Tog 3Way 20A 120/277V AutoGrd B&S GY,$9.15,$5.03,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734793,,,,,,
AH1223LA,SW Toggle3Way 20A 120/277VAutoGrd B&S LA,$9.15,$5.03,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734816,,,,,,
AH1223RD,SW Tog 3Way 20A 120/277V AutoGrd B&S RD,$9.15,$5.03,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734847,,,,,,
AH1223V,SW Tog 3Way 20A 120/277V AutoGrd B&S IV,$9.15,$5.03,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734854,,,,,,
AH1223W,SW Toggle3Way 20A 120/277VAutoGrd B&S WH,$9.15,$5.03,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734861,,,,,,
AH1224B,SW Tog 4Way 20A 120/277V AutoGrd B&S BR,$11.45,$6.30,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734878,,,,,,
AH1224BK,SW Tog 4Way 20A 120/277V AutoGrd B&S BK,$11.45,$6.30,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734885,,,,,,
AH1224GY,SW Tog 4Way 20A 120/277V AutoGrd B&S GY,$11.45,$6.30,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734892,,,,,,
AH1224LA,SW Tog 4Way 20A 120/277V AutoGrd B&S LA,$11.45,$6.30,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734915,,,,,,
AH1224RD,SW Tog 4Way 20A 120/277V AutoGrd B&S RD,$11.45,$6.30,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734922,,,,,,
AH1224V,SW Tog 4Way 20A 120/277V AutoGrd B&S IV,$11.45,$6.30,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734939,,,,,,
AH1224W,SW Toggle4Way 20A 120/277VAutoGrd B&S WH,$11.45,$6.30,0.55,PE,WT,Commercial/Industrial Switches,10,,0,032664734946,,,,,,
CWD-FS-2,"Starter 18"" 15Watt/24"" 20Watt Bulb",$2.60,$2.21,0.85,PE,Z5,"Lampholders, Taps, & Adapters",1000,25,0,032664713378,,,,,,
CWD-FS-25,Fluorescent starter for 22W or 25W lamps,$2.60,$2.21,0.85,PE,Z5,"Lampholders, Taps, & Adapters",1000,25,0,032664713408,,,,,,
CWD-FS-4,"Starter 36"" 30Watt/48"" 40Watt Bulbs",$2.60,$2.21,0.85,PE,Z5,"Lampholders, Taps, & Adapters",1000,25,0,032664713385,,,,,,
CWD-FS-5,"Fluorescent starter for 4W, 6W, 8W lamps",$2.60,$2.21,0.85,PE,Z5,"Lampholders, Taps, & Adapters",1000,25,0,032664713392,,,,,,
CWL115FI,Flanged Inlet 15A 125V 2P2W H/L BK,$37.22,$14.89,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",,10,,040893680316,,,,,,
CWL115FO,Flanged Outlet 15A 125V 2P2W H/L BK,$39.08,$15.63,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,50,040893680323,,,,,,
CWL115R,Recp Single 15A 125V 2P2W H/L BK,$36.13,$14.45,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,040893676777,,,,,,
CWL1220C,Conn 20A 480V 3PH 3P3W H/L BW,$36.27,$18.14,0.50,PE,WY,Locking Device Connectors,10,10,0,040893679792,,,,,,
CWL1220FO,Flanged Outlet 20A 480V 3PH 3P3W H/L BW,$39.59,$15.84,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680798,,,,,,
CWL1220P,Plug 20A 480V 3PH 3P3W H/L BW,$30.23,$12.09,0.40,PE,VZ,Locking Device Plugs,10,10,0,040893678566,,,,,,
CWL1220R,Recp Sgl 20A 480V 3PH 3P3W H/L BK,$38.43,$15.37,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,040893677316,,,,,,
CWL1230C,Conn 30A 480V 3PH 3P3W H/L BW,$36.65,$18.33,0.50,PE,WY,Locking Device Connectors,10,10,0,040893679839,,,,,,
CWL1230FO,Flanged Outlet 30A 480V 3PH 3P3W H/L BW,$39.98,$15.99,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680873,,,,,,
CWL1230P,Plug 30A 480V 3PH 3P3W H/L BW,$30.53,$12.21,0.40,PE,VZ,Locking Device Plugs,10,10,0,040893678603,,,,,,
CWL1230R,Recp Single 30A 480V 3PH 3P3W H/L BK,$38.82,$15.53,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,040893677347,,,,,,
CWL1330C,Conn 30A 600V 3PH 3P3W H/L BW,$37.00,$18.50,0.50,PE,WY,Locking Device Connectors,10,10,0,040893679846,,,,,,
CWL1330FI,Flanged Inlet 30A 600V 3PH 3P3W H/L BW,$40.38,$16.15,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680880,,,,,,
CWL1330FO,Flanged Outlet 30A 600V 3PH 3P3W H/L BW,$42.41,$16.96,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680897,,,,,,
CWL1330P,Plug 30A 600V 3PH 3P3W H/L BW,$30.85,$12.34,0.40,PE,VZ,Locking Device Plugs,10,10,0,040893678610,,,,,,
CWL1330R,Recp Single 30A 600V 3PH 3P3W H/L BK,$39.21,$15.68,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,040893677354,,,,,,
CWL220C,Conn 20A 250V 2P2W H/L BW,$43.41,$21.71,0.50,PE,WY,Locking Device Connectors,50,10,0,040893679136,,,,,,
CWL220FO,Flanged Outlet 20A 250V 2P2W H/L BW,$47.36,$18.94,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,040893680330,,,,,,
CWL220FO1,Flanged Outlet 20A 250V 2P2W H/L BW,$49.71,$19.88,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,032664731679,,,,,,
CWL220P,Plug 20A 250V 2P2W H/L BW,$36.15,$14.46,0.40,PE,VZ,Locking Device Plugs,50,10,0,040893677934,,,,,,
CWL220P-6,Plug 20A 250V 2P2W H/L Polarized BW,$37.25,$14.90,0.40,PE,VZ,Locking Device Plugs,50,10,0,040893677941,,,,,,
CWL220P-6-C1,Plug 20A 250V 2P2W H/L Polarized BW Can,$37.25,$14.90,0.40,PE,VZ,Locking Device Plugs,50,10,0,040893683676,,,,,,
CWL220R,Recp Single 20A 250V 2P2W H/L BK,$45.97,$18.39,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,040893676791,,,,,,
AHL2530C,Conn 30A 240V 2P3W,$46.96,$23.48,0.50,PE,WY,Locking Device Connectors,10,,0,032664747465,,,,,,
AHL2530P,Plug 30A 240V 2P3W,$39.13,$15.65,0.40,PE,VZ,Locking Device Plugs,10,,0,032664747472,,,,,,
AHL2530R,Recp 30A 240V 2P3W,$49.76,$19.90,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,,0,032664747489,,,,,,
AHL2630C,Conn 30A 240/415V 4P5W,$47.43,$23.72,0.50,PE,WY,Locking Device Connectors,10,,10,032664747502,,,,,,
AHL2630P,Plug 30A 240/415V 4P5W,$39.52,$15.81,0.40,PE,VZ,Locking Device Plugs,10,,0,032664747519,,,,,,
AHL2630R,Recp 30A 240/415V 4P5W,$50.24,$20.10,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,,0,032664747526,,,,,,
CWL515C,Conn 15A 125V 2P3W H/L BW,$23.04,$11.52,0.50,PE,WY,Locking Device Connectors,50,10,0,040893679150,,,,,,
CWL515CAN,Conn Angle 15A 125V 2P3W H/L BW,$24.20,$12.10,0.50,PE,WY,Locking Device Connectors,10,10,0,040893679198,,,,,,
CWL515FI,Flanged Inlet 15A 125V 2P3W H/L BW,$26.36,$10.54,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680361,,,,,,
CWL515FO,Flanged Outlet 15A 125V 2P3W H/L BW,$27.66,$11.06,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,,0,040893680347,,,,,,
CWL515P,Plug 15A 125V 2P3W H/L BW,$15.37,$6.15,0.40,PE,VZ,Locking Device Plugs,50,10,0,040893677989,,,,,,
CWL515P-BU,Plug 15A 125V 2P3W H/L BW - 100PK,$1382.85,$553.14,0.40,PE,VZ,Locking Device Plugs,100,,0,032664702600,,,,,,
CWL515PAN,Plug  Angle 15A 125V 2P3W H/L BW,$16.13,$6.45,0.40,PE,VZ,Locking Device Plugs,10,10,0,040893678009,,,,,,
CWL515R,Recp Single 15A 125V 2P3W H/L BK,$25.59,$10.24,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,040893676845,,,,,,
CWL615C,Conn 15A 250V 2P3W H/L BW,$27.66,$13.83,0.50,PE,WY,Locking Device Connectors,50,10,0,040893679242,,,,,,
CWL615FI,Flanged Inlet 15A 250V 2P3W H/L BW,$31.59,$12.64,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680408,,,,,,
CWL615FO,Flanged Outlet 15A 250V 2P3W H/L BW,$33.19,$13.28,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680385,,,,,,
CWL615P,Plug 15A 250V 2P3W H/L BW,$18.44,$7.38,0.40,PE,VZ,Locking Device Plugs,50,10,0,040893678085,,,,,,
CWL615R,Recp Single 15A 250V 2P3W H/L BK,$30.69,$12.28,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,040893676869,,,,,,
CWL715C,Conn 15A 277V 2P3W H/L BW,$32.94,$16.47,0.50,PE,WY,Locking Device Connectors,50,10,0,040893679327,,,,,,
CWL715FI,Flanged Inlet 15A 277V 2P3W H/L BW,$15.35,$6.14,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680446,,,,,,
CWL715FO,Flanged Outlet 15A 277V 2P3W H/L BW,$16.11,$6.44,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680422,,,,,,
CWL715P,Plug 15A 277V 2P3W H/L BW,$21.96,$8.78,0.40,PE,VZ,Locking Device Plugs,50,10,0,040893678122,,,,,,
CWL715R,Recp Single 15A 277V 2P3W H/L BK,$14.89,$5.96,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,040893676722,,,,,,
CWL920C,Conn 20A 600V 2P3W H/L BW,$44.08,$22.04,0.50,PE,WY,Locking Device Connectors,10,10,0,040893679457,,,,,,
CWL920FI,Flanged Inlet 20A 600V 2P3W H/L BW,$50.37,$20.15,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680569,,,,,,
CWL920FO,Flanged Outlet 20A 600V 2P3W H/L BW,$52.90,$21.16,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680576,,,,,,
CWL920P,PLUG 20A 600V 2P3W H/L BW,$29.37,$11.75,0.40,PE,VZ,Locking Device Plugs,10,10,0,040893678320,,,,,,
CWL920R,Recp Single 20A 600V 2P3W H/L BK,$48.91,$19.56,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,040893677101,,,,,,
CWL930C,Conn 30A 600V 2P3W H/L BW,$46.70,$23.35,0.50,PE,WY,Locking Device Connectors,10,10,0,040893679730,,,,,,
CWL930FI,Flanged Inlet 30A 600V 2P3W H/L BW,$53.40,$21.36,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680682,,,,,,
CWL930FO,Flanged Outlet 30A 600V 2P3W H/L BW,$56.06,$22.42,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893680699,,,,,,
CWL930P,Recp 30A 600V 2P3W H/L BW,$31.43,$12.57,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",10,10,0,040893678474,,,,,,
CWL930R,Recp Single 30A 600V 2P3W H/L BK,$51.85,$20.74,0.40,PE,YF,"Locking Device Receptacles, Inlets, Outlets",50,10,0,040893677262,,,,,,
DC000187,"Grip Strain Relief DC .187-.250"" 3/8""NPT",$64.99,$26.00,0.40,PE,XK,Wire Mesh Grips,10,,10,032664717079,,,,,,
DC000187-90,"Str Rel DC Grip 0.19-0.25"" 3/8""NPT 90deg",$89.60,$35.84,0.40,PE,XK,Wire Mesh Grips,10,,10,032664723902,,,,,,
DC000250,"Grip Strain Relief DC .250-.312"" 3/8""NPT",$76.71,$30.68,0.40,PE,XK,Wire Mesh Grips,10,,10,032664716928,,,,,,
DC000250-90,"StrRel DC Grip 0.25-0.31"" 3/8""NPT 90deg",$90.84,$36.34,0.40,PE,XK,Wire Mesh Grips,10,,10,032664723919,,,,,,
DC000312,"Grip Strain Relief DC .312-.375"" 3/8""NPT",$63.80,$25.52,0.40,PE,XK,Wire Mesh Grips,10,,10,032664716935,,,,,,
DC000312-90,"StrRel DC Grip 0.31-0.38"" 3/8""NPT 90deg",$100.83,$40.33,0.40,PE,XK,Wire Mesh Grips,10,,10,032664723926,,,,,,
DC000375,"StrRel DC Grip 0.38-0.50"" 3/8""NPT",$63.21,$25.28,0.40,PE,XK,Wire Mesh Grips,10,,0,040893651491,,,,,,
DC000375-90,"StrRel DC Grip 0.38-0.50"" 3/8""NPT 90deg",$110.48,$44.19,0.40,PE,XK,Wire Mesh Grips,10,,10,032664723933,,,,,,
DC100187,"Grip Strain Relief DC .187-.250"" 1/2""NPT",$59.02,$23.61,0.40,PE,XK,Wire Mesh Grips,10,,10,032664716799,,,,,,
DC100187-45,"StrRel DC Grip 0.19-0.25"" 1/2""NPT 45deg",$89.29,$35.72,0.40,PE,XK,Wire Mesh Grips,10,,10,032664723940,,,,,,
DC100187-90,"StrRel DC Grip 0.19-0.25"" 1/2""NPT 90deg",$82.52,$33.01,0.40,PE,XK,Wire Mesh Grips,10,,10,032664723957,,,,,,
DC100187-F,"StrRel DC Grip 0.19-0.25"" 1/2""NPT fem",$58.92,$23.57,0.40,PE,XK,Wire Mesh Grips,10,,10,032664723964,,,,,,
DC100250,"Grip Strain Relief DC .250-.375"" 1/2""NPT",$52.53,$21.01,0.40,PE,XK,Wire Mesh Grips,10,,10,032664716805,,,,,,
DC100250-45,"StrRel DC Grip 0.25-0.38"" 1/2""NPT 45deg",$64.37,$25.75,0.40,PE,XK,Wire Mesh Grips,10,,10,032664723971,,,,,,
DC100250-90,"StrRel DC Grip 0.25-0.38"" 1/2""NPT 90deg",$62.98,$25.19,0.40,PE,XK,Wire Mesh Grips,10,,10,032664723988,,,,,,
DC100250-F,"StrRel DC Grip 0.25-0.38"" 1/2""NPT fem",$53.10,$21.24,0.40,PE,XK,Wire Mesh Grips,10,,10,032664723995,,,,,,
DC100375,"StrRel DC Grip 0.38-0.50"" 1/2""NPT",$49.10,$19.64,0.40,PE,XK,Wire Mesh Grips,25,,0,040893651507,,,,,,
DC100375-45,"StrRel DC Grip 0.38-0.50"" 1/2""NPT 45deg",$69.18,$27.67,0.40,PE,XK,Wire Mesh Grips,10,,10,032664724008,,,,,,
DC100375-90,"StrRel DC Grip 0.38-0.50"" 1/2""NPT 90deg",$72.40,$28.96,0.40,PE,XK,Wire Mesh Grips,10,,10,032664724015,,,,,,
DC100375-F,"StrRel DC Grip 0.38-0.50"" 1/2""NPT fem",$53.04,$21.22,0.40,PE,XK,Wire Mesh Grips,10,,10,032664724022,,,,,,
DC100500,"StrRel DC Grip 0.50-0.63"" 1/2""NPT",$49.38,$19.75,0.40,PE,XK,Wire Mesh Grips,25,,0,040893651514,,,,,,
DC100500-45,"StrRel DC Grip 0.50-0.63"" 1/2""NPT 45deg",$69.24,$27.70,0.40,PE,XK,Wire Mesh Grips,10,,10,032664724039,,,,,,
